time_s,frame,cte_true,cte_pred,mc_std,certified,fail_count,pass_count,mode,steer,throttle,speed,lap,hit
0.000,0,-4.49757,3.39036,0.61690,0,0,0,MODEL,-1.0000,0.100,0.0000,0,none
0.066,1,-4.49757,3.32885,0.60334,0,0,0,MODEL,-1.0000,0.100,0.0000,0,none
0.083,2,-4.49757,3.36461,0.56447,0,0,0,MODEL,-1.0000,0.100,0.0000,0,none
0.131,3,-4.49804,3.52012,0.50580,0,0,0,MODEL,-1.0000,0.100,0.0137,0,none
0.182,4,-4.49885,3.36850,0.49336,0,0,0,MODEL,-1.0000,0.100,0.0247,0,none
0.233,5,-4.50005,3.27854,0.77386,0,0,0,MODEL,-1.0000,0.100,0.0375,0,none
0.281,6,-4.50235,3.59659,0.69746,0,0,0,MODEL,-1.0000,0.100,0.0492,0,none
0.332,7,-4.50549,3.67905,0.52440,0,0,0,MODEL,-1.0000,0.100,0.0629,0,none
0.382,8,-4.50963,3.50966,0.55552,0,0,0,MODEL,-1.0000,0.100,0.0764,0,none
0.433,9,-4.51475,3.50460,0.74872,0,0,0,MODEL,-1.0000,0.100,0.0836,0,none
0.482,10,-4.52017,3.79733,0.58311,0,0,0,MODEL,-1.0000,0.100,0.0956,0,none
0.532,11,-4.52685,4.11299,0.60507,0,0,0,MODEL,-1.0000,0.100,0.1074,0,none
0.583,12,-4.53472,3.96059,0.76850,0,0,0,MODEL,-1.0000,0.100,0.1192,0,none
0.631,13,-4.54375,3.98201,0.61854,0,0,0,MODEL,-1.0000,0.100,0.1301,0,none
0.683,14,-4.55407,4.19773,0.90782,0,0,0,MODEL,-1.0000,0.100,0.1410,0,none
0.735,15,-4.56577,3.72635,0.55587,0,0,0,MODEL,-1.0000,0.100,0.1519,0,none
0.784,16,-4.57898,3.58681,0.59914,0,0,0,MODEL,-1.0000,0.100,0.1626,0,none
0.835,17,-4.59382,3.69568,0.61480,0,0,0,MODEL,-1.0000,0.100,0.1732,0,none
0.883,18,-4.61040,3.59992,0.61556,0,0,0,MODEL,-1.0000,0.100,0.1836,0,none
0.933,19,-4.62888,3.55936,0.65837,0,0,0,MODEL,-1.0000,0.100,0.1940,0,none
0.983,20,-4.65816,3.91123,0.55022,0,0,0,MODEL,-1.0000,0.100,0.2044,0,none
1.034,21,-4.68023,3.77231,0.59982,0,0,0,MODEL,-1.0000,0.100,0.2147,0,none
1.085,22,-4.69755,4.72117,0.76596,0,0,0,MODEL,-1.0000,0.100,0.2279,0,none
1.134,23,-4.72358,4.47690,0.85376,0,0,0,MODEL,-1.0000,0.100,0.2343,0,none
