time_s,frame,cte_true,cte_pred,mc_std,certified,fail_count,pass_count,mode,steer,throttle,speed,lap,hit
0.000,0,0.00242,-2.96822,0.42949,0,1,0,MODEL,0.0000,0.100,0.0000,0,none
0.060,1,0.00242,-3.01333,0.40029,0,2,0,MODEL,0.0000,0.100,0.0000,0,none
0.074,2,0.00242,-3.20308,0.41988,0,3,0,MODEL,0.0000,0.100,0.0000,0,none
0.112,3,0.00242,-3.22002,0.42527,0,4,0,MODEL,0.0000,0.100,0.0105,0,none
0.161,4,0.00240,-3.23955,0.51132,0,5,0,MODEL,0.0000,0.100,0.0244,0,none
0.211,5,0.00262,-3.33513,0.44881,0,6,0,MODEL,0.0000,0.100,0.0312,0,none
0.262,6,0.00271,-3.28684,0.43405,0,7,0,MODEL,0.0000,0.100,0.0484,0,none
0.312,7,0.00292,-3.40324,0.56117,0,8,0,MODEL,0.0000,0.100,0.0593,0,none
0.362,8,0.00328,-3.23945,0.53874,0,9,0,MODEL,0.0000,0.100,0.0761,0,none
0.412,9,0.00346,-3.24137,0.43739,0,10,0,FALLBACK,-1.0000,0.100,0.0842,0,none
0.462,10,0.00115,-2.93719,0.38897,0,10,0,FALLBACK,-1.0000,0.100,0.0928,0,none
0.512,11,-0.00446,-3.15505,0.36930,0,10,0,FALLBACK,-1.0000,0.100,0.1069,0,none
0.563,12,-0.01091,-3.18610,0.49984,0,10,0,FALLBACK,-1.0000,0.100,0.1172,0,none
0.611,13,-0.01841,-3.52982,0.43906,0,10,0,FALLBACK,-1.0000,0.100,0.1285,0,none
0.664,14,-0.02707,-3.88042,0.51588,0,10,0,FALLBACK,-1.0000,0.100,0.1395,0,none
0.712,15,-0.03698,-3.55957,0.50683,0,10,0,FALLBACK,-1.0000,0.100,0.1504,0,none
0.764,16,-0.04827,-3.51478,0.62737,0,10,0,FALLBACK,-1.0000,0.100,0.1611,0,none
0.812,17,-0.06105,-3.27245,0.36305,0,10,0,FALLBACK,-1.0000,0.100,0.1717,0,none
0.863,18,-0.07547,-3.11611,0.45352,0,10,0,FALLBACK,-1.0000,0.100,0.1822,0,none
0.912,19,-0.09164,-3.05903,0.37505,0,10,0,FALLBACK,-0.9610,0.100,0.1925,0,none
0.964,20,-0.11716,-2.62657,0.51847,0,10,0,FALLBACK,-0.7866,0.100,0.2068,0,none
1.014,21,-0.13679,-2.91579,0.41380,0,10,0,FALLBACK,-0.7179,0.100,0.2138,0,none
1.062,22,-0.14700,-3.19345,0.52074,0,10,0,FALLBACK,-0.7140,0.100,0.2257,0,none
1.113,23,-0.16742,-2.72713,0.59976,0,10,0,FALLBACK,-0.5608,0.100,0.2350,0,none
1.164,24,-0.17639,-2.38978,0.62481,0,10,0,FALLBACK,-0.5732,0.100,0.2457,0,none
1.213,25,-0.20049,-2.20443,0.50853,0,10,0,FALLBACK,-0.3770,0.100,0.2560,0,none
1.265,26,-0.22606,-0.96359,0.64255,0,10,0,FALLBACK,-0.2419,0.100,0.2664,0,none
1.313,27,-0.25096,-0.56175,0.41620,0,10,0,FALLBACK,-0.1207,0.100,0.2767,0,none
1.363,28,-0.27546,-0.81664,0.58182,0,10,0,FALLBACK,-0.0002,0.100,0.2868,0,none
1.413,29,-0.29936,-2.38858,0.63219,0,10,0,FALLBACK,0.1163,0.100,0.2967,0,none
1.466,30,-0.32230,-0.89643,0.70411,0,10,0,FALLBACK,0.2262,0.100,0.3065,0,none
1.514,31,-0.34390,-1.77552,0.72527,0,10,0,FALLBACK,0.3275,0.100,0.3161,0,none
1.564,32,-0.36383,-1.44655,0.87239,0,10,0,FALLBACK,0.4188,0.100,0.3256,0,none
1.613,33,-0.38175,-1.05143,0.74722,0,10,0,FALLBACK,0.4983,0.100,0.3350,0,none
1.664,34,-0.39738,-0.82356,0.68246,0,10,0,FALLBACK,0.5650,0.100,0.3442,0,none
1.714,35,-0.41045,-1.42298,0.77668,0,10,0,FALLBACK,0.6176,0.100,0.3533,0,none
