time_s,frame,cte_true,cte_pred,mc_std,certified,fail_count,pass_count,mode,steer,throttle,speed,lap,hit
0.000,0,0.00253,-2.95510,0.46199,0,0,0,MODEL,1.0000,0.100,0.0000,0,none
0.061,1,0.00253,-3.05792,0.37862,0,0,0,MODEL,1.0000,0.100,0.0000,0,none
0.076,2,0.00253,-3.03912,0.33294,0,0,0,MODEL,1.0000,0.100,0.0000,0,none
0.108,3,0.00295,-2.85127,0.36261,0,0,0,MODEL,1.0000,0.100,0.0145,0,none
0.156,4,0.00394,-2.87483,0.32874,0,0,0,MODEL,1.0000,0.100,0.0280,0,none
0.205,5,0.00575,-2.92384,0.44965,0,0,0,MODEL,1.0000,0.100,0.0340,0,none
0.259,6,0.00803,-3.04113,0.51100,0,0,0,MODEL,1.0000,0.100,0.0501,0,none
0.306,7,0.01099,-3.24261,0.43248,0,0,0,MODEL,1.0000,0.100,0.0605,0,none
0.358,8,0.01487,-3.33970,0.35028,0,0,0,MODEL,1.0000,0.100,0.0758,0,none
0.406,9,0.01960,-3.53136,0.50718,0,0,0,MODEL,1.0000,0.100,0.0849,0,none
0.457,10,0.02496,-3.29138,0.35347,0,0,0,MODEL,1.0000,0.100,0.0981,0,none
0.507,11,0.03123,-3.49364,0.52773,0,0,0,MODEL,1.0000,0.100,0.1070,0,none
0.560,12,0.03857,-3.89841,0.63764,0,0,0,MODEL,1.0000,0.100,0.1197,0,none
0.605,13,0.04700,-3.81726,0.51580,0,0,0,MODEL,1.0000,0.100,0.1303,0,none
0.657,14,0.05665,-3.66560,0.56141,0,0,0,MODEL,1.0000,0.100,0.1413,0,none
0.708,15,0.06759,-3.93371,0.61674,0,0,0,MODEL,1.0000,0.100,0.1522,0,none
0.757,16,0.07997,-4.05769,0.60057,0,0,0,MODEL,1.0000,0.100,0.1629,0,none
0.808,17,0.09390,-3.97757,0.67848,0,0,0,MODEL,1.0000,0.100,0.1735,0,none
0.858,18,0.10951,-3.84730,0.77616,0,0,0,MODEL,1.0000,0.100,0.1840,0,none
0.909,19,0.12694,-3.80567,0.67686,0,0,0,MODEL,1.0000,0.100,0.1944,0,none
0.958,20,0.15478,-4.18074,0.70909,0,0,0,MODEL,1.0000,0.100,0.2060,0,none
1.010,21,0.17611,-3.94007,0.53970,0,0,0,MODEL,1.0000,0.100,0.2151,0,none
1.060,22,0.19103,-4.63445,0.59046,0,0,0,MODEL,1.0000,0.100,0.2260,0,none
1.108,23,0.21692,-4.76216,0.82627,0,0,0,MODEL,1.0000,0.100,0.2350,0,none
1.159,24,0.26556,-5.02769,0.88940,0,0,0,MODEL,1.0000,0.100,0.2448,0,none
1.208,25,0.29494,-4.56939,0.92560,0,0,0,MODEL,1.0000,0.100,0.2544,0,none
1.257,26,0.32717,-4.85771,0.90078,0,0,0,MODEL,1.0000,0.100,0.2640,0,none
1.308,27,0.36238,-5.03975,0.88212,0,0,0,MODEL,1.0000,0.100,0.2735,0,none
1.359,28,0.40076,-5.62562,0.97846,0,0,0,MODEL,1.0000,0.100,0.2828,0,none
1.409,29,0.44247,-5.13924,0.83419,0,0,0,MODEL,1.0000,0.100,0.2920,0,none
1.457,30,0.48767,-5.39607,1.07938,0,0,0,MODEL,1.0000,0.100,0.3012,0,none
1.512,31,0.53653,-4.85404,1.01932,0,0,0,MODEL,1.0000,0.100,0.3102,0,none
1.557,32,0.58924,-5.21326,1.07219,0,0,0,MODEL,1.0000,0.100,0.3191,0,none
1.609,33,0.64594,-4.96272,0.91876,0,0,0,MODEL,1.0000,0.100,0.3280,0,none
1.659,34,0.70681,-4.69946,0.99540,0,0,0,MODEL,1.0000,0.100,0.3367,0,none
1.710,35,0.77201,-4.68477,0.90618,0,0,0,MODEL,1.0000,0.100,0.3453,0,none
1.759,36,0.84168,-4.39486,0.85446,0,0,0,MODEL,1.0000,0.100,0.3539,0,none
1.807,37,0.91598,-4.03965,0.94629,0,0,0,MODEL,1.0000,0.100,0.3623,0,none
1.860,38,0.99507,-4.02274,1.08260,0,0,0,MODEL,1.0000,0.100,0.3706,0,none
1.909,39,1.07908,-3.70723,0.91303,0,0,0,MODEL,1.0000,0.100,0.3789,0,none
