time_s,frame,cte_true,cte_pred,mc_std,certified,fail_count,pass_count,mode,steer,throttle,speed,lap,hit
0.000,0,0.00079,0.08667,0.18410,1,0,0,MODEL,-0.3673,0.100,0.0000,0,none
0.269,1,0.00079,0.14704,0.18710,1,0,0,MODEL,-0.4247,0.100,0.0000,0,none
0.285,2,0.00080,0.15324,0.14858,1,0,0,MODEL,-0.4306,0.100,0.0106,0,none
0.330,3,0.00078,0.10065,0.17584,1,0,0,MODEL,-0.3806,0.100,0.0149,0,none
0.380,4,0.00069,0.07411,0.15065,1,0,0,MODEL,-0.3554,0.100,0.0257,0,none
0.432,5,0.00012,-0.03738,0.35614,0,0,0,MODEL,-0.2495,0.100,0.0431,0,none
0.481,6,-0.00053,0.10724,0.16035,1,0,0,MODEL,-0.3869,0.100,0.0511,0,none
0.532,7,-0.00164,0.13729,0.17880,1,0,0,MODEL,-0.4154,0.100,0.0677,0,none
0.582,8,-0.00343,0.15157,0.21251,1,0,0,MODEL,-0.4290,0.100,0.0807,0,none
0.633,9,-0.00549,0.08469,0.16786,1,0,0,MODEL,-0.3655,0.100,0.0907,0,none
0.682,10,-0.00785,0.14549,0.15554,1,0,0,MODEL,-0.4232,0.100,0.1015,0,none
0.732,11,-0.01064,0.15095,0.15727,1,0,0,MODEL,-0.4284,0.100,0.1133,0,none
0.782,12,-0.01416,-0.00406,0.12110,1,0,0,MODEL,-0.2811,0.100,0.1251,0,none
0.832,13,-0.01771,0.07622,0.15633,1,0,0,MODEL,-0.3574,0.100,0.1367,0,none
0.882,14,-0.02144,0.07737,0.11602,1,0,0,MODEL,-0.3585,0.100,0.1482,0,none
0.934,15,-0.01705,0.10535,0.10834,1,0,0,MODEL,-0.3851,0.100,0.1611,0,none
0.984,16,-0.03450,0.02404,0.07891,1,0,0,MODEL,-0.3078,0.100,0.1717,0,none
1.031,17,-0.03754,0.11592,0.15392,1,0,0,MODEL,-0.3951,0.100,0.1821,0,none
1.082,18,-0.04408,0.08810,0.10655,1,0,0,MODEL,-0.3687,0.100,0.1932,0,none
1.132,19,-0.05190,0.07810,0.08661,1,0,0,MODEL,-0.3592,0.100,0.2041,0,none
1.183,20,-0.06030,0.06744,0.17541,1,0,0,MODEL,-0.3491,0.100,0.2149,0,none
1.235,21,-0.06947,0.02468,0.09746,1,0,0,MODEL,-0.3084,0.100,0.2256,0,none
1.282,22,-0.07939,0.05710,0.14592,1,0,0,MODEL,-0.3392,0.100,0.2362,0,none
1.333,23,-0.08998,0.09506,0.17718,1,0,0,MODEL,-0.3753,0.100,0.2466,0,none
1.382,24,-0.10202,0.08701,0.14366,1,0,0,MODEL,-0.3677,0.100,0.2569,0,none
1.433,25,-0.12069,0.10094,0.16352,1,0,0,MODEL,-0.3809,0.100,0.2669,0,none
1.483,26,-0.13262,0.04302,0.09107,1,0,0,MODEL,-0.3259,0.100,0.2765,0,none
1.535,27,-0.14614,0.03214,0.10983,1,0,0,MODEL,-0.3155,0.100,0.2876,0,none
1.584,28,-0.16315,0.06570,0.12708,1,0,0,MODEL,-0.3474,0.100,0.2974,0,none
1.636,29,-0.18131,0.07106,0.11079,1,0,0,MODEL,-0.3525,0.100,0.3071,0,none
1.686,30,-0.20132,0.07440,0.17568,1,0,0,MODEL,-0.3557,0.100,0.3169,0,none
1.733,31,-0.21658,0.27755,0.23686,1,0,0,MODEL,-0.5487,0.100,0.3266,0,none
1.785,32,-0.24422,0.15349,0.12002,1,0,0,MODEL,-0.4308,0.100,0.3343,0,none
1.836,33,-0.27614,0.10464,0.17063,1,0,0,MODEL,-0.3844,0.100,0.3454,0,none
1.884,34,-0.30466,0.11761,0.13981,1,0,0,MODEL,-0.3967,0.100,0.3543,0,none
1.936,35,-0.33516,0.20730,0.21014,1,0,0,MODEL,-0.4819,0.100,0.3636,0,none
1.985,36,-0.36840,0.14325,0.20484,1,0,0,MODEL,-0.4211,0.100,0.3725,0,none
2.035,37,-0.41022,-0.04119,0.13767,1,0,0,MODEL,-0.2459,0.100,0.3833,0,none
2.085,38,-0.44906,0.02044,0.12872,1,0,0,MODEL,-0.3044,0.100,0.3906,0,none
2.133,39,-0.48122,-0.10951,0.10903,1,0,0,MODEL,-0.1810,0.100,0.4001,0,none
2.186,40,-0.52028,-0.13454,0.16571,1,0,0,MODEL,-0.1572,0.100,0.4083,0,none
2.237,41,-0.56003,-0.07734,0.16950,1,0,0,MODEL,-0.2115,0.100,0.4172,0,none
2.287,42,-0.60104,-0.05717,0.13422,1,0,0,MODEL,-0.2307,0.100,0.4257,0,none
2.334,43,-0.64476,-0.12067,0.14947,1,0,0,MODEL,-0.1704,0.100,0.4343,0,none
2.387,44,-0.69057,-0.08908,0.17196,1,0,0,MODEL,-0.2004,0.100,0.4428,0,none
2.435,45,-0.73745,-0.04672,0.13895,1,0,0,MODEL,-0.2406,0.100,0.4511,0,none
2.488,46,-0.78684,-0.05607,0.15949,1,0,0,MODEL,-0.2317,0.100,0.4594,0,none
2.535,47,-0.83910,-0.02495,0.11977,1,0,0,MODEL,-0.2613,0.100,0.4676,0,none
