time_s,frame,cte_true,cte_pred,mc_std,certified,fail_count,pass_count,mode,steer,throttle,speed,lap,hit
0.000,0,0.00079,0.12395,0.22106,1,0,0,MODEL,-0.4028,0.100,0.0000,0,none
0.088,1,0.00079,0.12298,0.18411,1,0,0,MODEL,-0.4018,0.100,0.0000,0,none
0.289,2,-0.00168,0.09049,0.11487,1,0,0,MODEL,-0.3710,0.100,0.0466,0,none
0.331,3,-0.00254,0.08799,0.10844,1,0,0,MODEL,-0.3686,0.100,0.0639,0,none
0.385,4,-0.00386,0.20339,0.15553,1,0,0,MODEL,-0.4782,0.100,0.0759,0,none
0.435,5,-0.00539,0.05971,0.17041,1,0,0,MODEL,-0.3417,0.100,0.0872,0,none
0.484,6,-0.00738,0.13135,0.16857,1,0,0,MODEL,-0.4098,0.100,0.0970,0,none
0.534,7,-0.00950,0.05604,0.09582,1,0,0,MODEL,-0.3382,0.100,0.1086,0,none
0.582,8,-0.01211,0.08175,0.10696,1,0,0,MODEL,-0.3627,0.100,0.1204,0,none
0.634,9,-0.01487,0.07702,0.09207,1,0,0,MODEL,-0.3582,0.100,0.1321,0,none
0.686,10,-0.01820,0.07324,0.09129,1,0,0,MODEL,-0.3546,0.100,0.1436,0,none
0.733,11,-0.01576,0.10859,0.13954,1,0,0,MODEL,-0.3882,0.100,0.1652,0,none
0.784,12,-0.02657,0.16946,0.18279,1,0,0,MODEL,-0.4460,0.100,0.1678,0,none
0.834,13,-0.03255,0.08575,0.11489,1,0,0,MODEL,-0.3665,0.100,0.1773,0,none
0.883,14,-0.03841,-0.00820,0.12409,1,0,0,MODEL,-0.2772,0.100,0.1888,0,none
0.934,15,-0.04472,0.07200,0.10435,1,0,0,MODEL,-0.3534,0.100,0.1996,0,none
0.985,16,-0.05124,0.05013,0.13719,1,0,0,MODEL,-0.3326,0.100,0.2104,0,none
1.035,17,-0.05909,0.10187,0.13621,1,0,0,MODEL,-0.3818,0.100,0.2211,0,none
1.084,18,-0.06779,0.04616,0.09646,1,0,0,MODEL,-0.3288,0.100,0.2317,0,none
1.134,19,-0.07773,0.02815,0.13414,1,0,0,MODEL,-0.3117,0.100,0.2422,0,none
1.187,20,-0.08811,0.07712,0.10827,1,0,0,MODEL,-0.3583,0.100,0.2527,0,none
1.233,21,-0.10151,0.08066,0.15266,1,0,0,MODEL,-0.3616,0.100,0.2629,0,none
1.284,22,-0.11668,0.03439,0.13220,1,0,0,MODEL,-0.3177,0.100,0.2721,0,none
1.335,23,-0.12632,0.05842,0.11679,1,0,0,MODEL,-0.3405,0.100,0.2835,0,none
1.387,24,-0.14145,0.14667,0.15242,1,0,0,MODEL,-0.4243,0.100,0.2932,0,none
1.437,25,-0.15837,0.04995,0.15188,1,0,0,MODEL,-0.3325,0.100,0.3029,0,none
1.485,26,-0.17745,0.02557,0.12171,1,0,0,MODEL,-0.3093,0.100,0.3128,0,none
1.537,27,-0.19384,0.19377,0.14701,1,0,0,MODEL,-0.4691,0.100,0.3215,0,none
1.585,28,-0.21180,0.19564,0.19238,1,0,0,MODEL,-0.4709,0.100,0.3326,0,none
1.635,29,-0.24424,0.27418,0.20703,1,0,0,MODEL,-0.5455,0.100,0.3414,0,none
1.685,30,-0.27141,0.10126,0.13300,1,0,0,MODEL,-0.3812,0.100,0.3501,0,none
1.734,31,-0.30189,0.21045,0.18125,1,0,0,MODEL,-0.4849,0.100,0.3595,0,none
1.787,32,-0.33307,0.13264,0.15763,1,0,0,MODEL,-0.4110,0.100,0.3685,0,none
1.835,33,-0.36979,-0.05712,0.11651,1,0,0,MODEL,-0.2307,0.100,0.3820,0,none
1.887,34,-0.40935,-0.02039,0.10705,1,0,0,MODEL,-0.2656,0.100,0.3866,0,none
1.936,35,-0.44078,0.00654,0.13640,1,0,0,MODEL,-0.2912,0.100,0.3988,0,none
1.986,36,-0.47538,-0.04001,0.13840,1,0,0,MODEL,-0.2470,0.100,0.4043,0,none
2.036,37,-0.51505,-0.09673,0.09619,1,0,0,MODEL,-0.1931,0.100,0.4133,0,none
2.084,38,-0.55573,-0.08346,0.11354,1,0,0,MODEL,-0.2057,0.100,0.4220,0,none
2.134,39,-0.59739,-0.14756,0.17346,1,0,0,MODEL,-0.1448,0.100,0.4306,0,none
2.186,40,-0.64075,-0.13948,0.13543,1,0,0,MODEL,-0.1525,0.100,0.4392,0,none
2.234,41,-0.68489,-0.09956,0.14966,1,0,0,MODEL,-0.1904,0.100,0.4476,0,none
2.285,42,-0.73091,-0.04416,0.15941,1,0,0,MODEL,-0.2430,0.100,0.4559,0,none
2.335,43,-0.77968,-0.11259,0.11494,1,0,0,MODEL,-0.1780,0.100,0.4641,0,none
2.385,44,-0.83124,-0.05532,0.14979,1,0,0,MODEL,-0.2325,0.100,0.4723,0,none
2.436,45,-0.88410,-0.08023,0.15687,1,0,0,MODEL,-0.2088,0.100,0.4803,0,none
2.487,46,-0.93989,-0.13681,0.21725,1,0,0,MODEL,-0.1550,0.100,0.4883,0,none
2.536,47,-0.99738,-0.10074,0.15800,1,0,0,MODEL,-0.1893,0.100,0.4963,0,none
2.585,48,-1.05609,-0.02664,0.18552,1,0,0,MODEL,-0.2597,0.100,0.5041,0,none
2.635,49,-1.11781,0.22972,0.42317,0,1,0,MODEL,-0.2597,0.100,0.5117,0,none
2.689,50,-1.18343,0.30184,0.47983,0,2,0,MODEL,-0.2597,0.100,0.5193,0,none
2.739,51,-1.25196,0.27787,0.44610,0,3,0,MODEL,-0.2597,0.100,0.5269,0,none
2.788,52,-1.32336,0.31477,0.41966,0,4,0,MODEL,-0.2597,0.100,0.5344,0,none
2.836,53,-1.39769,1.03903,0.37300,0,5,0,MODEL,-0.2597,0.100,0.5418,0,none
2.887,54,-1.47503,0.90947,0.43402,0,6,0,MODEL,-0.2597,0.100,0.5492,0,none
2.937,55,-1.55543,1.23032,0.31604,0,7,0,MODEL,-0.2597,0.100,0.5565,0,none
2.987,56,-1.63896,1.31400,0.29036,0,8,0,MODEL,-0.2597,0.100,0.5637,0,none
3.037,57,-1.72567,1.38728,0.25530,1,0,0,MODEL,-1.0000,0.100,0.5708,0,none
3.089,58,-1.81941,1.01319,0.25268,1,0,0,MODEL,-1.0000,0.100,0.5700,0,none
3.137,59,-1.93324,1.31120,0.20452,1,0,0,MODEL,-1.0000,0.100,0.5742,0,none
3.187,60,-2.05700,1.37956,0.29701,0,1,0,MODEL,-1.0000,0.100,0.5800,0,none
3.238,61,-2.18949,1.24170,0.20521,1,0,0,MODEL,-1.0000,0.100,0.5858,0,none
3.288,62,-2.33084,1.10470,0.23179,1,0,0,MODEL,-1.0000,0.100,0.5915,0,none
3.339,63,-2.48103,0.85961,0.21610,1,0,0,MODEL,-1.0000,0.100,0.5971,0,none
3.390,64,-2.64001,0.50575,0.21182,1,0,0,MODEL,-0.7655,0.100,0.6027,0,none
3.441,65,-2.80676,0.65347,0.22971,1,0,0,MODEL,-0.9058,0.100,0.6096,0,none
3.490,66,-2.97837,0.48578,0.18066,1,0,0,MODEL,-0.7465,0.100,0.6150,0,none
3.539,67,-3.15876,0.39774,0.22110,1,0,0,MODEL,-0.6629,0.100,0.6214,0,none
3.590,68,-3.34435,0.23724,0.15382,1,0,0,MODEL,-0.5104,0.100,0.6282,0,none
3.639,69,-3.53481,0.02772,0.09655,1,0,0,MODEL,-0.3113,0.100,0.6349,0,none
3.688,70,-3.72814,-0.06597,0.11369,1,0,0,MODEL,-0.2223,0.100,0.6420,0,none
3.740,71,-3.92256,-0.08584,0.11596,1,0,0,MODEL,-0.2034,0.100,0.6485,0,none
3.790,72,-4.11927,0.04157,0.09023,1,0,0,MODEL,-0.3245,0.100,0.6549,0,none
3.841,73,-4.31968,-0.02956,0.16017,1,0,0,MODEL,-0.2569,0.100,0.6606,0,none
3.891,74,-4.52573,-0.23361,0.15208,1,0,0,MODEL,-0.0631,0.100,0.6668,0,none
