cte_true,mc_mean,mc_std
0.02614,-2.89262,0.46951
-0.05803,-2.72123,0.69028
-0.14926,-2.75878,0.54588
-0.24395,-2.72089,0.45281
-0.34664,-2.74593,0.51331
-0.44751,-2.54021,0.59766
-0.54526,-2.51968,0.68770
-0.63154,-2.54877,0.71446
-0.72043,-2.46266,0.62237
-0.79651,-2.65544,0.42961
-0.85874,-2.89008,0.49469
-0.89373,-2.77635,0.67817
-0.92999,-2.84006,0.63736
-0.94827,-2.99987,0.55966
-0.94748,-3.43072,0.56862
-0.92732,-3.00271,0.48324
-0.88317,-2.65313,0.89477
-0.83791,-2.64837,0.91276
-0.77658,-3.26345,1.22426
-0.70154,-3.32999,0.91937
-0.60211,-3.07953,1.18664
-0.51829,-3.33102,0.78072
-0.42757,-3.67186,0.64258
-0.33425,-3.92489,0.76665
-0.24093,-3.39289,0.65327
-0.14643,-3.05307,0.77817
-0.07795,-2.62799,0.79537
-0.01673,-2.22857,0.67407
0.03495,-2.16812,0.68151
0.08496,-2.32084,0.53638
0.09177,-2.68215,0.61902
0.08571,-1.99952,0.56830
0.06755,-2.68530,0.80814
0.05499,-2.18865,0.52605
-0.01486,-2.04805,0.48215
-0.09438,-1.91367,1.08824
-0.17956,-2.14869,0.80525
-0.23801,-1.95082,0.78260
-0.36453,-2.21385,0.64641
-0.49026,-2.22051,0.69319
-0.60888,-2.87967,0.32023
-0.66101,-3.20518,0.50630
-0.80483,-3.55599,0.62066
-0.93286,-3.53208,0.53524
-1.03965,-3.45664,0.52457
-1.12293,-3.56827,0.60387
-1.13484,-3.57734,0.54087
-1.22589,-3.44355,0.52956
-1.28834,-3.55675,0.64314
-1.31949,-3.63886,0.67758
-1.21449,-3.53568,0.46220
-1.26077,-3.44962,0.57225
-1.28009,-3.18078,0.51173
-1.26905,-3.24591,0.44420
-1.22795,-3.12605,0.45287
-1.06656,-2.86270,0.41222
-1.06147,-2.75590,0.38038
-1.03650,-2.71898,0.40434
-0.98893,-2.74317,0.40877
-0.92064,-2.70602,0.38557
-0.77071,-2.57094,0.54247
-0.75973,-2.77636,0.35821
-0.73705,-2.73890,0.49303
-0.70122,-2.46981,0.48250
-0.51255,-2.02704,1.04630
-0.57216,-2.33668,0.44796
-0.62804,-2.29163,0.76291
-0.67338,-2.66062,0.49981
-0.70609,-2.97104,0.47064
-0.63691,-3.11936,0.51892
-0.77044,-2.98250,0.46254
-0.89135,-3.25955,0.51886
-0.99249,-3.33466,0.45484
-1.07227,-3.71649,0.57664
-1.08563,-3.37961,0.45819
-1.21272,-3.40665,0.62203
-1.31162,-3.30410,0.57305
-1.37918,-3.29525,0.46484
-1.33076,-3.24266,0.54922
-1.40117,-3.70525,0.55228
-1.43987,-3.93381,0.70624
-1.44606,-3.84713,0.58297
-1.42019,-3.73234,0.50602
-1.32458,-3.61877,0.71479
-1.28503,-3.51081,0.98686
-1.21563,-3.46825,0.84172
-1.11851,-2.79745,1.50064
-0.99862,-3.83277,0.97221
-0.84894,-2.59835,1.86206
-0.72396,-3.25974,1.39750
-0.58640,-3.23444,0.80884
-0.44205,-3.36598,0.93407
-0.27548,-3.47598,0.80300
-0.15107,-2.86593,0.96863
-0.03317,-3.25806,0.90210
0.07523,-3.49115,0.74732
0.18856,-3.31349,0.71405
0.25279,-3.36110,1.00563
0.29758,-3.03866,1.06999
0.32239,-3.29701,0.72265
0.32737,-3.56611,0.68857
0.31347,-3.32644,0.71831
0.26601,-3.29097,0.56562
0.20072,-3.10466,0.55191
0.11893,-2.10661,0.80610
0.02696,-2.35953,0.75760
-0.08556,-2.13221,0.79191
-0.20617,-2.54690,0.53446
-0.32996,-2.68088,0.55012
-0.45025,-2.24074,0.89809
-0.57353,-2.82538,0.52746
-0.68919,-2.72710,0.62187
-0.79304,-3.34635,0.53328
-0.87974,-3.07096,0.96890
-0.94825,-3.41481,0.87594
-0.99568,-3.67100,0.88296
-1.02020,-3.80956,0.77891
-1.02058,-3.74607,0.80062
-0.99708,-4.07439,0.79805
-0.95055,-3.23940,1.68423
-0.88295,-4.40775,1.51166
-0.80108,-3.44207,1.35247
-0.69274,-2.92846,0.98424
-0.57089,-3.10278,0.83256
-0.44043,-2.89460,1.10522
-0.31589,-3.63541,0.93796
-0.16921,-3.58575,0.87306
-0.02495,-3.20393,0.91488
0.11159,-1.14085,1.52311
0.23556,-0.37933,1.57227
0.33867,0.83337,1.29620
0.44325,0.43517,1.32000
0.52286,0.87372,0.99778
0.57566,-0.76903,1.10599
0.59457,-2.44287,0.83777
0.60566,-2.01929,0.55970
0.58695,-2.33925,0.58401
0.53887,-2.46783,0.57514
0.47359,-2.44093,0.40520
0.34529,-2.21533,0.54862
0.19656,-1.85648,0.74313
0.03298,-1.74406,0.84107
-0.12560,-2.08874,0.64446
-0.33122,-2.38109,0.48569
-0.53615,-2.83576,0.66853
-0.73403,-3.02310,0.57939
-0.90023,-3.41717,0.51441
-1.08775,-3.44295,0.43831
-1.24977,-3.84009,0.70620
-1.38226,-4.14403,0.53792
-1.47935,-4.18139,0.83785
-1.53267,-4.56600,0.95903
-1.57416,-5.00979,0.92603
-1.58252,-4.47504,0.78256
-1.55787,-3.80051,0.92354
-1.49344,-4.40806,1.08466
-1.41356,-3.90043,0.68640
-1.30196,-3.75615,1.67729
-1.16018,-4.88035,1.24640
-0.98709,-3.92881,0.69911
-0.80855,-3.37862,0.71493
-0.61544,-3.52508,1.15643
-0.41339,-3.44058,0.77745
-0.20997,-2.29734,0.98623
-0.00399,-0.88841,1.53814
0.18752,-1.59938,1.17074
0.36498,-1.17394,0.98212
0.52237,-0.61561,1.19409
0.65459,-1.08793,1.28893
0.75541,0.83375,1.42482
0.82229,0.43895,1.21341
0.85388,1.34622,0.97275
0.85274,-1.77009,1.74124
0.81936,-2.99279,1.00763
0.75414,-2.94051,0.65331
0.65752,-3.44848,0.60406
0.53254,-2.78508,0.61381
0.38089,-2.30558,0.59611
0.21332,-2.09692,0.93422
0.03334,-2.44450,0.70375
-0.15444,-1.99851,0.88764
-0.35333,-2.77545,0.51114
-0.54243,-2.89156,0.66645
-0.72186,-3.19831,0.53332
-0.89005,-3.54135,0.61982
-1.04101,-3.88608,1.00486
-1.16964,-4.31287,0.73026
-1.25806,-3.96902,0.87945
-1.31672,-4.62283,0.79421
-1.34328,-4.35433,0.91091
-1.34262,-4.92723,0.73349
-1.29263,-5.30179,0.97186
-1.21191,-5.47102,0.89671
-1.10369,-6.23605,0.82701
-0.98418,-5.35890,0.96076
-0.82073,-4.32381,0.90138
-0.64119,-4.49987,0.97971
-0.45241,-3.63875,0.67276
-0.25974,-1.90840,1.06202
-0.07449,-0.46541,1.33834
0.12771,-0.29982,1.41088
0.31895,0.66414,1.40314
0.49064,1.62891,0.80889
0.61873,1.63477,0.99522
0.76034,1.38550,1.13807
0.87000,0.97351,1.29535
0.94450,0.75215,1.29536
0.98694,0.01196,1.49914
0.99064,-0.64473,1.52449
0.99943,-2.14116,0.94725
0.97667,-2.01854,1.43485
0.92260,-3.78574,0.91208
0.81426,-3.92095,0.71244
0.73554,-4.52983,0.84792
0.62675,-4.95569,0.93706
0.48989,-4.38877,0.81182
0.27578,-4.61287,0.75728
0.14417,-5.27814,1.38051
0.00226,-4.97384,1.04694
-0.14762,-5.31021,1.17353
-0.30281,-5.25335,0.96752
-0.49270,-5.78881,1.22207
-0.58406,-6.28663,1.14191
-0.66456,-5.68590,1.04436
-0.73449,-5.71089,0.98899
-0.82840,-5.99491,1.18031
-0.79465,-6.18145,1.36160
-0.74314,-5.25082,1.13061
-0.67694,-4.37221,0.74159
-0.63075,-4.06100,1.15098
-0.46328,-1.99888,1.17243
-0.28926,0.28401,1.40675
-0.11319,2.45722,0.57254
-0.03622,2.46950,0.33012
0.24533,1.69953,0.90054
0.51504,2.58257,0.57848
0.76544,2.39943,0.81104
0.98434,2.64601,0.59292
1.03093,2.76633,0.60898
1.30029,2.76026,0.63952
1.54351,3.41313,0.60516
1.75936,3.24861,0.54348
1.94683,4.20889,0.67401
2.10501,4.11400,0.63279
2.16028,3.64547,0.59160
2.34065,3.88269,0.60067
2.49181,3.93963,0.65518
2.61308,3.48657,0.71027
2.70394,3.51335,0.49598
2.68585,3.08029,0.45210
2.77660,3.59650,0.65910
2.83675,3.53059,0.56201
2.86609,3.30208,0.52185
2.86457,3.22136,0.60579
2.74768,3.51260,0.75487
2.74327,3.21045,0.57978
2.70827,2.62743,0.73960
2.64298,1.67158,0.55918
2.54784,0.25959,0.83219
2.42343,0.82004,0.91872
2.21642,-0.04452,1.18390
2.10229,-0.49501,1.40286
1.95949,-0.97177,1.48563
1.78884,-2.53854,0.78526
1.59130,-3.50046,0.72092
1.23916,-3.74372,0.65715
1.07650,-3.42305,0.52915
0.88684,-3.55572,0.45920
0.67120,-3.55717,0.77494
0.43232,-2.86031,0.91307
