N,p_offroad
5,0.3479746268485551
10,0.7867976762214979
15,0.9196595455556532
20,0.9717190749697477
25,0.9897202570267497
30,0.9963199843524938
35,0.9986730622334185
40,0.9995231679948647
45,0.9998283735211299
50,0.9999382738106222
