cte_true,mc_mean,mc_std
0.41971,0.32587,0.14434
0.27102,0.08571,0.06553
0.11566,-0.45412,0.15720
-0.21604,-0.84419,0.15330
-0.57317,-0.77364,0.15400
-0.93591,-1.11453,0.27216
-1.29148,-1.75123,0.26166
-1.70691,-1.85876,0.66845
-2.06938,-2.26888,0.71252
-2.36113,-2.86490,0.40531
-2.58128,-2.72403,0.52102
-2.72717,-3.03670,0.54652
-2.79727,-2.96191,0.64956
-2.79132,-4.22105,0.78260
-2.71014,-2.78915,0.38134
-2.55545,-2.94743,0.47162
-2.29990,-1.84748,0.36163
-1.95637,-1.56340,0.35961
-1.58817,-0.97735,0.35629
-1.09130,-0.36249,0.16125
-0.55395,-0.88053,0.38268
0.00376,-0.17135,0.24592
0.56414,1.23359,0.26207
1.06601,1.03452,0.21927
1.60787,2.27751,0.44891
2.10663,3.43929,0.58297
2.54779,4.00276,0.66911
2.93269,5.42875,0.94660
3.23351,5.18940,0.94955
3.53756,5.44389,0.91578
3.77816,4.83470,0.73676
3.94668,6.01375,1.24850
4.03762,5.30436,0.79965
4.13145,4.35094,0.93213
4.15638,3.02401,0.48432
4.11107,3.50291,0.73021
4.00315,4.05528,0.74408
3.87517,3.76191,0.55824
3.68454,3.90075,0.62392
3.39154,3.29352,0.54475
3.11862,2.76606,0.53136
2.78770,2.50365,0.44067
2.39277,1.90620,0.33186
1.90276,1.57457,0.40482
1.44694,0.60760,0.15947
0.95347,0.51315,0.25841
0.42050,0.01329,0.14876
-0.14143,-0.45546,0.14800
-0.71720,-0.62512,0.26848
-1.34403,-1.37176,0.26134
-1.87584,-2.20575,0.39577
-2.36504,-2.71201,0.25238
-2.80592,-3.37225,0.45452
-3.19507,-3.78287,0.59929
-3.53164,-3.74146,0.89823
-3.75343,-3.40591,0.97343
-3.91025,-4.03787,0.62842
-3.99018,-3.63521,0.68954
-3.95807,-3.78593,0.54421
-3.85906,-3.14184,0.43606
-3.66687,-3.79038,0.60688
-3.38854,-2.87165,0.46669
-3.07778,-1.94230,0.34857
-2.64595,-1.43352,0.54315
-2.16867,-0.05150,0.61716
-1.65140,-0.68478,0.29539
-1.15192,-0.35400,0.34003
-0.55521,-0.61174,0.37813
0.05378,0.43548,0.22678
0.66856,0.98566,0.29715
1.27238,4.24373,0.85981
1.85051,-0.14810,1.76624
2.40226,3.65796,0.47136
2.91101,3.79428,0.83331
3.32074,3.47812,0.58123
3.77540,4.50140,0.81271
4.17604,2.77837,0.84323
4.52785,4.63957,0.85790
4.82714,6.12168,1.03826
5.06766,6.52375,1.29003
5.24556,7.12131,1.53018
5.35904,6.69163,1.38149
5.40692,6.30037,1.10893
5.38884,5.71221,0.94512
5.30516,5.37059,1.26794
5.15695,4.79035,0.60224
4.94599,4.57831,0.69670
4.67476,3.59734,0.51800
4.34635,3.53634,0.67147
3.96994,3.56906,0.62907
3.53987,3.30087,0.57554
3.06370,3.50450,0.78040
2.54450,2.50795,0.46893
1.99647,2.22125,0.49608
1.41486,1.33223,0.51016
0.81782,0.36816,0.40582
0.20629,-0.10027,0.17209
-0.41454,-0.05318,0.13408
-1.04120,-0.10974,0.17073
-1.66950,1.84057,0.57410
-2.28890,0.25915,1.41720
-2.88898,1.76687,0.46971
-3.46749,-0.09078,0.40944
-4.01840,-2.46394,0.42491
-4.53562,-1.32451,0.30701
-5.01346,-2.38244,0.59534
-5.21799,-3.34013,0.57919
-5.71521,-4.20559,0.73325
-6.17658,-4.77779,0.95080
-6.58478,-4.18085,0.72252
-6.94485,-1.43436,2.24298
-7.24363,-5.66293,1.12942
-7.48275,-4.81775,1.25459
-7.37620,-7.56366,1.64424
-7.64187,0.53224,2.75041
-7.85206,-1.36523,3.08954
0.00322,0.03503,0.14221
0.00322,0.06729,0.16453
0.00320,0.06452,0.13415
0.00305,0.08412,0.11288
0.00245,0.05018,0.08226
0.00137,0.07061,0.10748
0.00031,0.02636,0.13313
-0.00109,0.10165,0.14239
-0.00294,0.09546,0.12428
-0.00528,0.05849,0.08910
-0.00819,0.07563,0.11114
-0.00716,0.01003,0.07918
-0.01683,-0.05117,0.11279
-0.02164,-0.03331,0.07872
-0.02763,0.00101,0.10009
-0.03466,0.00786,0.09452
-0.04276,0.15652,0.13389
-0.05204,-0.06053,0.11017
-0.06618,0.05092,0.13063
-0.07452,-0.12534,0.13184
-0.08727,-0.10024,0.12033
-0.10192,-0.06161,0.11040
-0.11507,-0.00332,0.12787
-0.13560,-0.06974,0.14827
-0.15419,-0.13329,0.12724
-0.17427,-0.06255,0.12896
-0.19582,-0.01890,0.08709
-0.22016,-0.26010,0.12515
-0.24264,-0.14710,0.09774
-0.26733,-0.23192,0.13893
-0.29270,-0.19546,0.12076
-0.31849,-0.36576,0.16244
-0.34441,-0.36854,0.16622
-0.37042,-0.24733,0.16519
-0.39608,-0.44467,0.18564
-0.42066,-0.41851,0.15088
-0.44395,-0.63057,0.16662
-0.46586,-0.50588,0.15315
-0.48586,-0.50182,0.13850
-0.50348,-0.58479,0.17658
-0.51808,-0.51212,0.17284
-0.52961,-0.53927,0.16077
-0.53763,-0.55875,0.16343
-0.54175,-0.61032,0.12953
-0.54172,-0.54697,0.15194
-0.53737,-0.58972,0.12702
-0.52856,-0.48421,0.15255
-0.51529,-0.63975,0.15737
-0.49764,-0.62097,0.14103
-0.47567,-0.57609,0.18161
-0.44965,-0.55472,0.17790
-0.42015,-0.57833,0.16844
-0.38766,-0.52509,0.16827
-0.35279,-0.44507,0.12277
-0.31606,-0.43034,0.13050
-0.27848,-0.38326,0.19821
-0.24102,-0.19256,0.13495
-0.20436,-0.21721,0.21530
-0.16951,-0.07951,0.11759
-0.13778,-0.11994,0.12563
-0.11020,-0.02262,0.10746
-0.08748,-0.04330,0.09729
-0.07051,-0.05237,0.11225
-0.06022,0.03250,0.09083
0.00282,0.07649,0.11270
0.00282,0.04501,0.12207
0.00283,0.12135,0.15506
0.00288,0.16595,0.14356
0.00270,0.12890,0.12786
0.00253,0.05205,0.12385
0.00217,0.04982,0.10523
0.00148,0.10191,0.10975
0.00047,0.06770,0.12690
-0.00073,0.04338,0.14607
-0.00205,0.07803,0.09124
-0.00369,0.07322,0.11056
-0.00557,0.06067,0.08920
-0.00776,-0.00006,0.08241
-0.01027,0.05842,0.06714
-0.00412,0.00716,0.07643
-0.01852,-0.03340,0.10049
-0.02043,-0.01192,0.10050
-0.02440,0.02040,0.12347
-0.02896,-0.04057,0.10272
-0.03397,0.00821,0.12177
-0.03950,0.04602,0.09531
-0.04556,-0.08599,0.09423
-0.05215,-0.10216,0.14366
-0.05931,-0.07512,0.09192
-0.07096,-0.09217,0.13145
-0.07584,-0.03085,0.08649
-0.08421,-0.14138,0.11370
-0.09394,-0.06465,0.08559
-0.10427,-0.15055,0.12045
-0.11520,-0.06227,0.11262
-0.12109,0.04984,0.10359
-0.13932,-0.06732,0.13058
-0.15242,-0.02032,0.10626
-0.16568,0.04499,0.11994
-0.17970,0.04681,0.10057
-0.19426,-0.16390,0.13708
-0.21145,-0.21328,0.15196
-0.22800,-0.24880,0.12499
-0.24122,-0.20129,0.14602
-0.25760,-0.14251,0.12465
-0.27435,-0.17928,0.15777
-0.29120,-0.29716,0.13914
-0.30818,-0.24202,0.11672
-0.32523,-0.36056,0.14961
-0.34237,-0.28993,0.16043
-0.35943,-0.27507,0.13267
-0.37617,-0.35204,0.16188
-0.39269,-0.44491,0.11569
-0.40883,-0.25493,0.16738
-0.42445,-0.52939,0.11207
-0.43937,-0.58157,0.14802
-0.45352,-0.61410,0.11680
-0.46684,-0.52983,0.14957
-0.47915,-0.58561,0.14049
-0.49033,-0.47547,0.13855
-0.50034,-0.51088,0.13933
-0.50905,-0.59775,0.13157
-0.51631,-0.50358,0.10793
-0.52208,-0.50404,0.12815
-0.52628,-0.45948,0.11943
-0.52882,-0.49582,0.13507
-0.52964,-0.55513,0.12569
-0.52868,-0.60380,0.13857
-0.52593,-0.54449,0.12337
-0.52136,-0.56069,0.11578
-0.51497,-0.48263,0.14392
-0.50680,-0.48949,0.14924
-0.49688,-0.51544,0.11887
-0.48523,-0.56874,0.15881
-0.47215,-0.58221,0.13223
-0.45756,-0.47444,0.13213
-0.44144,-0.60915,0.18321
-0.42411,-0.57524,0.17194
-0.40569,-0.50349,0.14905
-0.38619,-0.67048,0.13765
-0.36595,-0.47029,0.15167
-0.34521,-0.50077,0.19337
-0.32393,-0.42525,0.15485
-0.30257,-0.34124,0.18697
-0.28137,-0.33225,0.14816
-0.26030,-0.34026,0.14663
-0.23966,-0.23574,0.14417
-0.21993,-0.13580,0.16750
-0.20131,-0.00311,0.09860
-0.18396,-0.23522,0.18871
-0.16793,-0.14316,0.11144
-0.15364,-0.14462,0.11910
-0.14129,-0.07490,0.13313
-0.13087,-0.13079,0.13892
-0.12258,-0.03884,0.09829
-0.11666,-0.07231,0.14056
-0.11319,-0.15029,0.09309
-0.11216,-0.06673,0.07745
-0.11362,-0.18707,0.18398
-0.11759,-0.10887,0.12363
-0.12402,-0.14763,0.11372
-0.13290,-0.14509,0.11402
-0.14404,-0.25798,0.15157
-0.15727,-0.22818,0.13264
-0.17246,-0.38857,0.17845
-0.18954,-0.24131,0.13567
-0.20826,-0.36619,0.15844
-0.22813,-0.19689,0.11889
-0.24889,-0.17960,0.14284
-0.27047,-0.14239,0.12399
-0.29256,-0.31514,0.11433
-0.31453,-0.12197,0.08752
-0.33603,-0.26355,0.10875
-0.35702,-0.31376,0.12460
-0.37714,-0.23293,0.15528
-0.39564,-0.15743,0.11704
-0.41231,-0.10284,0.11988
-0.42707,-0.04092,0.08003
-0.43960,-0.06340,0.09904
-0.44959,-0.27598,0.14236
-0.33928,-0.34008,0.09550
-0.43865,-0.39330,0.14569
-0.53834,-0.56025,0.12817
-0.63278,-0.58530,0.14042
-0.72048,-0.54271,0.14601
-0.79993,-0.59301,0.14852
-0.72317,-0.79486,0.18459
-0.87745,-1.02030,0.25840
-1.02332,-1.36153,0.32477
-1.15641,-1.21880,0.26825
-1.27344,-1.15013,0.27239
-1.37115,-1.20299,0.25821
-1.23057,-1.48738,0.38886
-1.38306,-1.57986,0.65952
-1.52095,-1.83610,0.22690
-1.63491,-1.80794,0.24191
-1.72540,-1.73268,0.27883
-1.79345,-1.80785,0.35905
-1.83925,-1.78054,0.59153
-1.65211,-1.86094,0.44575
-1.75044,-1.61676,0.64105
-1.82677,-1.80553,0.43294
