time_s,cte_true,cte_pred,steer,throttle,speed,lap,hit
63.569,-0.13710,-0.11279,-0.1778,0.100,1.1562,2,none
63.618,-0.27589,-0.28320,-0.0160,0.100,1.1575,2,none
63.668,-0.35783,-0.25781,-0.0401,0.100,1.1586,2,none
63.719,-0.43748,-0.32422,0.0230,0.100,1.1597,2,none
63.769,-0.51869,-0.36328,0.0601,0.100,1.1608,2,none
63.818,-0.62969,-0.39648,0.0917,0.100,1.1618,2,none
63.869,-0.66521,-0.53516,0.2234,0.100,1.1627,2,none
63.921,-0.69651,-0.52734,0.2160,0.100,1.1634,2,none
63.970,-0.71759,-0.57812,0.2642,0.100,1.1639,2,none
64.020,-0.76822,-0.73438,0.4127,0.100,1.1645,2,none
64.071,-0.72593,-0.59766,0.2828,0.100,1.1637,2,none
64.120,-0.66574,-0.57422,0.2605,0.100,1.1642,2,none
64.172,-0.59672,-0.52734,0.2160,0.100,1.1655,2,none
64.206,-0.51911,-0.48242,0.1733,0.100,1.1665,2,none
64.255,-0.44252,-0.29492,-0.0048,0.100,1.1677,2,none
64.304,-0.31775,-0.18652,-0.1078,0.100,1.1686,2,none
64.355,-0.19705,-0.05225,-0.2354,0.100,1.1695,2,none
64.406,-0.08404,0.01721,-0.3014,0.100,1.1697,2,none
64.456,-0.00615,0.05615,-0.3383,0.100,1.1698,2,none
64.506,0.12066,0.22656,-0.5002,0.100,1.1701,2,none
64.556,0.23164,0.28320,-0.5540,0.100,1.1688,2,none
64.605,0.32000,0.31055,-0.5800,0.100,1.1678,2,none
64.657,0.34700,0.05884,-0.3409,0.100,1.1671,2,none
64.706,0.43812,0.25586,-0.5281,0.100,1.1689,2,none
64.755,0.51480,0.35547,-0.6227,0.100,1.1672,2,none
64.808,0.56718,0.33984,-0.6079,0.100,1.1656,2,none
64.857,0.59459,0.52734,-0.7860,0.100,1.1651,2,none
64.907,0.57846,0.47656,-0.7377,0.100,1.1610,2,none
64.958,0.58773,0.63281,-0.8862,0.100,1.1603,2,none
65.008,0.56924,0.46289,-0.7247,0.100,1.1569,2,none
65.064,0.51668,0.55078,-0.8082,0.100,1.1560,2,none
65.117,0.40692,0.23438,-0.5077,0.100,1.1548,2,none
65.169,0.34264,0.07715,-0.3583,0.100,1.1553,2,none
65.260,0.26689,0.08643,-0.3671,0.100,1.1577,2,none
65.268,0.18181,0.07812,-0.3592,0.100,1.1589,2,none
65.307,0.08405,-0.02405,-0.2622,0.100,1.1595,2,none
65.357,-0.03523,-0.08594,-0.2034,0.100,1.1608,2,none
65.406,-0.11045,-0.15332,-0.1393,0.100,1.1620,2,none
65.457,-0.19180,-0.18262,-0.1115,0.100,1.1631,2,none
65.508,-0.27712,-0.42578,0.1195,0.100,1.1642,2,none
65.558,-0.38363,-0.58594,0.2716,0.100,1.1645,2,none
65.608,-0.41373,-0.53906,0.2271,0.100,1.1642,2,none
65.658,-0.43268,-0.51953,0.2086,0.100,1.1651,2,none
65.707,-0.44400,-0.51562,0.2048,0.100,1.1660,2,none
65.759,-0.48076,-0.52734,0.2160,0.100,1.1670,2,none
65.809,-0.43604,-0.60156,0.2865,0.100,1.1678,2,none
65.859,-0.38101,-0.31836,0.0174,0.100,1.1681,2,none
65.909,-0.31651,-0.37695,0.0731,0.100,1.1685,2,none
65.959,-0.25523,-0.20898,-0.0865,0.100,1.1698,2,none
66.010,-0.19226,-0.19629,-0.0985,0.100,1.1705,2,none
66.060,-0.13508,-0.07324,-0.2154,0.100,1.1714,2,none
66.109,-0.08536,-0.27148,-0.0271,0.100,1.1717,2,none
66.160,-0.04374,-0.03418,-0.2525,0.100,1.1725,2,none
66.210,-0.00218,-0.01892,-0.2670,0.100,1.1724,2,none
66.261,0.02602,-0.00589,-0.2794,0.100,1.1728,2,none
66.311,0.04317,-0.08447,-0.2048,0.100,1.1734,2,none
66.363,0.05014,-0.19043,-0.1041,0.100,1.1743,2,none
66.413,0.05136,-0.22266,-0.0735,0.100,1.1753,2,none
66.463,0.05088,-0.30664,0.0063,0.100,1.1764,2,none
66.514,0.04961,-0.01440,-0.2713,0.100,1.1773,2,none
66.564,0.04730,-0.03735,-0.2495,0.100,1.1766,2,none
66.615,0.03006,-0.01404,-0.2717,0.100,1.1770,2,none
66.667,0.00293,0.02209,-0.3060,0.100,1.1776,2,none
66.716,-0.03544,-0.08203,-0.2071,0.100,1.1780,2,none
66.766,-0.08595,-0.12109,-0.1700,0.100,1.1787,2,none
66.817,-0.14313,-0.14355,-0.1486,0.100,1.1797,2,none
66.867,-0.20553,-0.08594,-0.2034,0.100,1.1807,2,none
66.918,-0.27405,-0.08154,-0.2075,0.100,1.1813,2,none
66.968,-0.35127,-0.10986,-0.1806,0.100,1.1819,2,none
67.001,-0.43648,-0.40234,0.0972,0.100,1.1827,2,none
67.052,-0.45251,-0.64844,0.3310,0.100,1.1828,2,none
67.104,-0.64262,-0.81641,0.4906,0.100,1.1811,2,none
67.154,-0.81286,-0.76562,0.4423,0.100,1.1790,2,none
67.205,-0.96379,-0.71094,0.3904,0.100,1.1792,2,none
67.255,-1.10044,-1.00781,0.6724,0.100,1.1799,2,none
67.306,-1.14913,-1.10938,0.7689,0.100,1.1758,2,none
67.356,-1.34949,-1.14062,0.7986,0.100,1.1718,2,none
67.405,-1.52013,-1.33594,0.9841,0.100,1.1694,2,none
67.454,-1.65815,-1.75781,1.0000,0.100,1.1634,2,none
67.506,-1.75605,-1.80469,1.0000,0.100,1.1591,2,none
67.556,-1.70255,-1.92969,1.0000,0.100,1.1559,2,none
67.608,-1.84578,-1.95312,1.0000,0.100,1.1528,2,none
67.659,-1.95406,-1.92188,1.0000,0.100,1.1499,2,none
67.709,-2.02701,-1.70312,1.0000,0.100,1.1470,2,none
67.757,-2.06446,-1.76562,1.0000,0.100,1.1442,2,none
67.808,-1.88776,-2.03125,1.0000,0.100,1.1414,2,none
67.859,-1.97311,-2.03125,1.0000,0.100,1.1387,2,none
67.909,-2.02358,-1.97656,1.0000,0.100,1.1360,2,none
67.959,-2.03911,-1.95312,1.0000,0.100,1.1334,2,none
68.010,-2.01986,-1.90625,1.0000,0.100,1.1308,2,none
68.060,-1.96617,-1.81250,1.0000,0.100,1.1283,2,none
68.111,-1.75046,-1.64062,1.0000,0.100,1.1258,2,none
68.161,-1.74574,-1.62500,1.0000,0.100,1.1234,2,none
68.212,-1.70692,-1.29688,0.9470,0.100,1.1211,2,none
68.262,-1.63491,-1.17969,0.8357,0.100,1.1196,2,none
68.312,-1.53360,-1.13281,0.7912,0.100,1.1197,2,none
68.362,-1.22405,-1.05469,0.7170,0.100,1.1201,2,none
68.412,-1.18866,-0.95703,0.6242,0.100,1.1207,2,none
68.463,-1.13322,-0.72656,0.4052,0.100,1.1223,2,none
68.512,-1.06009,-0.58984,0.2754,0.100,1.1239,2,none
68.564,-0.97832,-0.60156,0.2865,0.100,1.1262,2,none
491.698,0.00014,-3.31250,1.0000,0.100,0.0555,2,none
491.748,0.00042,-3.21875,1.0000,0.100,0.0239,2,none
491.798,0.00133,-3.32812,1.0000,0.100,0.0231,2,none
491.847,0.00342,-3.31250,1.0000,0.100,0.0356,2,none
491.897,0.00572,-3.26562,1.0000,0.100,0.0486,2,none
491.950,0.00880,-3.32812,1.0000,0.100,0.0592,2,none
492.000,0.01277,-3.45312,1.0000,0.100,0.0742,2,none
492.049,0.01787,-3.40625,1.0000,0.100,0.0834,2,none
492.099,0.02335,-3.40625,1.0000,0.100,0.0933,2,none
492.149,0.02971,-3.78125,1.0000,0.100,0.1066,2,none
492.200,0.03707,-3.95312,1.0000,0.100,0.1163,2,none
492.250,0.04559,-3.92188,1.0000,0.100,0.1280,2,none
492.301,0.05531,-3.85938,1.0000,0.100,0.1391,2,none
492.350,0.06635,-3.89062,1.0000,0.100,0.1500,2,none
492.400,0.07881,-3.87500,1.0000,0.100,0.1607,2,none
492.450,0.09282,-3.95312,1.0000,0.100,0.1714,2,none
492.500,0.10852,-3.89062,1.0000,0.100,0.1819,2,none
492.551,0.12603,-4.12500,1.0000,0.100,0.1923,2,none
492.602,0.15315,-4.34375,1.0000,0.100,0.2064,2,none
492.651,0.17549,-4.37500,1.0000,0.100,0.2130,2,none
492.702,0.19322,-4.59375,1.0000,0.100,0.2302,2,none
492.751,0.21600,-4.71875,1.0000,0.100,0.2328,2,none
492.802,0.24526,-4.40625,1.0000,0.100,0.2428,2,none
492.851,0.27311,-4.59375,1.0000,0.100,0.2525,2,none
492.902,0.30793,-5.31250,1.0000,0.100,0.2621,2,none
492.952,0.34580,-5.12500,1.0000,0.100,0.2716,2,none
492.986,0.38689,-5.18750,1.0000,0.100,0.2809,2,none
493.036,0.43137,-4.96875,1.0000,0.100,0.2902,2,none
493.085,0.47938,-5.06250,1.0000,0.100,0.2993,2,none
493.137,0.53111,-4.96875,1.0000,0.100,0.3084,2,none
493.186,0.58672,-4.75000,1.0000,0.100,0.3174,2,none
493.236,0.64635,-4.50000,1.0000,0.100,0.3262,2,none
493.286,0.71018,-4.65625,1.0000,0.100,0.3350,2,none
493.337,0.77835,-4.18750,1.0000,0.100,0.3436,2,none
493.386,0.85101,-3.45312,1.0000,0.100,0.3522,2,none
493.437,0.92831,-3.50000,1.0000,0.100,0.3606,2,none
493.487,1.01039,-3.17188,1.0000,0.100,0.3690,2,none
493.537,1.09739,-2.95312,1.0000,0.100,0.3772,2,none
493.587,1.18943,-2.95312,1.0000,0.100,0.3854,2,none
493.637,1.28663,-3.17188,1.0000,0.100,0.3935,2,none
493.687,1.38910,-3.06250,1.0000,0.100,0.4015,2,none
493.737,1.48514,-3.03125,1.0000,0.100,0.4094,2,none
493.789,1.60020,-2.79688,1.0000,0.100,0.4172,2,none
493.838,1.72079,-2.43750,1.0000,0.100,0.4249,2,none
493.887,1.85524,-2.06250,1.0000,0.100,0.4341,2,none
493.938,1.98742,-0.63672,0.3199,0.100,0.4399,2,none
493.988,2.12092,-0.14258,-0.1496,0.100,0.4482,2,none
494.040,2.24877,-0.26562,-0.0327,0.100,0.4554,2,none
494.089,2.37485,-0.12500,-0.1662,0.100,0.4637,2,none
494.139,2.50333,-0.16211,-0.1310,0.100,0.4717,2,none
494.189,2.63187,-0.14258,-0.1496,0.100,0.4798,2,none
494.240,2.76218,-0.20508,-0.0902,0.100,0.4878,2,none
494.289,2.89210,-0.11475,-0.1760,0.100,0.4942,2,none
494.341,3.02750,0.02295,-0.3068,0.100,0.5034,2,none
494.392,3.16058,0.03320,-0.3165,0.100,0.5106,2,none
494.441,3.29207,0.04736,-0.3300,0.100,0.5182,2,none
494.491,3.39770,0.04565,-0.3284,0.100,0.5257,2,none
494.542,3.53381,0.04102,-0.3240,0.100,0.5332,2,none
494.591,3.66985,0.06836,-0.3499,0.100,0.5406,2,none
494.642,3.80564,0.03931,-0.3223,0.100,0.5479,2,none
494.692,3.93204,0.05054,-0.3330,0.100,0.5548,2,none
494.742,4.06638,0.06543,-0.3472,0.100,0.5627,2,none
494.792,4.20069,0.05908,-0.3411,0.100,0.5696,2,none
494.844,4.33387,0.04883,-0.3314,0.100,0.5766,2,none
494.892,4.46619,0.05591,-0.3381,0.100,0.5836,2,none
494.942,4.59758,0.06689,-0.3485,0.100,0.5905,2,none
494.993,4.72757,0.04492,-0.3277,0.100,0.5973,2,none
495.045,4.85614,0.05835,-0.3404,0.100,0.6041,2,none
495.094,4.96635,0.05444,-0.3367,0.100,0.6108,2,none
495.146,5.09712,0.05371,-0.3360,0.100,0.6174,2,none
495.197,5.22630,0.05713,-0.3393,0.100,0.6240,2,none
495.248,5.35367,0.06689,-0.3485,0.100,0.6300,2,none
495.297,5.47882,0.05225,-0.3346,0.100,0.6370,2,none
495.347,5.60163,0.03394,-0.3172,0.100,0.6432,2,none
495.397,5.72280,0.05566,-0.3379,0.100,0.6496,2,none
495.447,5.84202,0.05396,-0.3363,0.100,0.6558,2,none
495.497,5.95837,0.04199,-0.3249,0.100,0.6619,2,none
495.547,6.06384,0.06348,-0.3453,0.100,0.6680,2,none
495.598,6.17779,0.05981,-0.3418,0.100,0.6740,2,none
495.648,6.28841,0.05371,-0.3360,0.100,0.6799,2,none
495.700,6.39608,0.07373,-0.3550,0.100,0.6859,2,none
495.750,6.50065,0.04395,-0.3267,0.100,0.6916,2,none
495.800,6.60153,0.06592,-0.3476,0.100,0.6975,2,none
495.849,6.69967,0.07910,-0.3601,0.100,0.7032,2,none
495.900,6.79369,0.06299,-0.3448,0.100,0.7088,2,none
495.951,6.88340,0.06689,-0.3485,0.100,0.7144,2,none
496.001,6.96819,0.05347,-0.3358,0.100,0.7199,2,none
496.051,7.05082,0.02258,-0.3065,0.100,0.7254,2,none
496.101,7.12971,0.04980,-0.3323,0.100,0.7310,2,none
496.152,7.20547,0.04053,-0.3235,0.100,0.7363,2,none
496.201,7.27659,0.04102,-0.3240,0.100,0.7416,2,none
496.251,7.34352,0.03564,-0.3189,0.100,0.7469,2,none
496.302,7.40604,0.05298,-0.3353,0.100,0.7521,2,none
496.353,7.47017,0.04199,-0.3249,0.100,0.7572,2,none
496.403,7.51929,0.04761,-0.3302,0.100,0.7624,2,none
496.452,7.56371,0.05957,-0.3416,0.100,0.7674,2,none
496.487,7.60296,0.05957,-0.3416,0.100,0.7723,2,none
496.537,7.63659,0.07275,-0.3541,0.100,0.7773,2,none
496.588,7.66454,0.03564,-0.3189,0.100,0.7821,2,none
496.638,7.69875,0.02563,-0.3094,0.100,0.7870,2,none
496.688,7.70869,0.07568,-0.3569,0.100,0.7919,2,none
496.739,7.71278,0.04150,-0.3244,0.100,0.7964,2,none
496.790,7.71013,0.05176,-0.3342,0.100,0.8012,2,none
496.839,7.70222,0.06738,-0.3490,0.100,0.8058,2,none
496.888,7.68774,0.03931,-0.3223,0.100,0.8103,2,none
496.941,7.67886,0.05249,-0.3349,0.100,0.8149,2,none
496.991,7.63915,0.05176,-0.3342,0.100,0.8194,2,none
497.041,7.59281,0.02795,-0.3116,0.100,0.8238,2,none
497.090,7.54017,0.02637,-0.3100,0.100,0.8283,2,none
497.141,7.48197,0.05908,-0.3411,0.100,0.8327,2,none
497.191,7.43205,0.04004,-0.3230,0.100,0.8369,2,none
497.240,7.34527,0.02466,-0.3084,0.100,0.8412,2,none
497.290,7.25239,0.06006,-0.3421,0.100,0.8454,2,none
497.340,7.15332,0.07227,-0.3537,0.100,0.8495,2,none
497.391,7.04632,0.07812,-0.3592,0.100,0.8535,2,none
497.440,6.94954,0.07568,-0.3569,0.100,0.8575,2,none
497.491,6.81173,0.05103,-0.3335,0.100,0.8615,2,none
497.540,6.66682,0.04443,-0.3272,0.100,0.8656,2,none
497.592,6.51551,0.06836,-0.3499,0.100,0.8696,2,none
497.641,6.35708,0.08203,-0.3629,0.100,0.8734,2,none
497.692,6.20893,0.07080,-0.3523,0.100,0.8772,2,none
497.742,6.02478,0.05835,-0.3404,0.100,0.8810,2,none
497.793,5.83368,0.04224,-0.3251,0.100,0.8848,2,none
497.842,5.63616,0.05151,-0.3339,0.100,0.8887,2,none
497.894,5.43213,0.01855,-0.3026,0.100,0.8924,2,none
497.944,5.22132,0.03125,-0.3147,0.100,0.8961,2,none
497.993,5.01527,0.04053,-0.3235,0.100,0.8998,2,none
498.043,4.78700,-0.04736,-0.2400,0.100,0.9033,2,none
498.094,4.55256,-0.12256,-0.1686,0.100,0.9071,2,none
498.144,4.31475,-0.30078,0.0007,0.100,0.9109,2,none
498.194,4.07541,-0.51953,0.2086,0.100,0.9144,2,none
498.245,3.84654,-1.21875,0.8728,0.100,0.9201,2,none
498.294,3.63453,-1.45312,1.0000,0.100,0.9115,2,none
498.344,3.46083,-1.53125,1.0000,0.100,0.9085,2,none
498.395,3.29268,-1.86719,1.0000,0.100,0.9092,2,none
498.445,3.14500,-1.92188,1.0000,0.100,0.9105,2,none
498.495,3.02264,-2.01562,1.0000,0.100,0.9111,2,none
498.547,2.91734,-2.03125,1.0000,0.100,0.9151,2,none
498.596,2.83299,-2.03125,1.0000,0.100,0.9159,2,none
498.646,2.77366,-2.26562,1.0000,0.100,0.9173,2,none
498.696,2.73122,-2.10938,1.0000,0.100,0.9185,2,none
498.746,2.71150,-2.23438,1.0000,0.100,0.9197,2,none
498.796,2.71468,-2.23438,1.0000,0.100,0.9210,2,none
498.845,2.74083,-2.73438,1.0000,0.100,0.9222,2,none
498.897,2.78621,-2.54688,1.0000,0.100,0.9234,2,none
498.946,2.86045,-2.23438,1.0000,0.100,0.9245,2,none
498.996,2.95731,-1.78125,1.0000,0.100,0.9257,2,none
499.048,3.07650,-1.65625,1.0000,0.100,0.9268,2,none
499.097,3.21762,-0.90234,0.5722,0.100,0.9279,2,none
499.147,3.36855,-0.28320,-0.0160,0.100,0.9348,2,none
499.197,3.51327,-0.18848,-0.1059,0.100,0.9338,2,none
499.247,3.66278,-0.13281,-0.1588,0.100,0.9393,2,none
499.298,3.79989,-0.06226,-0.2259,0.100,0.9338,2,none
499.347,3.93819,-0.06128,-0.2268,0.100,0.9453,2,none
499.398,4.07150,-0.00485,-0.2804,0.100,0.9486,2,none
499.448,4.19941,-0.06348,-0.2247,0.100,0.9514,2,none
499.497,4.30989,-0.02283,-0.2633,0.100,0.9546,2,none
499.547,4.43445,0.01843,-0.3025,0.100,0.9576,2,none
499.597,4.55209,0.01624,-0.3004,0.100,0.9605,2,none
499.648,4.66185,0.01227,-0.2967,0.100,0.9634,2,none
499.697,4.76456,0.02673,-0.3104,0.100,0.9663,2,none
499.748,4.86006,0.02979,-0.3133,0.100,0.9692,2,none
499.797,4.93725,0.03198,-0.3154,0.100,0.9720,2,none
499.848,5.02709,0.04443,-0.3272,0.100,0.9748,2,none
499.899,5.10897,0.03394,-0.3172,0.100,0.9775,2,none
499.948,5.18251,0.02905,-0.3126,0.100,0.9803,2,none
499.998,5.24819,0.04004,-0.3230,0.100,0.9831,2,none
500.050,5.29795,0.03223,-0.3156,0.100,0.9857,2,none
500.100,5.35238,0.00282,-0.2877,0.100,0.9884,2,none
500.150,5.39909,0.01855,-0.3026,0.100,0.9912,2,none
500.200,5.43873,0.03418,-0.3175,0.100,0.9938,2,none
500.250,5.46997,-0.00345,-0.2817,0.100,0.9964,2,none
500.300,5.49230,0.01697,-0.3011,0.100,0.9990,2,none
500.350,5.50638,-0.00400,-0.2812,0.100,1.0015,2,none
500.400,5.51450,0.00351,-0.2883,0.100,1.0041,2,none
500.450,5.51517,0.00187,-0.2868,0.100,1.0066,2,none
500.500,5.50767,-0.03418,-0.2525,0.100,1.0091,2,none
500.551,5.49262,0.01953,-0.3036,0.100,1.0117,2,none
500.602,5.47210,0.01770,-0.3018,0.100,1.0140,2,none
500.651,5.43671,-0.01892,-0.2670,0.100,1.0163,2,none
500.701,5.39271,-0.00848,-0.2769,0.100,1.0187,2,none
500.752,5.34149,0.00684,-0.2915,0.100,1.0211,2,none
500.802,5.27847,-0.03589,-0.2509,0.100,1.0234,2,none
500.852,5.21309,-0.05786,-0.2300,0.100,1.0258,2,none
500.901,5.14105,-0.09424,-0.1955,0.100,1.0283,2,none
500.952,5.06335,-0.06934,-0.2191,0.100,1.0307,2,none
501.002,4.98057,-0.05225,-0.2354,0.100,1.0330,2,none
501.052,4.88020,-0.07324,-0.2154,0.100,1.0352,2,none
501.102,4.79003,-0.10303,-0.1871,0.100,1.0375,2,none
501.152,4.69408,-0.12402,-0.1672,0.100,1.0398,2,none
501.202,4.59344,-0.15234,-0.1403,0.100,1.0422,2,none
501.253,4.48817,-0.10693,-0.1834,0.100,1.0445,2,none
501.303,4.37895,-0.19629,-0.0985,0.100,1.0466,2,none
501.355,4.25840,-0.23047,-0.0661,0.100,1.0488,2,none
501.402,4.14873,-0.33008,0.0286,0.100,1.0511,2,none
501.452,4.03798,-0.43164,0.1251,0.100,1.0533,2,none
501.502,3.92972,-0.70703,0.3867,0.100,1.0553,2,none
501.553,3.82762,-0.91406,0.5834,0.100,1.0560,2,none
501.603,3.74534,-0.84766,0.5203,0.100,1.0538,2,none
501.653,3.68724,-1.03906,0.7021,0.100,1.0551,2,none
501.703,3.64406,-1.19531,0.8505,0.100,1.0553,2,none
501.736,3.62651,-0.96484,0.6316,0.100,1.0531,2,none
501.786,3.63533,-1.10156,0.7615,0.100,1.0545,2,none
501.836,3.66288,-0.79688,0.4720,0.100,1.0539,2,none
501.886,3.70800,-0.67969,0.3607,0.100,1.0573,2,none
501.938,3.76089,-0.53906,0.2271,0.100,1.0600,2,none
501.987,3.82041,-0.35547,0.0527,0.100,1.0626,2,none
502.038,3.88191,-0.23828,-0.0586,0.100,1.0649,2,none
502.086,3.93818,-0.34180,0.0397,0.100,1.0668,2,none
502.136,3.99249,-0.20312,-0.0920,0.100,1.0687,2,none
502.187,4.04774,-0.23535,-0.0614,0.100,1.0705,2,none
502.236,4.09846,-0.15723,-0.1356,0.100,1.0725,2,none
502.286,4.14115,-0.18164,-0.1124,0.100,1.0743,2,none
502.337,4.18831,-0.12354,-0.1676,0.100,1.0762,2,none
502.387,4.23146,-0.11035,-0.1802,0.100,1.0780,2,none
502.437,4.26815,-0.10938,-0.1811,0.100,1.0798,2,none
502.487,4.29880,-0.12305,-0.1681,0.100,1.0816,2,none
502.537,4.31685,-0.12500,-0.1662,0.100,1.0835,2,none
502.586,4.34581,-0.13965,-0.1523,0.100,1.0853,2,none
502.637,4.36969,-0.12061,-0.1704,0.100,1.0871,2,none
502.686,4.38862,-0.09717,-0.1927,0.100,1.0888,2,none
502.737,4.40107,-0.11914,-0.1718,0.100,1.0905,2,none
502.787,4.39969,-0.06787,-0.2205,0.100,1.0922,2,none
502.838,4.41198,-0.14355,-0.1486,0.100,1.0937,2,none
502.886,4.41802,-0.16797,-0.1254,0.100,1.0956,2,none
502.937,4.42079,-0.12793,-0.1635,0.100,1.0974,2,none
502.987,4.41917,-0.13379,-0.1579,0.100,1.0989,2,none
503.037,4.40571,-0.12793,-0.1635,0.100,1.1006,2,none
503.086,4.40537,-0.12500,-0.1662,0.100,1.1022,2,none
503.137,4.39940,-0.16406,-0.1291,0.100,1.1038,2,none
503.188,4.38838,-0.14258,-0.1496,0.100,1.1055,2,none
503.237,4.36122,-0.15234,-0.1403,0.100,1.1071,2,none
503.287,4.35071,-0.15234,-0.1403,0.100,1.1086,2,none
503.337,4.33557,-0.14160,-0.1505,0.100,1.1102,2,none
503.388,4.31548,-0.15527,-0.1375,0.100,1.1117,2,none
503.438,4.29026,-0.18066,-0.1134,0.100,1.1133,2,none
503.486,4.24742,-0.28125,-0.0178,0.100,1.1149,2,none
503.536,4.23077,-0.25781,-0.0401,0.100,1.1164,2,none
503.587,4.21428,-0.26367,-0.0345,0.100,1.1179,2,none
503.637,4.19621,-0.22656,-0.0698,0.100,1.1195,2,none
503.687,4.17643,-0.18652,-0.1078,0.100,1.1209,2,none
503.738,4.14706,-0.27344,-0.0252,0.100,1.1223,2,none
503.788,4.12913,-0.22168,-0.0744,0.100,1.1238,2,none
503.837,4.11067,-0.24512,-0.0521,0.100,1.1252,2,none
503.887,4.08914,-0.39258,0.0879,0.100,1.1267,2,none
503.937,4.05263,-0.45312,0.1455,0.100,1.1278,2,none
503.988,4.05090,-0.29688,-0.0030,0.100,1.1289,2,none
504.036,4.05278,-0.23828,-0.0586,0.100,1.1302,2,none
504.088,4.05115,-0.29883,-0.0011,0.100,1.1316,2,none
504.137,4.04728,-0.36719,0.0638,0.100,1.1329,2,none
504.187,4.03766,-0.37891,0.0750,0.100,1.1342,2,none
504.237,4.04868,-0.33398,0.0323,0.100,1.1355,2,none
504.287,4.06192,-0.28906,-0.0104,0.100,1.1369,2,none
504.338,4.07496,-0.29883,-0.0011,0.100,1.1382,2,none
504.388,4.08716,-0.18457,-0.1097,0.100,1.1395,2,none
504.438,4.09187,-0.23926,-0.0577,0.100,1.1406,2,none
504.489,4.10822,-0.25391,-0.0438,0.100,1.1419,2,none
504.539,4.12350,-0.21191,-0.0837,0.100,1.1432,2,none
504.589,4.13646,-0.27930,-0.0197,0.100,1.1444,2,none
504.638,4.13616,-0.24707,-0.0503,0.100,1.1456,2,none
504.688,4.15615,-0.30664,0.0063,0.100,1.1469,2,none
504.738,4.17482,-0.22754,-0.0688,0.100,1.1481,2,none
504.788,4.19258,-0.18066,-0.1134,0.100,1.1492,2,none
504.848,4.20570,-0.18359,-0.1106,0.100,1.1503,2,none
504.897,4.20807,-0.16211,-0.1310,0.100,1.1514,2,none
504.948,4.22142,-0.18945,-0.1050,0.100,1.1525,2,none
504.999,4.22987,-0.15234,-0.1403,0.100,1.1537,2,none
505.036,4.23457,-0.28906,-0.0104,0.100,1.1547,2,none
505.086,4.21454,-0.14648,-0.1458,0.100,1.1558,2,none
505.136,4.23142,-0.15723,-0.1356,0.100,1.1566,2,none
505.187,4.24111,-0.20801,-0.0874,0.100,1.1576,2,none
505.236,4.24690,-0.18945,-0.1050,0.100,1.1588,2,none
505.287,4.24971,-0.16016,-0.1329,0.100,1.1598,2,none
505.337,4.23921,-0.22070,-0.0753,0.100,1.1608,2,none
505.386,4.24374,-0.14941,-0.1431,0.100,1.1619,2,none
505.437,4.24442,-0.15137,-0.1412,0.100,1.1628,2,none
505.489,4.23904,-0.25586,-0.0419,0.100,1.1638,2,none
505.538,4.22917,-0.19531,-0.0995,0.100,1.1648,2,none
505.589,4.21795,-0.26953,-0.0289,0.100,1.1658,2,none
505.640,4.20711,-0.30859,0.0082,0.100,1.1668,2,none
505.688,4.19705,-0.23535,-0.0614,0.100,1.1678,2,none
505.738,4.18609,-0.41016,0.1046,0.100,1.1687,2,none
505.788,4.17416,-0.32617,0.0249,0.100,1.1694,2,none
505.838,4.16572,-0.30859,0.0082,0.100,1.1702,2,none
505.889,4.15694,-0.29492,-0.0048,0.100,1.1713,2,none
505.939,4.14767,-0.35547,0.0527,0.100,1.1723,2,none
505.989,4.14174,-0.33008,0.0286,0.100,1.1732,2,none
506.039,4.13106,-0.24707,-0.0503,0.100,1.1741,2,none
506.089,4.11996,-0.32031,0.0193,0.100,1.1750,2,none
506.139,4.10750,-0.37109,0.0675,0.100,1.1759,2,none
506.188,4.10461,-0.21582,-0.0800,0.100,1.1768,2,none
506.240,4.08970,-0.24805,-0.0494,0.100,1.1774,2,none
506.289,4.06971,-0.28711,-0.0122,0.100,1.1783,2,none
506.340,4.04896,-0.43555,0.1288,0.100,1.1792,2,none
506.391,4.03564,-0.33594,0.0341,0.100,1.1796,2,none
506.441,4.02188,-0.45117,0.1436,0.100,1.1804,2,none
506.490,4.00896,-0.33789,0.0360,0.100,1.1811,2,none
506.540,4.00014,-0.51172,0.2011,0.100,1.1820,2,none
506.591,3.99625,-0.24609,-0.0512,0.100,1.1820,2,none
506.641,4.00164,-0.36719,0.0638,0.100,1.1822,2,none
506.690,3.99264,-0.27344,-0.0252,0.100,1.1831,2,none
506.742,3.98584,-0.34375,0.0416,0.100,1.1839,2,none
506.790,3.97884,-0.41992,0.1139,0.100,1.1847,2,none
506.841,3.97790,-0.32031,0.0193,0.100,1.1854,2,none
506.892,3.96440,-0.27734,-0.0215,0.100,1.1861,2,none
506.942,3.94932,-0.38867,0.0842,0.100,1.1870,2,none
506.992,3.93558,-0.41211,0.1065,0.100,1.1876,2,none
507.043,3.92930,-0.37891,0.0750,0.100,1.1883,2,none
507.092,3.90777,-0.44922,0.1418,0.100,1.1890,2,none
507.143,3.89059,-0.51172,0.2011,0.100,1.1896,2,none
507.193,3.88028,-0.45117,0.1436,0.100,1.1901,2,none
507.243,3.87964,-0.46289,0.1547,0.100,1.1907,2,none
507.292,3.86766,-0.62109,0.3050,0.100,1.1915,2,none
507.343,3.86621,-0.66797,0.3496,0.100,1.1909,2,none
507.392,3.88024,-0.33398,0.0323,0.100,1.1907,2,none
