time_s,cte_true,cte_pred,steer,throttle,speed,lap,hit
507.443,3.90651,-0.47070,0.1622,0.100,1.1907,2,none
507.493,3.91760,-0.34570,0.0434,0.100,1.1917,2,none
507.543,3.93541,-0.38281,0.0787,0.100,1.1923,2,none
507.592,3.95453,-0.24316,-0.0540,0.100,1.1931,2,none
507.642,3.97647,-0.26758,-0.0308,0.100,1.1937,2,none
507.693,3.98597,-0.22168,-0.0744,0.100,1.1944,2,none
507.742,3.99401,-0.25000,-0.0475,0.100,1.1951,2,none
507.793,3.99933,-0.42773,0.1213,0.100,1.1959,2,none
507.842,4.00545,-0.32031,0.0193,0.100,1.1962,2,none
507.894,4.00993,-0.21777,-0.0781,0.100,1.1967,2,none
507.943,4.01129,-0.38477,0.0805,0.100,1.1973,2,none
507.993,4.01248,-0.31250,0.0119,0.100,1.1977,2,none
508.042,4.01818,-0.26758,-0.0308,0.100,1.1983,2,none
508.094,4.02399,-0.25195,-0.0456,0.100,1.1990,2,none
508.143,4.02742,-0.26172,-0.0364,0.100,1.1997,2,none
508.194,4.02888,-0.23926,-0.0577,0.100,1.2004,2,none
508.244,4.02756,-0.28320,-0.0160,0.100,1.2011,2,none
508.294,4.02830,-0.31055,0.0100,0.100,1.2018,2,none
508.346,4.02962,-0.24219,-0.0549,0.100,1.2024,2,none
508.397,4.03122,-0.36133,0.0583,0.100,1.2030,2,none
508.449,4.02480,-0.21777,-0.0781,0.100,1.2035,2,none
508.496,4.03522,-0.44531,0.1380,0.100,1.2039,2,none
508.546,4.04456,-0.31250,0.0119,0.100,1.2039,2,none
508.595,4.06041,-0.29688,-0.0030,0.100,1.2044,2,none
508.647,4.07104,-0.29492,-0.0048,0.100,1.2051,2,none
508.697,4.08903,-0.25000,-0.0475,0.100,1.2058,2,none
508.747,4.10650,-0.15918,-0.1338,0.100,1.2064,2,none
508.797,4.12002,-0.27539,-0.0234,0.100,1.2067,2,none
508.847,4.12768,-0.19922,-0.0957,0.100,1.2073,2,none
508.897,4.13416,-0.21094,-0.0846,0.100,1.2078,2,none
508.948,4.14316,-0.15625,-0.1366,0.100,1.2083,2,none
508.997,4.14786,-0.16406,-0.1291,0.100,1.2088,2,none
509.049,4.14636,-0.24414,-0.0531,0.100,1.2093,2,none
509.098,4.13512,-0.18359,-0.1106,0.100,1.2099,2,none
509.148,4.13839,-0.23340,-0.0633,0.100,1.2104,2,none
509.196,4.13731,-0.21289,-0.0828,0.100,1.2110,2,none
509.246,4.13407,-0.23828,-0.0586,0.100,1.2115,2,none
509.297,4.12438,-0.23438,-0.0623,0.100,1.2121,2,none
509.347,4.11972,-0.18848,-0.1059,0.100,1.2126,2,none
509.397,4.11179,-0.30078,0.0007,0.100,1.2131,2,none
509.447,4.09977,-0.32617,0.0249,0.100,1.2136,2,none
509.498,4.07742,-0.34180,0.0397,0.100,1.2141,2,none
509.547,4.08077,-0.42578,0.1195,0.100,1.2146,2,none
509.598,4.08662,-0.28711,-0.0122,0.100,1.2150,2,none
509.648,4.09737,-0.34180,0.0397,0.100,1.2153,2,none
509.697,4.10638,-0.22852,-0.0679,0.100,1.2159,2,none
509.748,4.11306,-0.25195,-0.0456,0.100,1.2163,2,none
509.797,4.12729,-0.28125,-0.0178,0.100,1.2168,2,none
509.847,4.14019,-0.22656,-0.0698,0.100,1.2173,2,none
509.900,4.15234,-0.20117,-0.0939,0.100,1.2178,2,none
509.948,4.16008,-0.29883,-0.0011,0.100,1.2182,2,none
509.999,4.16668,-0.23145,-0.0651,0.100,1.2187,2,none
510.048,4.17403,-0.13672,-0.1551,0.100,1.2191,2,none
510.098,4.17717,-0.15137,-0.1412,0.100,1.2193,2,none
510.149,4.17103,-0.22461,-0.0716,0.100,1.2196,2,none
510.198,4.16408,-0.42188,0.1158,0.100,1.2201,2,none
510.248,4.15681,-0.38672,0.0824,0.100,1.2201,2,none
510.298,4.15688,-0.18848,-0.1059,0.100,1.2204,2,none
510.348,4.16047,-0.15039,-0.1421,0.100,1.2205,2,none
510.399,4.14758,-0.19238,-0.1022,0.100,1.2207,2,none
510.448,4.12860,-0.18359,-0.1106,0.100,1.2212,2,none
510.498,4.10589,-0.26367,-0.0345,0.100,1.2216,2,none
510.548,4.08700,-0.34961,0.0471,0.100,1.2221,2,none
510.598,4.05045,-0.32812,0.0267,0.100,1.2225,2,none
510.649,4.01679,-0.40430,0.0991,0.100,1.2229,2,none
510.699,3.98465,-0.35156,0.0490,0.100,1.2232,2,none
510.750,3.96553,-0.43164,0.1251,0.100,1.2236,2,none
510.800,3.92265,-0.46484,0.1566,0.100,1.2239,2,none
510.850,3.88619,-0.53516,0.2234,0.100,1.2241,2,none
510.900,3.85739,-0.68359,0.3644,0.100,1.2241,2,none
510.949,3.84787,-0.64844,0.3310,0.100,1.2228,2,none
510.999,3.82919,-0.63672,0.3199,0.100,1.2225,2,none
511.049,3.82378,-0.69922,0.3793,0.100,1.2226,2,none
511.099,3.83135,-0.55469,0.2420,0.100,1.2224,2,none
511.149,3.85613,-0.54297,0.2308,0.100,1.2223,2,none
511.206,3.86439,-0.55078,0.2382,0.100,1.2230,2,none
511.250,3.88133,-0.55078,0.2382,0.100,1.2233,2,none
511.300,3.92144,-0.30273,0.0026,0.100,1.2235,2,none
511.350,3.93782,-0.41406,0.1084,0.100,1.2238,2,none
511.400,3.95101,-0.47461,0.1659,0.100,1.2242,2,none
511.458,3.96979,-0.31055,0.0100,0.100,1.2243,2,none
511.511,4.00944,-0.23047,-0.0661,0.100,1.2244,2,none
511.560,4.01437,-0.23047,-0.0661,0.100,1.2248,2,none
511.610,4.01454,-0.50391,0.1937,0.100,1.2252,2,none
511.650,4.01239,-0.31250,0.0119,0.100,1.2250,2,none
511.697,4.02702,-0.34180,0.0397,0.100,1.2245,2,none
511.747,4.01610,-0.22852,-0.0679,0.100,1.2250,2,none
511.797,4.00620,-0.32227,0.0212,0.100,1.2254,2,none
511.847,3.99269,-0.41797,0.1121,0.100,1.2257,2,none
511.897,3.98311,-0.40039,0.0954,0.100,1.2258,2,none
511.947,3.95720,-0.49414,0.1844,0.100,1.2261,2,none
511.998,3.93518,-0.51172,0.2011,0.100,1.2263,2,none
512.047,3.94049,-0.40234,0.0972,0.100,1.2263,2,none
512.097,3.90924,-0.45703,0.1492,0.100,1.2267,2,none
512.147,3.88139,-0.55859,0.2457,0.100,1.2270,2,none
512.197,3.86216,-0.60938,0.2939,0.100,1.2267,2,none
512.249,3.86629,-0.66406,0.3459,0.100,1.2265,2,none
512.298,3.84313,-0.64062,0.3236,0.100,1.2258,2,none
512.347,3.83504,-0.67578,0.3570,0.100,1.2257,2,none
512.398,3.84007,-0.67969,0.3607,0.100,1.2256,2,none
512.447,3.86136,-0.53125,0.2197,0.100,1.2253,2,none
512.498,3.87198,-0.46680,0.1585,0.100,1.2258,2,none
512.548,3.88842,-0.47656,0.1677,0.100,1.2265,2,none
512.597,3.93054,-0.45703,0.1492,0.100,1.2269,2,none
512.647,3.93147,-0.40039,0.0954,0.100,1.2272,2,none
512.698,3.93764,-0.35547,0.0527,0.100,1.2276,2,none
512.748,3.94625,-0.33203,0.0304,0.100,1.2281,2,none
512.797,3.96557,-0.41992,0.1139,0.100,1.2286,2,none
512.848,3.94610,-0.37500,0.0713,0.100,1.2289,2,none
512.898,3.93214,-0.33203,0.0304,0.100,1.2291,2,none
512.948,3.92045,-0.43164,0.1251,0.100,1.2295,2,none
512.998,3.90924,-0.55078,0.2382,0.100,1.2297,2,none
513.048,3.88209,-0.58984,0.2754,0.100,1.2296,2,none
513.099,3.86639,-0.55859,0.2457,0.100,1.2292,2,none
513.148,3.87780,-0.48242,0.1733,0.100,1.2292,2,none
513.198,3.85722,-0.57812,0.2642,0.100,1.2296,2,none
513.248,3.84288,-0.59375,0.2791,0.100,1.2297,2,none
513.299,3.84068,-0.64453,0.3273,0.100,1.2294,2,none
513.332,3.85821,-0.51172,0.2011,0.100,1.2289,2,none
513.383,3.85591,-0.58594,0.2716,0.100,1.2295,2,none
513.434,3.86154,-0.47656,0.1677,0.100,1.2294,2,none
513.484,3.87787,-0.51172,0.2011,0.100,1.2297,2,none
513.535,3.90045,-0.46680,0.1585,0.100,1.2300,2,none
513.584,3.91111,-0.36328,0.0601,0.100,1.2303,2,none
513.635,3.92626,-0.35938,0.0564,0.100,1.2308,2,none
513.685,3.95398,-0.34570,0.0434,0.100,1.2312,2,none
513.736,3.95743,-0.21289,-0.0828,0.100,1.2316,2,none
513.785,3.95904,-0.24512,-0.0521,0.100,1.2318,2,none
513.835,3.95623,-0.36523,0.0620,0.100,1.2321,2,none
513.885,3.96503,-0.30859,0.0082,0.100,1.2323,2,none
513.935,3.94484,-0.38281,0.0787,0.100,1.2326,2,none
513.985,3.92620,-0.31836,0.0174,0.100,1.2329,2,none
514.036,3.91065,-0.39648,0.0917,0.100,1.2332,2,none
514.087,3.90149,-0.47656,0.1677,0.100,1.2334,2,none
514.136,3.87514,-0.56641,0.2531,0.100,1.2333,2,none
514.186,3.85940,-0.57812,0.2642,0.100,1.2328,2,none
514.237,3.85562,-0.59375,0.2791,0.100,1.2327,2,none
514.286,3.86389,-0.50781,0.1974,0.100,1.2326,2,none
514.337,3.86275,-0.50781,0.1974,0.100,1.2330,2,none
514.387,3.86861,-0.44531,0.1380,0.100,1.2333,2,none
514.437,3.89725,-0.31055,0.0100,0.100,1.2336,2,none
514.486,3.89289,-0.37305,0.0694,0.100,1.2340,2,none
514.536,3.88811,-0.34570,0.0434,0.100,1.2343,2,none
514.587,3.88665,-0.38086,0.0768,0.100,1.2347,2,none
514.638,3.89721,-0.39844,0.0935,0.100,1.2349,2,none
514.687,3.88317,-0.44922,0.1418,0.100,1.2352,2,none
514.737,3.87412,-0.39844,0.0935,0.100,1.2353,2,none
514.788,3.87047,-0.33398,0.0323,0.100,1.2356,2,none
514.838,3.87351,-0.45508,0.1473,0.100,1.2360,2,none
514.888,3.84776,-0.46680,0.1585,0.100,1.2360,2,none
514.937,3.83012,-0.52344,0.2123,0.100,1.2360,2,none
514.988,3.81986,-0.47461,0.1659,0.100,1.2360,2,none
515.038,3.81061,-0.46484,0.1566,0.100,1.2362,2,none
515.087,3.78260,-0.71875,0.3978,0.100,1.2365,2,none
515.138,3.76331,-0.65625,0.3384,0.100,1.2347,2,none
515.188,3.77477,-0.67578,0.3570,0.100,1.2339,2,none
515.238,3.75357,-0.68359,0.3644,0.100,1.2337,2,none
515.289,3.74764,-0.61328,0.2976,0.100,1.2333,2,none
515.338,3.75657,-0.59766,0.2828,0.100,1.2334,2,none
515.388,3.77222,-0.65234,0.3347,0.100,1.2336,2,none
515.439,3.77716,-0.59766,0.2828,0.100,1.2332,2,none
515.488,3.79540,-0.55078,0.2382,0.100,1.2334,2,none
515.538,3.83753,-0.34766,0.0453,0.100,1.2336,2,none
515.588,3.84471,-0.38281,0.0787,0.100,1.2339,2,none
515.638,3.85130,-0.28320,-0.0160,0.100,1.2344,2,none
515.689,3.85875,-0.40625,0.1009,0.100,1.2347,2,none
515.738,3.86419,-0.41406,0.1084,0.100,1.2349,2,none
515.788,3.83931,-0.48438,0.1752,0.100,1.2350,2,none
515.838,3.81987,-0.47266,0.1640,0.100,1.2351,2,none
515.898,3.82285,-0.50781,0.1974,0.100,1.2352,2,none
515.947,3.78869,-0.51562,0.2048,0.100,1.2353,2,none
515.998,3.76338,-0.79297,0.4683,0.100,1.2353,2,none
516.046,3.74938,-0.64844,0.3310,0.100,1.2328,2,none
516.087,3.76243,-0.54297,0.2308,0.100,1.2317,2,none
516.137,3.76069,-0.60547,0.2902,0.100,1.2327,2,none
516.186,3.76819,-0.64453,0.3273,0.100,1.2325,2,none
516.236,3.81139,-0.48438,0.1752,0.100,1.2322,2,none
516.287,3.81777,-0.39844,0.0935,0.100,1.2323,2,none
516.337,3.82715,-0.45117,0.1436,0.100,1.2331,2,none
516.387,3.84047,-0.38086,0.0768,0.100,1.2333,2,none
516.436,3.86860,-0.34570,0.0434,0.100,1.2337,2,none
516.488,3.86898,-0.34766,0.0453,0.100,1.2341,2,none
