time_s,cte_true,cte_pred,steer,throttle,speed,lap,hit
37.119,4.65514,-0.10645,-0.1839,0.100,1.2478,0,none
37.169,4.69760,-0.09033,-0.1992,0.100,1.2479,0,none
37.208,4.73204,-0.03979,-0.2472,0.100,1.2479,0,none
37.258,4.75704,-0.02856,-0.2579,0.100,1.2477,0,none
37.311,4.73953,-0.05518,-0.2326,0.100,1.2475,0,none
37.360,4.79241,-0.02991,-0.2566,0.100,1.2474,0,none
37.409,4.83532,-0.03320,-0.2535,0.100,1.2473,0,none
37.460,4.86694,-0.04077,-0.2463,0.100,1.2472,0,none
37.511,4.88779,-0.01648,-0.2693,0.100,1.2471,0,none
37.560,4.85752,-0.02747,-0.2589,0.100,1.2469,0,none
37.610,4.91432,-0.07617,-0.2126,0.100,1.2468,0,none
37.661,4.96057,-0.04126,-0.2458,0.100,1.2469,0,none
37.710,4.99813,-0.01007,-0.2754,0.100,1.2468,0,none
37.762,5.02420,-0.02820,-0.2582,0.100,1.2465,0,none
37.809,4.99070,-0.05176,-0.2358,0.100,1.2464,0,none
37.862,5.04887,-0.03955,-0.2474,0.100,1.2464,0,none
37.911,5.09725,-0.02905,-0.2574,0.100,1.2464,0,none
37.962,5.13485,-0.00284,-0.2823,0.100,1.2462,0,none
38.012,5.16078,-0.02576,-0.2605,0.100,1.2459,0,none
38.063,5.12585,-0.00491,-0.2803,0.100,1.2458,0,none
38.112,5.17848,-0.01031,-0.2752,0.100,1.2457,0,none
38.162,5.21912,-0.01044,-0.2751,0.100,1.2455,0,none
38.211,5.24800,-0.02039,-0.2656,0.100,1.2454,0,none
38.261,5.26514,-0.03857,-0.2484,0.100,1.2453,0,none
38.311,5.23017,-0.04150,-0.2456,0.100,1.2453,0,none
38.362,5.26822,-0.04150,-0.2456,0.100,1.2453,0,none
38.410,5.29586,-0.01685,-0.2690,0.100,1.2453,0,none
38.463,5.31260,-0.02637,-0.2600,0.100,1.2451,0,none
38.513,5.31744,-0.02295,-0.2632,0.100,1.2449,0,none
38.561,5.28346,-0.03735,-0.2495,0.100,1.2449,0,none
38.613,5.30076,-0.05298,-0.2347,0.100,1.2449,0,none
38.664,5.30785,-0.03027,-0.2562,0.100,1.2449,0,none
38.717,5.30511,-0.03015,-0.2564,0.100,1.2448,0,none
38.763,5.29116,-0.04785,-0.2395,0.100,1.2447,0,none
38.813,5.24953,-0.02820,-0.2582,0.100,1.2447,0,none
38.863,5.24646,-0.04321,-0.2439,0.100,1.2446,0,none
38.913,5.23206,-0.10791,-0.1825,0.100,1.2445,0,none
38.964,5.20750,-0.07959,-0.2094,0.100,1.2446,0,none
39.016,5.16187,-0.05933,-0.2286,0.100,1.2447,0,none
39.048,5.13337,-0.07422,-0.2145,0.100,1.2446,0,none
39.098,5.09497,-0.07324,-0.2154,0.100,1.2447,0,none
39.152,5.04763,-0.07471,-0.2140,0.100,1.2447,0,none
39.202,4.99116,-0.07617,-0.2126,0.100,1.2447,0,none
39.252,4.92665,-0.11621,-0.1746,0.100,1.2448,0,none
39.301,4.84425,-0.12109,-0.1700,0.100,1.2449,0,none
39.350,4.75512,-0.12598,-0.1653,0.100,1.2451,0,none
39.399,4.65905,-0.12891,-0.1625,0.100,1.2452,0,none
39.450,4.55654,-0.16406,-0.1291,0.100,1.2453,0,none
39.500,4.43966,-0.25977,-0.0382,0.100,1.2455,0,none
39.550,4.31929,-0.19922,-0.0957,0.100,1.2458,0,none
39.603,4.19698,-0.44141,0.1343,0.100,1.2459,0,none
39.655,4.07411,-0.45703,0.1492,0.100,1.2454,0,none
39.706,3.95957,-0.68750,0.3681,0.100,1.2452,0,none
39.752,3.85557,-0.80469,0.4795,0.100,1.2433,0,none
39.803,3.77423,-0.95703,0.6242,0.100,1.2407,0,none
39.852,3.71737,-0.93359,0.6019,0.100,1.2378,0,none
39.902,3.67950,-0.86328,0.5351,0.100,1.2357,0,none
39.953,3.66620,-0.94922,0.6168,0.100,1.2351,0,none
40.002,3.67654,-0.88672,0.5574,0.100,1.2330,0,none
40.053,3.71179,-0.78906,0.4646,0.100,1.2324,0,none
40.104,3.75245,-0.63672,0.3199,0.100,1.2322,0,none
40.153,3.80955,-0.47266,0.1640,0.100,1.2328,0,none
40.205,3.88946,-0.41406,0.1084,0.100,1.2339,0,none
40.254,3.93594,-0.26562,-0.0327,0.100,1.2344,0,none
40.305,3.98507,-0.27344,-0.0252,0.100,1.2346,0,none
40.354,4.03104,-0.33594,0.0341,0.100,1.2350,0,none
40.404,4.08835,-0.40625,0.1009,0.100,1.2353,0,none
40.455,4.11130,-0.18945,-0.1050,0.100,1.2354,0,none
40.506,4.13762,-0.30273,0.0026,0.100,1.2352,0,none
40.555,4.15755,-0.21680,-0.0790,0.100,1.2355,0,none
40.604,4.17838,-0.17383,-0.1199,0.100,1.2357,0,none
40.655,4.17012,-0.36719,0.0638,0.100,1.2358,0,none
40.705,4.15787,-0.31445,0.0137,0.100,1.2358,0,none
40.757,4.16819,-0.30078,0.0007,0.100,1.2361,0,none
40.805,4.13704,-0.28320,-0.0160,0.100,1.2364,0,none
40.857,4.10515,-0.28516,-0.0141,0.100,1.2367,0,none
40.905,4.07237,-0.42969,0.1232,0.100,1.2371,0,none
40.959,4.04954,-0.49805,0.1881,0.100,1.2370,0,none
41.007,4.00174,-0.57031,0.2568,0.100,1.2369,0,none
41.056,3.96505,-0.53516,0.2234,0.100,1.2363,0,none
41.107,3.93924,-0.61719,0.3013,0.100,1.2365,0,none
41.159,3.92512,-0.60156,0.2865,0.100,1.2361,0,none
41.206,3.90467,-0.50781,0.1974,0.100,1.2359,0,none
41.257,3.89553,-0.49414,0.1844,0.100,1.2361,0,none
41.307,3.90546,-0.53125,0.2197,0.100,1.2365,0,none
41.357,3.89686,-0.50781,0.1974,0.100,1.2366,0,none
41.407,3.89797,-0.37695,0.0731,0.100,1.2367,0,none
41.459,3.90373,-0.41602,0.1102,0.100,1.2372,0,none
41.509,3.92598,-0.40234,0.0972,0.100,1.2374,0,none
41.562,3.91640,-0.38867,0.0842,0.100,1.2377,0,none
41.613,3.91078,-0.41992,0.1139,0.100,1.2380,0,none
41.660,3.90937,-0.40820,0.1028,0.100,1.2382,0,none
41.709,3.92138,-0.33594,0.0341,0.100,1.2384,0,none
41.758,3.90091,-0.54688,0.2345,0.100,1.2387,0,none
41.809,3.88283,-0.63281,0.3162,0.100,1.2381,0,none
41.859,3.88007,-0.58594,0.2716,0.100,1.2369,0,none
41.911,3.88828,-0.55469,0.2420,0.100,1.2368,0,none
41.962,3.88067,-0.57812,0.2642,0.100,1.2371,0,none
42.014,3.88291,-0.55078,0.2382,0.100,1.2371,0,none
42.062,3.90977,-0.51562,0.2048,0.100,1.2371,0,none
42.111,3.90291,-0.54297,0.2308,0.100,1.2374,0,none
42.162,3.90442,-0.53125,0.2197,0.100,1.2374,0,none
42.211,3.91590,-0.64062,0.3236,0.100,1.2375,0,none
42.269,3.93799,-0.48047,0.1714,0.100,1.2368,0,none
42.319,3.94123,-0.42773,0.1213,0.100,1.2368,0,none
42.368,3.94920,-0.47266,0.1640,0.100,1.2374,0,none
42.420,3.97839,-0.37305,0.0694,0.100,1.2377,0,none
42.459,3.95946,-0.48047,0.1714,0.100,1.2379,0,none
42.510,3.94423,-0.41211,0.1065,0.100,1.2379,0,none
42.559,3.93708,-0.31836,0.0174,0.100,1.2381,0,none
42.610,3.93016,-0.49805,0.1881,0.100,1.2384,0,none
42.659,3.89489,-0.55859,0.2457,0.100,1.2381,0,none
42.710,3.87103,-0.64453,0.3273,0.100,1.2377,0,none
42.762,3.87420,-0.58984,0.2754,0.100,1.2370,0,none
42.810,3.83920,-0.68750,0.3681,0.100,1.2369,0,none
42.862,3.81679,-0.66016,0.3421,0.100,1.2361,0,none
42.910,3.81140,-0.67188,0.3533,0.100,1.2357,0,none
42.960,3.81116,-0.64453,0.3273,0.100,1.2356,0,none
43.012,3.78980,-0.76562,0.4423,0.100,1.2355,0,none
43.062,3.78400,-0.70312,0.3830,0.100,1.2341,0,none
43.114,3.80641,-0.71875,0.3978,0.100,1.2335,0,none
43.163,3.79822,-0.58203,0.2679,0.100,1.2334,0,none
43.212,3.80445,-0.61328,0.2976,0.100,1.2338,0,none
43.263,3.84146,-0.55859,0.2457,0.100,1.2340,0,none
43.296,3.83933,-0.60938,0.2939,0.100,1.2339,0,none
43.346,3.84801,-0.56641,0.2531,0.100,1.2339,0,none
43.397,3.86844,-0.34375,0.0416,0.100,1.2340,0,none
43.449,3.90175,-0.45898,0.1510,0.100,1.2345,0,none
43.498,3.89750,-0.47266,0.1640,0.100,1.2345,0,none
43.549,3.90149,-0.53516,0.2234,0.100,1.2346,0,none
43.599,3.91444,-0.46875,0.1603,0.100,1.2344,0,none
43.650,3.93443,-0.30273,0.0026,0.100,1.2347,0,none
43.699,3.93756,-0.33789,0.0360,0.100,1.2351,0,none
43.750,3.93908,-0.33984,0.0379,0.100,1.2354,0,none
43.800,3.95608,-0.45508,0.1473,0.100,1.2357,0,none
43.851,3.94325,-0.31836,0.0174,0.100,1.2356,0,none
43.901,3.93441,-0.46875,0.1603,0.100,1.2359,0,none
43.952,3.92599,-0.49805,0.1881,0.100,1.2358,0,none
44.002,3.93528,-0.45312,0.1455,0.100,1.2356,0,none
44.055,3.91424,-0.43555,0.1288,0.100,1.2359,0,none
44.103,3.89859,-0.33789,0.0360,0.100,1.2362,0,none
44.153,3.88738,-0.45312,0.1455,0.100,1.2366,0,none
44.203,3.87689,-0.57422,0.2605,0.100,1.2366,0,none
44.255,3.85548,-0.66797,0.3496,0.100,1.2358,0,none
44.305,3.84748,-0.58203,0.2679,0.100,1.2351,0,none
44.354,3.86835,-0.37500,0.0713,0.100,1.2350,0,none
44.404,3.85637,-0.53906,0.2271,0.100,1.2356,0,none
44.458,3.84919,-0.64062,0.3236,0.100,1.2351,0,none
44.506,3.85454,-0.51562,0.2048,0.100,1.2344,0,none
44.558,3.87950,-0.54688,0.2345,0.100,1.2344,0,none
44.606,3.88387,-0.41797,0.1121,0.100,1.2346,0,none
44.657,3.89478,-0.44727,0.1399,0.100,1.2352,0,none
44.707,3.90912,-0.41211,0.1065,0.100,1.2354,0,none
44.756,3.92574,-0.41406,0.1084,0.100,1.2357,0,none
44.807,3.92193,-0.41602,0.1102,0.100,1.2360,0,none
44.857,3.92272,-0.44141,0.1343,0.100,1.2363,0,none
44.908,3.94231,-0.48828,0.1789,0.100,1.2365,0,none
44.962,3.92091,-0.37109,0.0675,0.100,1.2366,0,none
45.013,3.90469,-0.39062,0.0861,0.100,1.2369,0,none
45.060,3.89019,-0.41602,0.1102,0.100,1.2372,0,none
45.108,3.87915,-0.52734,0.2160,0.100,1.2375,0,none
45.159,3.84795,-0.60547,0.2902,0.100,1.2372,0,none
45.209,3.82818,-0.57812,0.2642,0.100,1.2366,0,none
45.260,3.83615,-0.49805,0.1881,0.100,1.2365,0,none
45.310,3.81665,-0.59766,0.2828,0.100,1.2368,0,none
45.360,3.80476,-0.58984,0.2754,0.100,1.2366,0,none
45.409,3.80610,-0.61328,0.2976,0.100,1.2363,0,none
45.460,3.82511,-0.53516,0.2234,0.100,1.2361,0,none
45.509,3.83631,-0.54688,0.2345,0.100,1.2363,0,none
45.559,3.85596,-0.55078,0.2382,0.100,1.2365,0,none
45.609,3.88552,-0.36914,0.0657,0.100,1.2365,0,none
45.660,3.92538,-0.37891,0.0750,0.100,1.2369,0,none
45.710,3.94555,-0.36914,0.0657,0.100,1.2373,0,none
45.761,3.96887,-0.23047,-0.0661,0.100,1.2376,0,none
45.810,3.99385,-0.31445,0.0137,0.100,1.2377,0,none
45.860,4.01564,-0.20996,-0.0855,0.100,1.2380,0,none
45.910,4.02659,-0.20508,-0.0902,0.100,1.2382,0,none
45.960,4.03261,-0.26562,-0.0327,0.100,1.2384,0,none
46.011,4.04301,-0.35742,0.0546,0.100,1.2387,0,none
46.060,4.03677,-0.31055,0.0100,0.100,1.2389,0,none
46.111,4.03331,-0.36719,0.0638,0.100,1.2391,0,none
46.161,4.03024,-0.24121,-0.0558,0.100,1.2394,0,none
46.211,4.03399,-0.25977,-0.0382,0.100,1.2395,0,none
46.261,4.02384,-0.24805,-0.0494,0.100,1.2398,0,none
46.311,4.01204,-0.37500,0.0713,0.100,1.2401,0,none
46.361,4.00015,-0.33398,0.0323,0.100,1.2402,0,none
46.412,3.99842,-0.31445,0.0137,0.100,1.2404,0,none
46.461,3.98354,-0.40820,0.1028,0.100,1.2407,0,none
46.511,3.97043,-0.26562,-0.0327,0.100,1.2407,0,none
46.561,3.96062,-0.34961,0.0471,0.100,1.2409,0,none
46.615,3.95422,-0.37109,0.0675,0.100,1.2411,0,none
46.661,3.93499,-0.41797,0.1121,0.100,1.2413,0,none
46.711,3.91981,-0.43359,0.1269,0.100,1.2414,0,none
46.762,3.91008,-0.45703,0.1492,0.100,1.2415,0,none
46.812,3.91329,-0.54688,0.2345,0.100,1.2416,0,none
46.863,3.89747,-0.31055,0.0100,0.100,1.2415,0,none
46.913,3.88882,-0.42578,0.1195,0.100,1.2414,0,none
46.964,3.87787,-0.39453,0.0898,0.100,1.2416,0,none
47.015,3.87499,-0.47852,0.1696,0.100,1.2417,0,none
47.073,3.84953,-0.49805,0.1881,0.100,1.2418,0,none
47.122,3.83200,-0.52344,0.2123,0.100,1.2416,0,none
47.171,3.84430,-0.48438,0.1752,0.100,1.2416,0,none
47.222,3.81321,-0.53906,0.2271,0.100,1.2416,0,none
47.261,3.78941,-0.66406,0.3459,0.100,1.2417,0,none
47.310,3.77789,-0.67969,0.3607,0.100,1.2405,0,none
47.361,3.79041,-0.55859,0.2457,0.100,1.2399,0,none
47.411,3.78205,-0.60938,0.2939,0.100,1.2397,0,none
47.462,3.78301,-0.63672,0.3199,0.100,1.2400,0,none
47.510,3.79694,-0.52734,0.2160,0.100,1.2395,0,none
47.562,3.81868,-0.49414,0.1844,0.100,1.2398,0,none
47.611,3.82448,-0.48047,0.1714,0.100,1.2401,0,none
47.662,3.83768,-0.46875,0.1603,0.100,1.2403,0,none
47.710,3.87054,-0.43359,0.1269,0.100,1.2406,0,none
47.760,3.86414,-0.40625,0.1009,0.100,1.2409,0,none
47.812,3.86260,-0.45117,0.1436,0.100,1.2411,0,none
47.864,3.86524,-0.49023,0.1807,0.100,1.2413,0,none
47.912,3.86861,-0.36914,0.0657,0.100,1.2412,0,none
47.962,3.84402,-0.45117,0.1436,0.100,1.2415,0,none
48.012,3.82198,-0.58984,0.2754,0.100,1.2416,0,none
48.062,3.81717,-0.56250,0.2494,0.100,1.2413,0,none
48.112,3.77618,-0.80078,0.4757,0.100,1.2407,0,none
48.162,3.75030,-0.89062,0.5611,0.100,1.2380,0,none
48.212,3.77338,-0.77734,0.4535,0.100,1.2354,0,none
48.261,3.76699,-0.65234,0.3347,0.100,1.2345,0,none
48.313,3.77796,-0.70312,0.3830,0.100,1.2350,0,none
48.363,3.80185,-0.59375,0.2791,0.100,1.2350,0,none
48.413,3.84997,-0.57031,0.2568,0.100,1.2353,0,none
48.463,3.86421,-0.52344,0.2123,0.100,1.2356,0,none
48.498,3.88884,-0.54688,0.2345,0.100,1.2358,0,none
48.546,3.92228,-0.53516,0.2234,0.100,1.2359,0,none
48.597,3.96123,-0.33789,0.0360,0.100,1.2361,0,none
48.649,3.98117,-0.38867,0.0842,0.100,1.2365,0,none
48.700,4.00115,-0.45508,0.1473,0.100,1.2368,0,none
48.748,4.03727,-0.20898,-0.0865,0.100,1.2368,0,none
48.798,4.04114,-0.25195,-0.0456,0.100,1.2366,0,none
48.847,4.03970,-0.41211,0.1065,0.100,1.2369,0,none
48.898,4.03949,-0.33203,0.0304,0.100,1.2368,0,none
48.948,4.04831,-0.33398,0.0323,0.100,1.2371,0,none
49.001,4.03794,-0.38672,0.0824,0.100,1.2374,0,none
49.049,4.03023,-0.42383,0.1176,0.100,1.2376,0,none
49.100,4.02724,-0.32422,0.0230,0.100,1.2377,0,none
49.150,4.02846,-0.36133,0.0583,0.100,1.2380,0,none
49.200,4.01720,-0.39648,0.0917,0.100,1.2383,0,none
49.250,4.00978,-0.35938,0.0564,0.100,1.2385,0,none
49.301,4.01694,-0.40234,0.0972,0.100,1.2388,0,none
49.351,4.00328,-0.36328,0.0601,0.100,1.2390,0,none
49.403,3.99329,-0.44531,0.1380,0.100,1.2393,0,none
49.454,3.98609,-0.45117,0.1436,0.100,1.2394,0,none
49.502,3.99510,-0.43555,0.1288,0.100,1.2395,0,none
49.555,3.98753,-0.28711,-0.0122,0.100,1.2397,0,none
49.605,3.98399,-0.31641,0.0156,0.100,1.2398,0,none
49.655,3.97832,-0.34766,0.0453,0.100,1.2402,0,none
49.703,3.97979,-0.45508,0.1473,0.100,1.2405,0,none
49.755,3.96835,-0.47461,0.1659,0.100,1.2403,0,none
49.805,3.96467,-0.54688,0.2345,0.100,1.2403,0,none
49.854,3.96884,-0.39062,0.0861,0.100,1.2401,0,none
49.906,3.98456,-0.51562,0.2048,0.100,1.2402,0,none
49.954,3.99691,-0.50391,0.1937,0.100,1.2402,0,none
50.004,4.01902,-0.39648,0.0917,0.100,1.2401,0,none
50.053,4.04866,-0.26367,-0.0345,0.100,1.2404,0,none
50.104,4.07852,-0.23633,-0.0605,0.100,1.2406,0,none
50.155,4.10915,-0.23047,-0.0661,0.100,1.2409,0,none
50.204,4.13666,-0.17676,-0.1171,0.100,1.2412,0,none
50.253,4.16096,-0.19043,-0.1041,0.100,1.2413,0,none
50.303,4.17778,-0.21484,-0.0809,0.100,1.2415,0,none
50.354,4.19668,-0.16211,-0.1310,0.100,1.2418,0,none
50.405,4.21105,-0.15820,-0.1347,0.100,1.2419,0,none
50.455,4.21920,-0.12891,-0.1625,0.100,1.2420,0,none
50.505,4.22322,-0.25977,-0.0382,0.100,1.2421,0,none
50.556,4.21806,-0.20312,-0.0920,0.100,1.2424,0,none
50.605,4.21227,-0.24316,-0.0540,0.100,1.2426,0,none
50.655,4.20219,-0.25195,-0.0456,0.100,1.2428,0,none
50.705,4.19247,-0.40625,0.1009,0.100,1.2431,0,none
50.756,4.17837,-0.38672,0.0824,0.100,1.2429,0,none
50.806,4.16977,-0.36328,0.0601,0.100,1.2431,0,none
50.857,4.16422,-0.24707,-0.0503,0.100,1.2433,0,none
50.906,4.15907,-0.23633,-0.0605,0.100,1.2435,0,none
50.956,4.15291,-0.26758,-0.0308,0.100,1.2437,0,none
51.008,4.14472,-0.35938,0.0564,0.100,1.2439,0,none
51.056,4.13637,-0.37305,0.0694,0.100,1.2441,0,none
51.109,4.13112,-0.29297,-0.0067,0.100,1.2442,0,none
51.158,4.12854,-0.35156,0.0490,0.100,1.2445,0,none
51.208,4.12525,-0.26758,-0.0308,0.100,1.2447,0,none
51.258,4.12408,-0.34375,0.0416,0.100,1.2448,0,none
51.309,4.12411,-0.28711,-0.0122,0.100,1.2450,0,none
51.358,4.11816,-0.38086,0.0768,0.100,1.2452,0,none
51.408,4.11367,-0.29102,-0.0085,0.100,1.2453,0,none
51.460,4.11271,-0.43555,0.1288,0.100,1.2454,0,none
51.510,4.11426,-0.28906,-0.0104,0.100,1.2454,0,none
51.559,4.11307,-0.39648,0.0917,0.100,1.2453,0,none
51.608,4.11273,-0.18555,-0.1087,0.100,1.2454,0,none
51.660,4.11552,-0.26367,-0.0345,0.100,1.2451,0,none
51.708,4.11181,-0.42188,0.1158,0.100,1.2453,0,none
51.758,4.11089,-0.35156,0.0490,0.100,1.2450,0,none
51.808,4.11512,-0.36328,0.0601,0.100,1.2452,0,none
51.858,4.12070,-0.17578,-0.1180,0.100,1.2455,0,none
51.908,4.12797,-0.30078,0.0007,0.100,1.2452,0,none
51.959,4.12781,-0.26367,-0.0345,0.100,1.2454,0,none
52.009,4.12815,-0.26562,-0.0327,0.100,1.2456,0,none
52.059,4.12680,-0.25195,-0.0456,0.100,1.2458,0,none
52.113,4.12177,-0.33398,0.0323,0.100,1.2461,0,none
52.159,4.12284,-0.39844,0.0935,0.100,1.2462,0,none
52.210,4.12734,-0.25781,-0.0401,0.100,1.2463,0,none
52.261,4.13559,-0.23145,-0.0651,0.100,1.2463,0,none
52.309,4.13798,-0.18262,-0.1115,0.100,1.2465,0,none
52.359,4.14273,-0.29883,-0.0011,0.100,1.2466,0,none
52.409,4.14303,-0.25977,-0.0382,0.100,1.2467,0,none
52.465,4.14436,-0.53516,0.2234,0.100,1.2469,0,none
52.520,4.13903,-0.28711,-0.0122,0.100,1.2458,0,none
52.569,4.16424,-0.19727,-0.0976,0.100,1.2454,0,none
52.619,4.18616,-0.18066,-0.1134,0.100,1.2454,0,none
52.671,4.20177,-0.22070,-0.0753,0.100,1.2455,0,none
52.707,4.20816,-0.18164,-0.1124,0.100,1.2456,0,none
52.758,4.22026,-0.17383,-0.1199,0.100,1.2458,0,none
52.809,4.22728,-0.15430,-0.1384,0.100,1.2460,0,none
52.860,4.22886,-0.26758,-0.0308,0.100,1.2461,0,none
52.910,4.22652,-0.17969,-0.1143,0.100,1.2462,0,none
52.961,4.22046,-0.19141,-0.1032,0.100,1.2463,0,none
53.009,4.20878,-0.31055,0.0100,0.100,1.2464,0,none
53.061,4.19359,-0.34961,0.0471,0.100,1.2466,0,none
53.108,4.18116,-0.30273,0.0026,0.100,1.2467,0,none
53.158,4.16935,-0.25391,-0.0438,0.100,1.2469,0,none
53.208,4.15632,-0.39844,0.0935,0.100,1.2471,0,none
53.257,4.14191,-0.41797,0.1121,0.100,1.2471,0,none
53.308,4.13958,-0.30664,0.0063,0.100,1.2471,0,none
53.360,4.12691,-0.38086,0.0768,0.100,1.2472,0,none
53.411,4.11423,-0.43555,0.1288,0.100,1.2473,0,none
53.461,4.10588,-0.32227,0.0212,0.100,1.2474,0,none
53.512,4.10918,-0.39258,0.0879,0.100,1.2475,0,none
53.561,4.09880,-0.38477,0.0805,0.100,1.2476,0,none
53.611,4.09253,-0.33203,0.0304,0.100,1.2478,0,none
53.663,4.08897,-0.40820,0.1028,0.100,1.2480,0,none
53.712,4.09344,-0.28125,-0.0178,0.100,1.2481,0,none
53.760,4.08051,-0.33398,0.0323,0.100,1.2482,0,none
53.812,4.06688,-0.42969,0.1232,0.100,1.2483,0,none
53.863,4.05508,-0.32812,0.0267,0.100,1.2484,0,none
53.911,4.05336,-0.39258,0.0879,0.100,1.2484,0,none
53.961,4.03068,-0.33398,0.0323,0.100,1.2485,0,none
54.012,4.01135,-0.45312,0.1455,0.100,1.2487,0,none
54.062,3.99294,-0.45898,0.1510,0.100,1.2488,0,none
54.112,3.97864,-0.45312,0.1455,0.100,1.2486,0,none
54.162,3.94930,-0.48242,0.1733,0.100,1.2486,0,none
54.212,3.92657,-0.48438,0.1752,0.100,1.2486,0,none
54.263,3.92214,-0.47461,0.1659,0.100,1.2486,0,none
54.312,3.89471,-0.49609,0.1863,0.100,1.2487,0,none
54.362,3.87462,-0.54297,0.2308,0.100,1.2487,0,none
54.412,3.86297,-0.62891,0.3125,0.100,1.2485,0,none
54.463,3.86552,-0.50781,0.1974,0.100,1.2480,0,none
54.517,3.86379,-0.41992,0.1139,0.100,1.2479,0,none
54.564,3.86890,-0.48438,0.1752,0.100,1.2482,0,none
54.615,3.87822,-0.45508,0.1473,0.100,1.2484,0,none
54.665,3.89586,-0.40039,0.0954,0.100,1.2483,0,none
54.713,3.90068,-0.43945,0.1325,0.100,1.2486,0,none
54.763,3.90944,-0.39453,0.0898,0.100,1.2487,0,none
54.814,3.93947,-0.47461,0.1659,0.100,1.2488,0,none
54.865,3.93745,-0.26758,-0.0308,0.100,1.2489,0,none
54.915,3.93977,-0.37891,0.0750,0.100,1.2488,0,none
54.964,3.93857,-0.42969,0.1232,0.100,1.2489,0,none
54.998,3.95154,-0.49023,0.1807,0.100,1.2489,0,none
55.049,3.93288,-0.46094,0.1529,0.100,1.2486,0,none
55.098,3.92221,-0.45117,0.1436,0.100,1.2487,0,none
55.149,3.91749,-0.53516,0.2234,0.100,1.2488,0,none
55.198,3.91861,-0.49219,0.1826,0.100,1.2485,0,none
55.248,3.90731,-0.48633,0.1770,0.100,1.2485,0,none
55.300,3.90318,-0.51953,0.2086,0.100,1.2486,0,none
55.349,3.92320,-0.50781,0.1974,0.100,1.2484,0,none
55.399,3.90539,-0.46680,0.1585,0.100,1.2485,0,none
55.449,3.89529,-0.50391,0.1937,0.100,1.2486,0,none
55.500,3.89205,-0.47656,0.1677,0.100,1.2486,0,none
55.549,3.89826,-0.59375,0.2791,0.100,1.2487,0,none
55.600,3.88435,-0.58203,0.2679,0.100,1.2479,0,none
55.650,3.88375,-0.57812,0.2642,0.100,1.2476,0,none
55.700,3.91298,-0.44141,0.1343,0.100,1.2475,0,none
55.752,3.89887,-0.57031,0.2568,0.100,1.2479,0,none
55.801,3.89221,-0.67188,0.3533,0.100,1.2473,0,none
55.852,3.89990,-0.49609,0.1863,0.100,1.2462,0,none
55.902,3.92336,-0.46484,0.1566,0.100,1.2464,0,none
55.952,3.92036,-0.36914,0.0657,0.100,1.2468,0,none
56.001,3.92094,-0.48438,0.1752,0.100,1.2471,0,none
56.051,3.94502,-0.41992,0.1139,0.100,1.2469,0,none
56.101,3.92188,-0.41211,0.1065,0.100,1.2470,0,none
56.152,3.90270,-0.58984,0.2754,0.100,1.2473,0,none
56.201,3.89300,-0.57422,0.2605,0.100,1.2461,0,none
56.251,3.89884,-0.45703,0.1492,0.100,1.2459,0,none
56.303,3.88406,-0.53906,0.2271,0.100,1.2461,0,none
56.354,3.87632,-0.44727,0.1399,0.100,1.2459,0,none
56.402,3.89643,-0.39453,0.0898,0.100,1.2463,0,none
56.453,3.86725,-0.47266,0.1640,0.100,1.2465,0,none
56.502,3.84191,-0.49805,0.1881,0.100,1.2466,0,none
56.552,3.82477,-0.46094,0.1529,0.100,1.2464,0,none
56.602,3.81809,-0.57422,0.2605,0.100,1.2465,0,none
56.652,3.78408,-0.70703,0.3867,0.100,1.2459,0,none
56.704,3.76381,-0.64844,0.3310,0.100,1.2447,0,none
56.754,3.78109,-0.66016,0.3421,0.100,1.2441,0,none
56.803,3.75746,-0.63672,0.3199,0.100,1.2439,0,none
56.853,3.74776,-0.76172,0.4386,0.100,1.2437,0,none
56.904,3.75251,-0.69531,0.3755,0.100,1.2425,0,none
56.954,3.78007,-0.55469,0.2420,0.100,1.2418,0,none
57.004,3.78937,-0.49219,0.1826,0.100,1.2425,0,none
57.054,3.80527,-0.48047,0.1714,0.100,1.2430,0,none
57.105,3.84421,-0.52344,0.2123,0.100,1.2432,0,none
57.155,3.85292,-0.38086,0.0768,0.100,1.2432,0,none
57.207,3.87018,-0.46094,0.1529,0.100,1.2433,0,none
57.255,3.89115,-0.25195,-0.0456,0.100,1.2434,0,none
57.305,3.92804,-0.27930,-0.0197,0.100,1.2433,0,none
57.356,3.92354,-0.43750,0.1306,0.100,1.2436,0,none
57.405,3.91957,-0.44727,0.1399,0.100,1.2435,0,none
57.454,3.92363,-0.39258,0.0879,0.100,1.2434,0,none
57.509,3.93226,-0.40625,0.1009,0.100,1.2436,0,none
57.564,3.91466,-0.56250,0.2494,0.100,1.2438,0,none
57.615,3.90176,-0.55469,0.2420,0.100,1.2436,0,none
57.663,3.91733,-0.46680,0.1585,0.100,1.2430,0,none
57.709,3.89143,-0.45703,0.1492,0.100,1.2432,0,none
57.753,3.87100,-0.53125,0.2197,0.100,1.2435,0,none
57.804,3.85721,-0.55859,0.2457,0.100,1.2434,0,none
57.853,3.85410,-0.56641,0.2531,0.100,1.2430,0,none
57.904,3.83494,-0.49414,0.1844,0.100,1.2429,0,none
57.955,3.82610,-0.52734,0.2160,0.100,1.2430,0,none
58.003,3.84041,-0.65234,0.3347,0.100,1.2432,0,none
