time_s,steer,throttle,cte,speed,hit
51.221,0.000,0.050,-4.2760,0.0099,RepeatObjectAlong
51.271,0.000,0.050,-4.2768,0.0098,RepeatObjectAlong
51.322,0.000,0.050,-4.2777,0.0132,RepeatObjectAlong
51.371,0.000,0.050,-4.2798,0.0182,RepeatObjectAlong
51.423,0.000,0.050,-4.2817,0.0234,RepeatObjectAlong
51.470,0.000,0.050,-4.2830,0.0188,RepeatObjectAlong
51.521,0.000,0.050,-4.2855,0.0202,RepeatObjectAlong
51.572,0.000,0.050,-4.2875,0.0206,RepeatObjectAlong
51.620,0.000,0.050,-4.2896,0.0218,RepeatObjectAlong
51.670,0.000,0.050,-4.2918,0.0230,RepeatObjectAlong
51.722,0.000,0.050,-4.2943,0.0223,RepeatObjectAlong
51.772,0.000,0.050,-4.2951,0.0174,RepeatObjectAlong
51.822,0.000,0.050,-4.2978,0.0266,RepeatObjectAlong
51.873,0.000,0.050,-4.2999,0.0241,RepeatObjectAlong
51.921,0.000,0.050,-4.3023,0.0261,RepeatObjectAlong
51.973,0.000,0.050,-4.3046,0.0273,RepeatObjectAlong
52.025,0.000,0.050,-4.3066,0.0288,RepeatObjectAlong
52.073,0.000,0.050,-4.3098,0.0266,RepeatObjectAlong
52.123,0.000,0.050,-4.3117,0.0283,RepeatObjectAlong
52.173,0.000,0.050,-4.3137,0.0281,RepeatObjectAlong
52.223,0.000,0.050,-4.3156,0.0283,RepeatObjectAlong
52.273,0.000,0.050,-4.3193,0.0306,RepeatObjectAlong
52.324,0.000,0.050,-4.3217,0.0283,RepeatObjectAlong
52.374,0.000,0.050,-4.3229,0.0258,RepeatObjectAlong
52.425,0.000,0.050,-4.3246,0.0256,RepeatObjectAlong
52.473,0.000,0.050,-4.3280,0.0289,RepeatObjectAlong
52.525,0.000,0.050,-4.3305,0.0270,RepeatObjectAlong
52.574,0.000,0.050,-4.3326,0.0300,RepeatObjectAlong
52.626,0.000,0.050,-4.3340,0.0259,RepeatObjectAlong
52.675,0.000,0.050,-4.3359,0.0258,RepeatObjectAlong
52.724,0.000,0.050,-4.3389,0.0283,RepeatObjectAlong
52.775,0.000,0.050,-4.3421,0.0306,RepeatObjectAlong
52.825,0.000,0.050,-4.3450,0.0302,RepeatObjectAlong
52.876,0.000,0.050,-4.3479,0.0379,RepeatObjectAlong
52.926,0.000,0.050,-4.3513,0.0360,RepeatObjectAlong
52.976,0.000,0.050,-4.3548,0.0378,RepeatObjectAlong
53.027,0.000,0.050,-4.3581,0.0428,RepeatObjectAlong
53.075,0.000,0.050,-4.3608,0.0400,RepeatObjectAlong
53.126,0.000,0.050,-4.3641,0.0407,RepeatObjectAlong
53.178,0.000,0.050,-4.3676,0.0399,RepeatObjectAlong
53.226,0.000,0.050,-4.3713,0.0441,RepeatObjectAlong
53.278,0.000,0.050,-4.3743,0.0437,RepeatObjectAlong
53.326,0.000,0.050,-4.3781,0.0412,RepeatObjectAlong
53.377,0.000,0.050,-4.3818,0.0440,RepeatObjectAlong
53.427,0.000,0.050,-4.3852,0.0424,RepeatObjectAlong
53.479,0.000,0.050,-4.3891,0.0470,RepeatObjectAlong
53.527,0.000,0.050,-4.3929,0.0474,RepeatObjectAlong
53.578,0.000,0.050,-4.3965,0.0475,RepeatObjectAlong
53.629,0.000,0.050,-4.2299,0.0496,RepeatObjectAlong
53.679,0.000,0.050,-4.2363,0.0528,RepeatObjectAlong
53.728,0.000,0.050,-4.2430,0.0481,RepeatObjectAlong
53.780,0.000,0.050,-4.2502,0.0530,RepeatObjectAlong
53.829,0.000,0.050,-4.2563,0.0544,RepeatObjectAlong
53.882,0.000,0.050,-4.2622,0.0471,RepeatObjectAlong
53.931,0.000,0.050,-4.2690,0.0512,RepeatObjectAlong
53.981,0.000,0.050,-4.2761,0.0562,RepeatObjectAlong
54.031,0.000,0.050,-4.2830,0.0533,RepeatObjectAlong
54.081,0.000,0.050,-4.2892,0.0535,RepeatObjectAlong
54.132,0.000,0.050,-4.2955,0.0510,RepeatObjectAlong
54.179,0.000,0.050,-4.3018,0.0506,RepeatObjectAlong
54.231,0.000,0.050,-4.3088,0.0564,RepeatObjectAlong
54.282,0.000,0.050,-4.3154,0.0514,RepeatObjectAlong
54.334,0.000,0.050,-4.3224,0.0561,RepeatObjectAlong
54.381,0.000,0.050,-4.3289,0.0538,RepeatObjectAlong
54.432,0.000,0.050,-4.3358,0.0604,RepeatObjectAlong
54.482,0.000,0.050,-4.3420,0.0582,RepeatObjectAlong
54.534,0.000,0.050,-4.3480,0.0534,RepeatObjectAlong
54.582,0.000,0.050,-4.3542,0.0556,RepeatObjectAlong
54.633,0.000,0.050,-4.3608,0.0544,RepeatObjectAlong
54.684,0.000,0.050,-4.3675,0.0519,RepeatObjectAlong
54.734,0.000,0.050,-4.3744,0.0615,RepeatObjectAlong
54.784,0.000,0.050,-4.3806,0.0583,RepeatObjectAlong
54.832,0.000,0.050,-4.3872,0.0612,RepeatObjectAlong
54.884,0.000,0.050,-4.3942,0.0566,RepeatObjectAlong
54.935,0.000,0.050,-4.4009,0.0634,RepeatObjectAlong
54.984,0.000,0.050,-4.4073,0.0608,RepeatObjectAlong
55.034,0.000,0.050,-4.4098,0.0180,RepeatObjectAlong
55.086,0.000,0.050,-4.4085,0.0059,RepeatObjectAlong
55.118,0.000,0.050,-4.4088,0.0018,RepeatObjectAlong
55.169,0.000,0.050,-4.4084,0.0022,RepeatObjectAlong
55.220,0.000,0.050,-4.4082,0.0025,RepeatObjectAlong
55.269,0.000,0.050,-4.4076,0.0013,RepeatObjectAlong
55.318,0.000,0.050,-4.4072,0.0045,RepeatObjectAlong
55.367,0.000,0.050,-4.4068,0.0014,RepeatObjectAlong
55.419,0.000,0.050,-4.4064,0.0054,RepeatObjectAlong
55.470,0.000,0.050,-4.4060,0.0032,RepeatObjectAlong
55.520,0.000,0.050,-4.4060,0.0005,RepeatObjectAlong
55.569,0.000,0.050,-4.4052,0.0043,RepeatObjectAlong
55.619,0.000,0.050,-4.4050,0.0028,RepeatObjectAlong
55.670,0.000,0.050,-4.4044,0.0033,RepeatObjectAlong
55.722,0.000,0.050,-4.4041,0.0030,RepeatObjectAlong
55.772,0.000,0.050,-4.4038,0.0070,RepeatObjectAlong
55.823,0.000,0.050,-4.4034,0.0007,RepeatObjectAlong
55.877,0.000,0.050,-4.4030,0.0007,RepeatObjectAlong
55.927,0.000,0.050,-4.4029,0.0010,RepeatObjectAlong
57.181,0.000,0.000,1.9383,0.0000,none
57.231,0.000,0.000,1.9383,0.0000,none
57.280,0.000,0.000,1.9383,0.0000,none
57.331,0.000,0.000,1.9383,0.0000,none
57.383,0.000,0.000,1.9383,0.0000,none
57.433,0.000,0.000,1.9383,0.0000,none
57.482,0.000,0.000,1.9383,0.0000,none
57.534,0.000,0.000,1.9383,0.0000,none
57.583,0.000,0.000,1.9383,0.0000,none
57.632,0.000,0.000,1.9383,0.0000,none
57.681,0.000,0.000,1.9383,0.0000,none
57.733,0.000,0.000,1.9383,0.0000,none
57.781,0.000,0.000,1.9383,0.0000,none
57.834,0.000,0.000,1.9383,0.0000,none
57.884,0.000,0.000,1.9383,0.0000,none
57.933,0.000,0.000,1.9383,0.0000,none
57.983,0.000,0.000,1.9383,0.0000,none
58.034,0.000,0.000,1.9383,0.0000,none
58.086,0.000,0.000,1.9383,0.0000,none
58.133,0.000,0.000,1.9383,0.0000,none
58.184,0.000,0.000,1.9383,0.0000,none
58.236,0.000,0.000,1.9383,0.0000,none
58.285,0.000,0.000,1.9383,0.0000,none
58.334,0.000,0.000,1.9383,0.0000,none
58.386,0.000,0.000,1.9383,0.0000,none
58.419,0.000,0.000,1.9383,0.0000,none
58.469,0.000,0.000,1.9383,0.0000,none
58.520,0.000,0.000,1.9383,0.0000,none
58.568,0.000,0.000,1.9383,0.0000,none
58.621,0.000,0.000,1.9383,0.0000,none
58.667,0.000,0.000,1.9383,0.0000,none
58.719,0.000,0.000,1.9383,0.0000,none
58.771,0.000,0.000,1.9383,0.0000,none
58.818,0.000,0.000,1.9383,0.0000,none
58.871,0.000,0.000,1.9383,0.0000,none
58.920,0.000,0.000,1.9383,0.0000,none
58.971,0.000,0.000,1.9383,0.0000,none
59.023,0.000,0.000,1.9383,0.0000,none
59.072,0.000,0.000,1.9383,0.0000,none
59.121,0.000,0.000,1.9383,0.0000,none
59.171,0.000,0.000,1.9383,0.0000,none
59.222,0.000,0.000,1.9383,0.0000,none
59.273,0.000,0.000,1.9383,0.0000,none
59.322,0.000,0.000,1.9383,0.0000,none
59.372,0.000,0.000,1.9383,0.0000,none
59.423,0.000,0.000,1.9383,0.0000,none
59.473,0.000,0.000,1.9383,0.0000,none
59.523,0.000,0.000,1.9383,0.0000,none
59.574,0.000,0.000,1.9383,0.0000,none
59.625,0.000,0.000,1.9383,0.0000,none
59.673,0.000,0.000,1.9383,0.0000,none
59.723,0.000,0.000,1.9383,0.0000,none
59.773,0.000,0.000,1.9383,0.0000,none
59.825,0.000,0.000,1.9383,0.0000,none
59.875,0.000,0.000,1.9383,0.0000,none
59.926,0.000,0.000,1.9383,0.0000,none
59.974,0.000,0.000,1.9383,0.0000,none
60.023,0.000,0.000,1.9383,0.0000,none
60.073,0.000,0.000,1.9383,0.0000,none
60.124,0.000,0.000,1.9383,0.0000,none
60.176,0.000,0.000,1.9383,0.0000,none
60.225,0.000,0.000,1.9383,0.0000,none
60.274,0.000,0.000,1.9383,0.0000,none
60.325,0.000,0.000,1.9383,0.0000,none
60.374,0.000,0.000,1.9383,0.0000,none
60.424,0.000,0.000,1.9383,0.0000,none
60.475,0.000,0.000,1.9383,0.0000,none
60.525,0.000,0.000,1.9383,0.0000,none
60.575,0.000,0.000,1.9383,0.0000,none
60.624,0.000,0.000,1.9383,0.0000,none
60.677,0.000,0.000,1.9383,0.0000,none
60.726,0.000,0.000,1.9383,0.0000,none
60.775,0.000,0.000,1.9383,0.0000,none
60.825,0.000,0.000,1.9383,0.0000,none
60.876,0.000,0.000,1.9383,0.0000,none
60.925,0.000,0.000,1.9383,0.0000,none
60.977,0.000,0.000,1.9383,0.0000,none
61.027,0.000,0.000,1.9383,0.0000,none
61.086,0.000,0.000,1.9383,0.0000,none
61.132,0.000,0.000,1.9383,0.0000,none
61.183,0.000,0.000,1.9383,0.0000,none
61.234,0.000,0.000,1.9383,0.0000,none
61.286,0.000,0.000,1.9383,0.0000,none
61.336,0.000,0.000,1.9383,0.0000,none
61.370,0.000,0.000,1.9383,0.0000,none
61.418,0.000,0.000,1.9383,0.0000,none
61.469,0.000,0.000,1.9383,0.0000,none
61.518,0.000,0.000,1.9383,0.0000,none
61.570,0.000,0.000,1.9383,0.0000,none
61.619,0.000,0.000,1.9383,0.0000,none
61.669,0.000,0.000,1.9383,0.0000,none
61.720,0.000,0.000,1.9383,0.0000,none
61.768,0.000,0.000,1.9383,0.0000,none
61.820,0.000,0.000,1.9383,0.0000,none
61.869,0.000,0.000,1.9383,0.0000,none
61.919,0.000,0.000,1.9383,0.0000,none
61.971,0.000,0.000,1.9383,0.0000,none
62.020,0.000,0.000,1.9383,0.0000,none
62.070,0.000,0.000,1.9383,0.0000,none
62.121,0.000,0.000,1.9383,0.0000,none
62.173,0.000,0.000,1.9383,0.0000,none
62.221,0.000,0.000,1.9383,0.0000,none
62.272,0.000,0.000,1.9383,0.0000,none
62.322,0.000,0.000,1.9383,0.0000,none
62.370,0.000,0.000,1.9383,0.0000,none
62.422,0.000,0.000,1.9383,0.0000,none
62.472,0.000,0.000,1.9383,0.0000,none
62.523,0.000,0.000,1.9383,0.0000,none
62.571,0.000,0.000,1.9383,0.0000,none
62.625,0.000,0.000,1.9383,0.0000,none
62.671,0.000,0.000,1.9383,0.0000,none
62.720,0.000,0.000,1.9383,0.0000,none
62.774,0.000,0.000,1.9383,0.0000,none
62.821,0.000,0.000,1.9383,0.0000,none
62.874,0.000,0.000,1.9383,0.0000,none
62.924,0.000,0.000,1.9383,0.0000,none
62.971,0.000,0.000,1.9383,0.0000,none
63.023,0.000,0.000,1.9383,0.0000,none
63.075,0.000,0.000,1.9383,0.0000,none
63.122,0.000,0.000,1.9383,0.0000,none
63.174,0.000,0.000,1.9383,0.0000,none
63.224,0.000,0.000,1.9383,0.0000,none
63.275,0.000,0.000,1.9383,0.0000,none
63.324,0.000,0.000,1.9383,0.0000,none
63.374,0.000,0.000,1.9383,0.0000,none
63.425,0.000,0.000,1.9383,0.0000,none
63.475,0.000,0.000,1.9383,0.0000,none
63.526,0.000,0.000,1.9383,0.0000,none
63.573,0.000,0.000,1.9383,0.0000,none
63.625,0.000,0.000,1.9383,0.0000,none
63.674,0.000,0.000,1.9383,0.0000,none
63.723,0.000,0.000,1.9383,0.0000,none
63.777,0.000,0.000,1.9383,0.0000,none
63.823,0.000,0.000,1.9383,0.0000,none
63.876,0.000,0.000,1.9383,0.0000,none
63.926,0.000,0.000,1.9383,0.0000,none
63.975,0.000,0.000,1.9383,0.0000,none
64.026,0.000,0.000,1.9383,0.0000,none
64.077,0.000,0.000,1.9383,0.0000,none
64.126,0.000,0.000,1.9383,0.0000,none
64.175,0.000,0.000,1.9383,0.0000,none
64.227,0.000,0.000,1.9383,0.0000,none
64.277,0.000,0.000,1.9383,0.0000,none
64.327,0.000,0.000,1.9383,0.0000,none
64.376,0.000,0.000,1.9383,0.0000,none
64.427,0.000,0.000,1.9383,0.0000,none
64.477,0.000,0.000,1.9383,0.0000,none
64.527,0.000,0.000,1.9383,0.0000,none
64.576,0.000,0.000,1.9383,0.0000,none
64.629,0.000,0.000,1.9383,0.0000,none
64.677,0.000,0.000,1.9383,0.0000,none
64.727,0.000,0.000,1.9383,0.0000,none
64.778,0.000,0.000,1.9383,0.0000,none
64.828,0.000,0.000,1.9383,0.0000,none
64.878,0.000,0.000,1.9383,0.0000,none
64.928,0.000,0.000,1.9383,0.0000,none
64.977,0.000,0.000,1.9383,0.0000,none
65.028,0.000,0.000,1.9383,0.0000,none
65.079,0.000,0.000,1.9383,0.0000,none
65.130,0.000,0.050,1.9383,0.0031,none
65.179,0.000,0.050,1.9384,0.0097,none
65.228,0.000,0.050,1.9385,0.0167,none
65.278,0.000,0.050,1.9385,0.0265,none
65.329,0.000,0.050,1.9385,0.0272,none
65.379,0.000,0.050,1.9388,0.0367,none
65.430,0.000,0.050,1.9390,0.0396,none
65.480,0.000,0.050,1.9391,0.0521,none
65.530,0.000,0.050,1.9392,0.0537,none
65.582,0.000,0.050,1.9392,0.0589,none
65.630,0.000,0.050,1.9391,0.0643,none
65.679,0.000,0.050,1.9392,0.0734,none
65.730,0.000,0.050,1.9394,0.0783,none
65.781,0.000,0.050,1.9393,0.0800,none
65.830,0.000,0.050,1.9391,0.0877,none
65.882,0.000,0.050,1.9389,0.0933,none
65.931,0.000,0.050,1.9433,0.0994,none
65.981,0.000,0.050,1.9429,0.1044,none
66.029,0.000,0.050,1.9424,0.1103,none
66.081,0.000,0.050,1.9419,0.1152,none
66.133,0.000,0.050,1.9414,0.1208,none
66.182,0.000,0.050,1.9408,0.1260,none
66.231,0.000,0.050,1.9402,0.1312,none
66.284,0.000,0.050,1.9396,0.1363,none
66.333,0.000,0.050,1.9390,0.1414,none
66.384,0.000,0.050,1.9383,0.1464,none
66.433,0.000,0.050,1.9376,0.1514,none
66.484,0.000,0.050,1.9368,0.1563,none
66.533,0.000,0.050,1.9361,0.1612,none
66.585,0.000,0.050,1.9353,0.1660,none
66.635,0.000,0.050,1.9344,0.1708,none
66.684,0.000,0.050,1.9336,0.1755,none
66.734,0.000,0.050,1.9327,0.1802,none
66.784,0.000,0.050,1.9318,0.1849,none
66.836,0.000,0.050,1.9308,0.1894,none
66.886,0.000,0.050,1.9299,0.1940,none
66.932,0.000,0.050,1.9289,0.1985,none
66.984,0.000,0.050,1.9279,0.2029,none
67.036,0.000,0.050,1.9268,0.2073,none
67.087,0.000,0.050,1.9258,0.2117,none
67.135,0.000,0.050,1.9247,0.2160,none
67.184,0.000,0.050,1.9235,0.2203,none
67.234,0.000,0.050,1.9224,0.2245,none
67.286,0.000,0.050,1.9212,0.2287,none
67.319,0.000,0.050,1.9264,0.2328,none
67.370,0.000,0.050,1.9243,0.2369,none
67.419,0.000,0.050,1.9222,0.2410,none
67.469,0.000,0.050,1.9201,0.2450,none
67.520,0.000,0.050,1.9180,0.2490,none
67.569,0.000,0.050,1.9158,0.2529,none
67.620,0.000,0.050,1.9135,0.2568,none
67.669,0.000,0.050,1.9113,0.2606,none
67.720,0.000,0.050,1.9090,0.2645,none
67.772,0.000,0.050,1.9066,0.2682,none
67.820,0.000,0.050,1.9043,0.2720,none
67.871,0.000,0.050,1.9018,0.2757,none
67.922,0.000,0.050,1.8994,0.2793,none
67.969,0.000,0.050,1.8969,0.2830,none
68.022,0.000,0.050,1.8944,0.2865,none
68.070,0.000,0.050,1.8919,0.2901,none
68.119,0.000,0.050,1.8893,0.2936,none
68.173,0.000,0.050,1.8889,0.2971,none
68.222,0.000,0.050,1.8859,0.3005,none
68.274,0.000,0.050,1.8828,0.3039,none
68.323,0.000,0.050,1.8798,0.3073,none
68.373,0.000,0.050,1.8766,0.3106,none
68.421,0.000,0.050,1.8735,0.3140,none
68.471,0.000,0.050,1.8703,0.3172,none
68.521,0.000,0.050,1.8671,0.3205,none
68.571,0.000,0.050,1.8639,0.3237,none
68.623,0.000,0.050,1.8606,0.3268,none
68.671,0.000,0.050,1.8573,0.3300,none
68.723,0.000,0.050,1.8539,0.3331,none
68.774,0.000,0.050,1.8505,0.3362,none
68.822,0.000,0.050,1.8471,0.3392,none
68.874,0.000,0.050,1.8492,0.3422,none
68.923,0.000,0.050,1.8446,0.3452,none
68.974,0.000,0.050,1.8401,0.3482,none
69.025,0.000,0.050,1.8354,0.3511,none
69.073,0.000,0.050,1.8308,0.3540,none
69.123,0.000,0.050,1.8261,0.3569,none
69.174,0.000,0.050,1.8213,0.3597,none
69.226,0.000,0.050,1.8165,0.3625,none
69.275,0.000,0.050,1.8117,0.3653,none
69.322,0.000,0.050,1.8069,0.3680,none
69.374,0.000,0.050,1.8020,0.3708,none
69.423,0.000,0.050,1.7970,0.3734,none
69.474,0.000,0.050,1.7921,0.3761,none
69.525,0.000,0.050,1.7904,0.3788,none
69.573,0.000,0.050,1.7846,0.3814,none
69.625,0.000,0.050,1.7787,0.3840,none
69.673,0.000,0.050,1.7728,0.3865,none
69.725,0.000,0.050,1.7668,0.3890,none
69.774,0.000,0.050,1.7608,0.3916,none
69.824,0.000,0.050,1.7547,0.3940,none
69.875,0.000,0.050,1.7487,0.3965,none
69.925,0.000,0.050,1.7425,0.3989,none
69.976,0.000,0.050,1.7364,0.4013,none
70.027,0.000,0.050,1.7302,0.4037,none
70.077,0.000,0.050,1.7271,0.4061,none
70.126,0.000,0.050,1.7201,0.4084,none
70.177,0.000,0.050,1.7131,0.4107,none
70.227,0.000,0.050,1.7060,0.4130,none
70.276,0.000,0.050,1.6989,0.4153,none
70.327,0.000,0.050,1.6917,0.4175,none
70.376,0.000,0.050,1.6845,0.4197,none
70.429,0.000,0.050,1.6772,0.4219,none
70.476,0.000,0.050,1.6700,0.4241,none
70.527,0.000,0.050,1.6626,0.4263,none
70.579,0.000,0.050,1.6553,0.4284,none
70.627,0.000,0.050,1.6534,0.4305,none
70.677,0.000,0.050,1.6445,0.4326,none
70.726,0.000,0.050,1.6356,0.4347,none
70.777,0.000,0.050,1.6266,0.4367,none
70.828,0.000,0.050,1.6175,0.4387,none
70.880,0.000,0.050,1.6084,0.4407,none
70.929,0.000,0.050,1.5993,0.4427,none
70.980,0.000,0.050,1.5901,0.4447,none
71.030,0.000,0.050,1.5809,0.4466,none
71.081,0.000,0.050,1.5717,0.4486,none
71.131,0.000,0.050,1.5647,0.4505,none
71.182,0.000,0.050,1.5548,0.4523,none
71.232,0.000,0.050,1.5448,0.4542,none
71.282,0.000,0.050,1.5348,0.4561,none
71.332,0.000,0.050,1.5248,0.4579,none
71.385,0.000,0.050,1.5147,0.4597,none
71.433,0.000,0.050,1.5046,0.4615,none
71.486,0.000,0.050,1.4944,0.4633,none
71.534,0.000,0.050,1.4842,0.4650,none
71.582,0.000,0.050,1.4740,0.4668,none
71.632,0.000,0.050,1.4688,0.4685,none
71.684,0.000,0.050,1.4570,0.4702,none
71.734,0.000,0.050,1.4451,0.4719,none
71.786,0.000,0.050,1.4332,0.4735,none
71.834,0.000,0.050,1.4213,0.4752,none
71.882,0.000,0.050,1.4093,0.4768,none
71.933,0.000,0.050,1.3973,0.4784,none
71.982,0.000,0.050,1.3852,0.4800,none
72.033,0.000,0.050,1.3731,0.4816,none
72.084,0.000,0.050,1.3610,0.4832,none
72.134,0.000,0.050,1.3518,0.4847,none
72.186,0.000,0.050,1.3385,0.4863,none
72.236,0.000,0.050,1.3251,0.4878,none
72.284,0.000,0.050,1.3117,0.4893,none
72.336,0.000,0.050,1.2982,0.4908,none
72.385,0.000,0.050,1.2847,0.4923,none
72.436,0.000,0.050,1.2712,0.4937,none
72.484,0.000,0.050,1.2576,0.4952,none
72.534,0.000,0.050,1.2440,0.4966,none
72.586,0.000,0.050,1.2329,0.4980,none
72.635,0.000,0.050,1.2183,0.4994,none
72.685,0.000,0.050,1.2037,0.5008,none
72.736,0.000,0.050,1.1891,0.5022,none
72.769,0.000,0.050,1.1744,0.5036,none
72.817,0.000,0.050,1.1596,0.5049,none
72.870,0.000,0.050,1.1448,0.5062,none
72.918,0.000,0.050,1.1300,0.5076,none
72.971,0.000,0.050,1.1152,0.5089,none
73.022,0.000,0.050,1.1054,0.5102,none
73.069,0.000,0.050,1.0886,0.5114,none
73.119,0.000,0.050,1.0717,0.5127,none
73.170,0.000,0.050,1.0548,0.5140,none
73.219,0.000,0.050,1.0378,0.5152,none
73.270,0.000,0.050,1.0208,0.5164,none
73.321,0.000,0.050,1.0038,0.5176,none
73.371,0.000,0.050,0.9868,0.5188,none
73.421,0.000,0.050,0.9697,0.5200,none
73.470,0.000,0.050,0.9554,0.5212,none
73.520,0.000,0.050,0.9370,0.5224,none
73.573,0.000,0.050,0.9186,0.5235,none
73.623,0.000,0.050,0.9001,0.5247,none
73.673,0.000,0.050,0.8816,0.5258,none
73.722,0.000,0.050,0.8630,0.5269,none
73.772,0.000,0.050,0.8444,0.5280,none
73.822,0.000,0.050,0.8258,0.5291,none
73.874,0.000,0.050,0.8110,0.5302,none
73.922,0.000,0.050,0.7909,0.5313,none
73.973,0.000,0.050,0.7709,0.5324,none
74.023,0.000,0.050,0.7508,0.5334,none
74.075,0.000,0.050,0.7307,0.5345,none
74.124,0.000,0.050,0.7105,0.5355,none
74.174,0.000,0.050,0.6903,0.5365,none
74.222,0.000,0.050,0.6700,0.5375,none
74.274,0.000,0.050,0.6498,0.5385,none
74.324,0.000,0.050,0.6335,0.5395,none
74.376,0.000,0.050,0.6114,0.5405,none
74.426,0.000,0.050,0.5893,0.5415,none
74.476,0.000,0.050,0.5671,0.5424,none
74.526,0.000,0.050,0.5449,0.5434,none
74.576,0.000,0.050,0.5226,0.5443,none
74.625,0.000,0.050,0.5004,0.5453,none
74.677,0.000,0.050,0.4780,0.5462,none
74.727,0.000,0.050,0.4605,0.5471,none
74.777,0.000,0.050,0.4363,0.5480,none
74.826,0.000,0.050,0.4120,0.5489,none
74.876,0.000,0.050,0.3877,0.5498,none
74.925,0.000,0.050,0.3634,0.5507,none
74.975,0.000,0.050,0.3390,0.5515,none
75.026,0.000,0.050,0.3146,0.5524,none
75.075,0.000,0.050,0.2901,0.5533,none
75.126,0.000,0.050,0.2710,0.5541,none
75.177,0.000,0.050,0.2445,0.5549,none
75.228,0.000,0.050,0.2181,0.5558,none
75.276,0.000,0.050,0.1916,0.5566,none
75.327,0.000,0.050,0.1651,0.5574,none
75.378,0.000,0.050,0.1385,0.5582,none
75.428,0.000,0.050,0.1119,0.5590,none
75.478,0.000,0.050,0.0853,0.5598,none
75.526,0.000,0.050,0.0550,0.5605,none
75.576,0.000,0.050,0.0295,0.5613,none
75.628,0.000,0.050,0.0040,0.5621,none
75.679,0.000,0.050,-0.0215,0.5628,none
75.731,0.000,0.050,-0.0471,0.5636,none
75.779,0.000,0.050,-0.0727,0.5643,none
75.831,0.000,0.050,-0.0983,0.5650,none
75.878,0.000,0.050,-0.1240,0.5658,none
75.928,0.000,0.050,-0.1724,0.5665,none
75.981,0.000,0.050,-0.1905,0.5672,none
76.031,0.000,0.050,-0.2085,0.5679,none
76.081,0.000,0.050,-0.2265,0.5686,none
76.130,0.000,0.050,-0.2446,0.5693,none
76.179,0.000,0.050,-0.2627,0.5699,none
76.230,0.000,0.050,-0.2808,0.5706,none
76.282,0.000,0.050,-0.2989,0.5713,none
76.328,0.000,0.050,-0.3346,0.5719,none
76.380,0.000,0.050,-0.3466,0.5726,none
76.431,0.000,0.050,-0.3585,0.5732,none
76.482,0.000,0.050,-0.3705,0.5739,none
76.531,0.000,0.050,-0.3825,0.5745,none
76.580,0.000,0.050,-0.3945,0.5751,none
76.632,0.000,0.050,-0.4065,0.5758,none
76.680,0.000,0.050,-0.4186,0.5764,none
76.730,0.000,0.050,-0.4405,0.5770,none
76.780,0.000,0.050,-0.4488,0.5776,none
76.833,0.000,0.050,-0.4571,0.5782,none
76.882,0.000,0.050,-0.4654,0.5788,none
76.930,0.000,0.050,-0.4737,0.5794,none
76.981,0.000,0.050,-0.4821,0.5799,none
77.030,0.000,0.050,-0.4904,0.5805,none
77.081,0.000,0.050,-0.4987,0.5811,none
77.133,0.000,0.050,-0.5137,0.5816,none
77.182,0.000,0.050,-0.5192,0.5822,none
77.235,0.000,0.050,-0.5248,0.5827,none
77.282,0.000,0.050,-0.5304,0.5833,none
77.334,0.000,0.050,-0.5360,0.5838,none
77.384,0.000,0.050,-0.5415,0.5843,none
77.435,0.000,0.050,-0.5471,0.5849,none
77.485,0.000,0.050,-0.5527,0.5854,none
77.522,0.000,0.050,-0.5590,0.5859,none
77.572,0.000,0.050,-0.5643,0.5864,none
77.621,0.000,0.050,-0.5695,0.5869,none
77.670,0.000,0.050,-0.5748,0.5874,none
77.720,0.000,0.050,-0.5800,0.5879,none
77.773,0.000,0.050,-0.5853,0.5884,none
77.820,0.000,0.050,-0.5905,0.5889,none
77.872,0.000,0.050,-0.5958,0.5894,none
77.922,0.000,0.050,-0.6011,0.5899,none
77.972,0.000,0.050,-0.6063,0.5903,none
78.022,0.000,0.050,-0.6116,0.5908,none
78.072,0.000,0.050,-0.6169,0.5913,none
78.122,0.000,0.050,-0.6221,0.5917,none
78.173,0.000,0.050,-0.6274,0.5922,none
78.223,0.000,0.050,-0.6327,0.5926,none
78.274,0.000,0.050,-0.6380,0.5931,none
78.325,0.000,0.050,-0.6432,0.5935,none
78.374,0.000,0.050,-0.6485,0.5939,none
78.424,0.000,0.050,-0.6538,0.5944,none
78.472,0.000,0.050,-0.6591,0.5948,none
78.526,0.000,0.050,-0.6643,0.5952,none
78.575,0.000,0.050,-0.6696,0.5956,none
78.624,0.000,0.050,-0.6749,0.5960,none
78.676,0.000,0.050,-0.6801,0.5965,none
78.725,0.000,0.050,-0.6855,0.5969,none
78.776,0.000,0.050,-0.6908,0.5973,none
78.827,0.000,0.050,-0.6961,0.5977,none
78.875,0.000,0.050,-0.7014,0.5980,none
78.925,0.000,0.050,-0.7068,0.5984,none
78.976,0.000,0.050,-0.7121,0.5988,none
79.026,0.000,0.050,-0.7084,0.5992,none
79.075,0.000,0.050,-0.7173,0.5996,none
79.127,0.000,0.050,-0.7262,0.5999,none
79.176,0.000,0.050,-0.7352,0.6003,none
79.227,0.000,0.050,-0.7441,0.6007,none
79.276,0.000,0.050,-0.7530,0.6010,none
79.326,0.000,0.050,-0.7619,0.6014,none
