time_s,steer,throttle,cte,speed,hit
79.376,0.000,0.050,-0.7709,0.6018,none
79.427,0.000,0.050,-0.7736,0.6021,none
79.477,0.000,0.050,-0.7855,0.6025,none
79.528,0.000,0.050,-0.7975,0.6028,none
79.577,0.000,0.050,-0.8094,0.6031,none
79.634,0.000,0.050,-0.8214,0.6035,none
79.682,0.000,0.050,-0.8334,0.6038,none
79.735,0.000,0.050,-0.8453,0.6041,none
79.782,0.000,0.050,-0.8462,0.6045,none
79.833,0.000,0.050,-0.8624,0.6048,none
79.883,0.000,0.050,-0.8787,0.6051,none
79.933,0.000,0.050,-0.8949,0.6054,none
79.985,0.000,0.050,-0.9112,0.6057,none
80.035,0.000,0.050,-0.9275,0.6060,none
80.083,0.000,0.050,-0.9438,0.6064,none
80.133,0.000,0.050,-0.9601,0.6067,none
80.184,0.000,0.050,-0.9651,0.6070,none
80.234,0.000,0.050,-0.9867,0.6073,none
80.285,0.000,0.050,-1.0083,0.6076,none
80.334,0.000,0.050,-1.0299,0.6078,none
80.383,0.000,0.050,-1.0514,0.6081,none
80.433,0.000,0.050,-1.0730,0.6084,none
80.486,0.000,0.050,-1.0947,0.6087,none
80.535,0.000,0.050,-1.0989,0.6090,none
80.584,0.000,0.050,-1.1269,0.6093,none
80.635,0.000,0.050,-1.1550,0.6095,none
80.685,0.000,0.050,-1.1831,0.6098,none
80.734,0.000,0.050,-1.2113,0.6101,none
80.786,0.000,0.050,-1.2394,0.6103,none
80.837,0.000,0.050,-1.2675,0.6106,none
80.887,0.000,0.050,-1.2956,0.6109,none
80.921,0.000,0.050,-1.3052,0.6111,none
80.971,0.000,0.050,-1.3414,0.6114,none
81.020,0.000,0.050,-1.3777,0.6116,none
81.069,0.000,0.050,-1.4140,0.6119,none
81.118,0.000,0.050,-1.4503,0.6121,none
81.168,0.000,0.050,-1.4867,0.6124,none
81.221,0.000,0.050,-1.5230,0.6126,none
81.270,0.000,0.050,-1.5593,0.6129,none
81.321,0.000,0.050,-1.5752,0.6131,none
81.371,0.000,0.050,-1.6219,0.6133,none
81.420,0.000,0.050,-1.6686,0.6136,none
81.470,0.000,0.050,-1.7153,0.6138,none
81.518,0.000,0.050,-1.7621,0.6140,none
81.571,0.000,0.050,-1.8088,0.6143,none
81.620,0.000,0.050,-1.8556,0.6145,none
81.670,0.000,0.050,-1.8675,0.6147,none
81.720,0.000,0.050,-1.9266,0.6149,none
81.771,0.000,0.050,-1.9857,0.6151,none
81.821,0.000,0.050,-2.0449,0.6154,none
81.871,0.000,0.050,-2.1041,0.6156,none
81.919,0.000,0.050,-2.1632,0.6158,none
81.970,0.000,0.050,-2.2225,0.6160,none
82.020,0.000,0.050,-2.2817,0.6162,none
82.068,0.000,0.050,-2.2931,0.6164,none
82.119,0.000,0.050,-2.3686,0.6166,none
82.172,0.000,0.050,-2.4440,0.6168,none
82.221,0.000,0.050,-2.5195,0.6170,none
82.272,0.000,0.050,-2.5950,0.6172,none
82.321,0.000,0.050,-2.6705,0.6174,none
82.372,0.000,0.050,-2.7461,0.6176,none
82.421,0.000,0.050,-2.8217,0.6178,none
82.471,0.000,0.050,-2.8973,0.6180,none
82.523,0.000,0.050,-2.9217,0.6181,none
82.573,0.000,0.050,-3.0173,0.6183,none
82.623,0.000,0.050,-3.1128,0.6185,none
82.671,0.000,0.050,-3.2084,0.6187,none
82.722,0.000,0.050,-3.3040,0.6189,none
82.772,0.000,0.050,-3.3997,0.6191,none
82.823,0.000,0.050,-3.4954,0.6192,none
82.872,0.000,0.050,-3.5910,0.6194,none
82.924,0.000,0.050,-3.6868,0.6196,none
82.975,0.000,0.050,-3.7068,0.6197,none
83.025,0.000,0.050,-3.8274,0.6199,none
83.075,0.000,0.050,-3.9479,0.6201,none
83.123,0.000,0.050,-4.0686,0.6202,none
83.175,0.000,0.050,-4.1482,0.4879,RepeatObjectAlong
83.223,0.000,0.050,-4.1845,0.3695,RepeatObjectAlong
83.274,0.000,0.050,-4.2147,0.2827,RepeatObjectAlong
83.326,0.000,0.050,-4.2368,0.1969,RepeatObjectAlong
83.375,0.000,0.050,-4.2532,0.1285,RepeatObjectAlong
83.426,0.000,0.050,-4.2653,0.0790,RepeatObjectAlong
83.475,0.000,0.050,-4.2734,0.0453,RepeatObjectAlong
83.525,0.000,0.050,-4.2788,0.0207,RepeatObjectAlong
83.575,0.000,0.050,-4.2823,0.0124,RepeatObjectAlong
83.623,0.000,0.050,-4.2851,0.0115,RepeatObjectAlong
83.677,0.000,0.050,-4.2867,0.0045,RepeatObjectAlong
83.725,0.000,0.050,-4.2880,0.0128,RepeatObjectAlong
83.776,0.000,0.050,-4.2893,0.0114,RepeatObjectAlong
83.826,0.000,0.050,-4.2903,0.0145,RepeatObjectAlong
83.876,0.000,0.050,-4.2911,0.0167,RepeatObjectAlong
83.924,0.000,0.050,-4.2923,0.0118,RepeatObjectAlong
83.975,0.000,0.050,-4.2943,0.0202,RepeatObjectAlong
84.025,0.000,0.050,-4.2974,0.0261,RepeatObjectAlong
84.076,0.000,0.050,-4.2995,0.0271,RepeatObjectAlong
84.127,0.000,0.050,-4.3019,0.0241,RepeatObjectAlong
84.176,0.000,0.050,-4.3045,0.0258,RepeatObjectAlong
84.228,0.000,0.050,-4.3068,0.0274,RepeatObjectAlong
84.276,0.000,0.050,-4.3087,0.0237,RepeatObjectAlong
84.326,0.000,0.050,-4.3106,0.0219,RepeatObjectAlong
84.378,0.000,0.050,-4.3132,0.0246,RepeatObjectAlong
84.428,0.000,0.050,-4.3147,0.0181,RepeatObjectAlong
84.477,0.000,0.050,-4.3178,0.0280,RepeatObjectAlong
84.530,0.000,0.050,-4.3211,0.0314,RepeatObjectAlong
84.577,0.000,0.050,-4.3251,0.0360,RepeatObjectAlong
84.627,0.000,0.050,-4.3291,0.0396,RepeatObjectAlong
84.678,0.000,0.050,-4.3324,0.0385,RepeatObjectAlong
84.726,0.000,0.050,-4.3357,0.0388,RepeatObjectAlong
84.779,0.000,0.050,-4.3389,0.0354,RepeatObjectAlong
84.828,0.000,0.050,-4.3428,0.0403,RepeatObjectAlong
84.878,0.000,0.050,-4.3459,0.0398,RepeatObjectAlong
84.929,0.000,0.050,-4.3487,0.0356,RepeatObjectAlong
84.980,0.000,0.050,-4.3520,0.0373,RepeatObjectAlong
85.029,0.000,0.050,-4.3541,0.0285,RepeatObjectAlong
85.078,0.000,0.050,-4.3566,0.0333,RepeatObjectAlong
85.128,0.000,0.050,-4.3585,0.0296,RepeatObjectAlong
85.178,0.000,0.050,-4.3608,0.0262,RepeatObjectAlong
85.230,0.000,0.050,-4.3642,0.0341,RepeatObjectAlong
85.278,0.000,0.050,-4.3651,0.0273,RepeatObjectAlong
85.331,0.000,0.050,-4.3685,0.0354,RepeatObjectAlong
85.380,0.000,0.050,-4.3705,0.0307,RepeatObjectAlong
85.430,0.000,0.050,-4.3734,0.0348,RepeatObjectAlong
85.480,0.000,0.050,-4.3756,0.0372,RepeatObjectAlong
85.530,0.000,0.050,-4.3777,0.0344,RepeatObjectAlong
85.580,0.000,0.050,-4.3807,0.0343,RepeatObjectAlong
85.631,0.000,0.050,-4.3848,0.0349,RepeatObjectAlong
85.681,0.000,0.050,-4.2156,0.0405,RepeatObjectAlong
85.733,0.000,0.050,-4.2206,0.0427,RepeatObjectAlong
85.782,0.000,0.050,-4.2262,0.0391,RepeatObjectAlong
85.831,0.000,0.050,-4.2323,0.0451,RepeatObjectAlong
85.883,0.000,0.050,-4.2384,0.0429,RepeatObjectAlong
85.932,0.000,0.050,-4.2446,0.0423,RepeatObjectAlong
85.983,0.000,0.050,-4.2511,0.0472,RepeatObjectAlong
86.031,0.000,0.050,-4.2576,0.0484,RepeatObjectAlong
86.084,0.000,0.050,-4.2639,0.0459,RepeatObjectAlong
86.132,0.000,0.050,-4.2706,0.0526,RepeatObjectAlong
86.182,0.000,0.050,-4.2766,0.0498,RepeatObjectAlong
86.231,0.000,0.050,-4.2835,0.0487,RepeatObjectAlong
86.282,0.000,0.050,-4.2905,0.0556,RepeatObjectAlong
86.332,0.000,0.050,-4.2967,0.0542,RepeatObjectAlong
86.382,0.000,0.050,-4.3025,0.0512,RepeatObjectAlong
86.432,0.000,0.050,-4.3095,0.0550,RepeatObjectAlong
86.483,0.000,0.050,-4.3158,0.0535,RepeatObjectAlong
86.532,0.000,0.050,-4.3228,0.0518,RepeatObjectAlong
86.582,0.000,0.050,-4.3298,0.0548,RepeatObjectAlong
86.633,0.000,0.050,-4.3366,0.0581,RepeatObjectAlong
86.682,0.000,0.050,-4.3433,0.0596,RepeatObjectAlong
86.734,0.000,0.050,-4.3499,0.0531,RepeatObjectAlong
86.784,0.000,0.050,-4.3569,0.0588,RepeatObjectAlong
86.835,0.000,0.050,-4.3635,0.0591,RepeatObjectAlong
86.887,0.000,0.050,-4.3697,0.0553,RepeatObjectAlong
86.934,0.000,0.050,-4.3755,0.0528,RepeatObjectAlong
86.968,0.000,0.050,-4.3823,0.0521,RepeatObjectAlong
87.019,0.000,0.050,-4.3887,0.0531,RepeatObjectAlong
87.069,0.000,0.050,-4.3952,0.0565,RepeatObjectAlong
87.121,0.000,0.050,-4.4009,0.0561,RepeatObjectAlong
87.169,0.000,0.050,-4.4072,0.0519,RepeatObjectAlong
87.219,0.000,0.050,-4.4056,0.0039,RepeatObjectAlong
87.271,0.000,0.050,-4.4056,0.0046,RepeatObjectAlong
87.318,0.000,0.050,-4.4056,0.0026,RepeatObjectAlong
87.370,0.000,0.050,-4.4056,0.0010,RepeatObjectAlong
87.421,0.000,0.050,-4.4053,0.0027,RepeatObjectAlong
87.471,0.000,0.050,-4.4052,0.0033,RepeatObjectAlong
87.520,0.000,0.050,-4.4049,0.0005,RepeatObjectAlong
87.570,0.000,0.050,-4.4045,0.0041,RepeatObjectAlong
87.620,0.000,0.050,-4.4043,0.0008,RepeatObjectAlong
87.670,0.000,0.050,-4.4035,0.0022,RepeatObjectAlong
87.723,0.000,0.050,-4.4028,0.0053,RepeatObjectAlong
87.772,0.000,0.050,-4.4026,0.0024,RepeatObjectAlong
87.823,0.000,0.050,-4.4019,0.0032,RepeatObjectAlong
87.871,0.000,0.050,-4.4017,0.0019,RepeatObjectAlong
87.921,0.000,0.050,-4.4014,0.0006,RepeatObjectAlong
87.973,0.000,0.050,-4.4012,0.0015,RepeatObjectAlong
88.022,0.000,0.050,-4.4006,0.0068,RepeatObjectAlong
88.072,0.000,0.050,-4.4006,0.0014,RepeatObjectAlong
88.122,0.000,0.050,-4.4004,0.0006,RepeatObjectAlong
88.172,0.000,0.050,-4.3998,0.0018,RepeatObjectAlong
88.222,0.000,0.050,-4.3997,0.0024,RepeatObjectAlong
88.273,0.000,0.050,-4.3994,0.0025,RepeatObjectAlong
88.322,0.000,0.050,-4.3990,0.0051,RepeatObjectAlong
88.372,0.000,0.050,-4.3985,0.0039,RepeatObjectAlong
88.424,0.000,0.050,-4.3980,0.0019,RepeatObjectAlong
88.474,0.000,0.050,-4.3979,0.0062,RepeatObjectAlong
88.525,0.000,0.050,-4.3976,0.0014,RepeatObjectAlong
88.574,0.000,0.050,-4.3973,0.0009,RepeatObjectAlong
88.623,0.000,0.050,-4.3970,0.0042,RepeatObjectAlong
88.674,0.000,0.050,-4.3966,0.0052,RepeatObjectAlong
88.722,0.000,0.050,-4.3965,0.0013,RepeatObjectAlong
88.774,0.000,0.050,-4.3961,0.0030,RepeatObjectAlong
88.826,0.000,0.050,-4.3955,0.0034,RepeatObjectAlong
88.873,0.000,0.050,-4.3954,0.0005,RepeatObjectAlong
88.925,0.000,0.050,-4.3947,0.0053,RepeatObjectAlong
88.973,0.000,0.050,-4.3942,0.0029,RepeatObjectAlong
89.024,0.000,0.050,-4.3938,0.0027,RepeatObjectAlong
89.076,0.000,0.050,-4.3933,0.0009,RepeatObjectAlong
89.124,0.000,0.050,-4.3932,0.0006,RepeatObjectAlong
89.175,0.000,0.050,-4.3930,0.0019,RepeatObjectAlong
89.226,0.000,0.050,-4.3928,0.0030,RepeatObjectAlong
89.276,0.000,0.050,-4.3924,0.0056,RepeatObjectAlong
89.325,0.000,0.050,-4.3921,0.0041,RepeatObjectAlong
89.374,0.000,0.050,-4.3918,0.0047,RepeatObjectAlong
89.426,0.000,0.050,-4.3918,0.0024,RepeatObjectAlong
89.476,0.000,0.050,-4.3913,0.0032,RepeatObjectAlong
89.526,0.000,0.050,-4.3910,0.0038,RepeatObjectAlong
89.573,0.000,0.050,-4.3908,0.0034,RepeatObjectAlong
