N,p_offroad
5,0.0015531297667456445
10,0.0017827795633983303
15,0.0017839487829466381
20,0.0017839541348876112
25,0.0017839541349327693
30,0.0017839541349327693
35,0.0017839541349327693
40,0.0017839541349327693
45,0.0017839541349327693
50,0.0017839541349327693
