N,p_offroad
5,0.992988412089644
10,0.9981871853518403
15,0.9982110667402166
20,0.9982110673491209
25,0.9982110673491209
30,0.9982110673491209
35,0.9982110673491209
40,0.9982110673491209
45,0.9982110673491209
50,0.9982110673491209
