cte_true,mc_mean,mc_std
-1.57103,-2.00433,1.20712
-0.95653,0.06279,2.26278
-0.33713,-0.28523,1.26053
0.28684,0.26829,0.20139
0.91206,0.16874,0.12403
1.53151,0.09716,0.12947
2.14162,0.11166,0.14144
2.73341,0.09611,0.13729
3.29802,0.11792,0.23215
3.83413,0.12053,0.13711
4.32910,0.04687,0.14806
4.79227,0.04335,0.12595
5.21886,0.06937,0.09539
5.57511,0.07576,0.13441
5.87675,0.07764,0.18756
6.12043,0.08565,0.17532
6.30278,0.05759,0.15311
6.41429,0.06005,0.14007
6.46201,0.04815,0.10929
6.44570,0.05804,0.14465
6.35740,0.01817,0.06823
6.20621,-0.01445,0.12339
5.99639,0.05571,0.12162
5.71388,0.01083,0.14312
5.37616,-0.04779,0.20135
4.98692,-0.04789,0.13310
4.55121,-0.22848,0.16391
4.06643,-0.65294,0.22472
3.55009,-1.33041,0.24430
2.99853,1.25770,0.24744
2.42006,1.15605,0.35187
1.82089,0.79247,0.30141
1.20800,0.81356,0.34935
0.59257,-0.80649,0.46437
-0.02232,0.09712,0.20086
-0.63233,-1.99697,0.81404
-1.24358,1.81183,0.60542
-1.86010,2.51354,1.51603
-2.47878,-3.75821,0.68423
-3.09529,-0.01160,0.68980
-3.70607,4.40569,0.90822
-4.30484,-1.24063,0.87093
-4.88512,2.44094,0.59263
-5.44065,1.30131,0.30826
-5.96544,0.77877,0.24988
-6.46087,0.42323,0.22565
-6.90594,0.28866,0.21976
-7.30753,0.25926,0.17342
-7.65424,0.18140,0.17030
-7.93566,0.26188,0.14874
0.00293,-3.22116,0.45384
0.00293,-3.32234,0.38247
0.00266,-3.10594,0.48308
0.00187,-3.14267,0.35982
0.00065,-3.03815,0.35146
-0.00087,-3.02934,0.44354
-0.00297,-2.93483,0.56515
-0.00562,-3.21699,0.39859
-0.00888,-3.16159,0.36801
-0.01285,-3.17841,0.48372
-0.01757,-3.18631,0.36916
-0.02310,-3.28309,0.32571
-0.02954,-3.68714,0.49921
-0.04011,-3.40970,0.54336
-0.04649,-3.69625,0.43381
-0.05507,-3.74872,0.57584
-0.05839,-3.58692,0.62331
-0.07186,-3.44312,0.48235
-0.08684,-3.39331,0.41778
