cte_true,mc_mean,mc_std
-0.56144,-0.69284,0.12208
-0.63046,-0.91260,0.16061
-0.68929,-0.86626,0.15675
-0.73553,-0.89524,0.17037
-0.76700,-0.97190,0.19949
-0.78265,-0.96017,0.14694
-0.78207,-0.81423,0.14763
-0.76530,-0.89356,0.13480
-0.73280,-0.75848,0.11439
-0.68586,-0.74501,0.15159
-0.62606,-0.71494,0.20286
-0.55489,-0.79861,0.16893
-0.47457,-0.46658,0.17289
-0.38834,-0.48532,0.22330
-0.29905,-0.35370,0.18872
-0.20884,-0.03364,0.09717
-0.12066,-0.08449,0.11152
-0.03839,-0.30657,0.18676
0.03503,-0.12774,0.47415
0.09769,1.70280,0.61749
0.14724,2.17836,0.41367
0.18124,2.72758,0.47673
0.19850,3.01242,0.55361
0.19851,3.65830,0.67015
0.18132,4.12357,0.79469
0.14754,3.04390,0.49212
0.09839,1.17607,0.31497
0.03515,0.10094,0.10727
-0.04015,0.01236,0.09451
-0.12543,-0.16545,0.10873
-0.21709,-0.31968,0.14256
-0.31162,-0.37033,0.14312
-0.40737,-0.49920,0.16707
-0.50146,-0.58501,0.15124
-0.58889,-0.64703,0.12335
-0.66614,-0.77145,0.14455
-0.73183,-0.76534,0.15558
-0.78358,-0.76862,0.15170
-0.81814,-0.97064,0.14784
-0.83411,-0.93111,0.15497
-0.83119,-0.85529,0.16329
-0.80950,-0.90002,0.12500
-0.76987,-0.83499,0.16923
-0.71377,-0.70699,0.12826
-0.64237,-0.55040,0.13634
-0.55773,-0.41965,0.16986
-0.46384,-0.26457,0.16381
-0.36419,-0.16376,0.16583
-0.15821,-0.22630,0.15840
-0.14662,0.05610,0.16078
-0.14364,0.01197,0.06818
-0.14634,0.08658,0.07101
-0.15449,-0.07302,0.14138
-0.11879,-0.15478,0.11145
-0.22635,-0.25323,0.15352
-0.33910,-0.33361,0.10355
-0.45117,-0.37329,0.11884
-0.46050,-0.65507,0.14652
-0.64559,-0.84996,0.14701
-0.82043,-0.97639,0.17651
-0.97830,-0.80301,0.15243
-1.11246,-1.09163,0.22703
-1.12600,-1.33790,0.24267
-1.28556,-1.44739,0.30446
-1.41439,-1.41516,0.28294
-1.50532,-1.51733,0.33186
-1.55909,-1.64754,0.26815
-1.48083,-1.65570,0.25988
-1.55091,-1.68344,0.26289
-1.58605,-1.52637,0.22404
-1.58626,-1.51857,0.21609
-1.55180,-1.35400,0.24622
-1.37974,-1.40747,0.26132
-1.36283,-1.24522,0.23212
-1.31181,-1.15844,0.22870
-1.22829,-0.97325,0.17165
-1.11503,-0.84659,0.15584
-0.86685,-0.71198,0.14650
-0.79486,-0.52849,0.12778
-0.71047,-0.31268,0.18332
-0.61184,-0.33602,0.11052
-0.50375,-0.39215,0.12407
-0.29544,-0.31388,0.19865
-0.26720,-0.32683,0.16868
-0.24207,-0.12860,0.12744
-0.21910,-0.10342,0.20643
-0.19897,-0.21033,0.17509
-0.18200,-0.27295,0.13527
-0.16889,-0.34347,0.15938
-0.16042,-0.32654,0.18187
-0.15669,-0.22175,0.13587
-0.15789,-0.14119,0.15832
-0.16406,-0.27079,0.13624
-0.17493,-0.21704,0.12124
-0.19014,-0.15509,0.12009
-0.20941,-0.20802,0.12226
-0.23178,-0.23606,0.13512
-0.25645,-0.27994,0.13560
-0.28304,-0.15406,0.09200
-0.31061,-0.27049,0.10896
-0.33795,-0.21306,0.11836
-0.36379,-0.36128,0.11484
-0.38731,-0.35752,0.13482
-0.40810,-0.29083,0.11061
-0.42532,-0.25670,0.11283
-0.43825,-0.34455,0.16665
-0.44635,-0.39950,0.21518
-0.44927,-0.37944,0.12547
-0.44679,-0.33459,0.15153
-0.43899,-0.47929,0.16191
-0.42611,-0.50638,0.13774
-0.40848,-0.52336,0.15580
-0.38666,-0.49777,0.17985
-0.36156,-0.49313,0.14630
-0.33407,-0.51069,0.18845
-0.30493,-0.25970,0.14912
-0.27536,-0.32490,0.15438
-0.24649,-0.16179,0.11983
-0.21936,-0.23392,0.11492
-0.19475,-0.23108,0.15889
-0.17381,-0.17628,0.15963
-0.15741,-0.22139,0.13800
-0.14603,-0.17253,0.13418
-0.14015,-0.14120,0.11559
-0.14014,-0.16369,0.11302
-0.14607,-0.08953,0.10232
-0.15778,-0.06257,0.13149
-0.17494,-0.14420,0.11317
-0.19684,-0.05428,0.08836
-0.22271,-0.12253,0.13231
-0.23676,-0.20426,0.11051
-0.29294,-0.21143,0.16195
-0.35037,-0.19889,0.13600
-0.40641,-0.24255,0.15354
-0.45967,-0.32280,0.11861
-0.50832,-0.48072,0.16016
-0.54950,-0.51278,0.12312
-0.58134,-0.54210,0.13783
-0.60320,-0.57832,0.13488
-0.61418,-0.59586,0.15361
-0.61332,-0.55950,0.14703
-0.60055,-0.45087,0.15737
-0.57618,-0.49971,0.17346
-0.54121,-0.48027,0.12213
-0.49701,-0.60387,0.12800
-0.44450,-0.68936,0.12916
-0.38527,-0.44141,0.15191
-0.32226,-0.46123,0.12995
-0.25722,-0.29456,0.13063
-0.19205,-0.23090,0.17210
-0.13031,-0.18985,0.13624
-0.07382,-0.09247,0.12689
-0.02445,-0.12285,0.11526
0.01477,-0.02186,0.09628
0.04200,-0.08982,0.11886
0.05599,-0.01924,0.12813
0.05650,-0.06085,0.12210
0.04342,0.00238,0.09694
0.01715,0.01875,0.08810
-0.02107,-0.00957,0.11873
-0.06977,-0.11923,0.10853
-0.12764,-0.07621,0.10753
-0.19248,-0.12930,0.14597
-0.26126,-0.38159,0.15953
-0.33151,-0.36436,0.13624
-0.40137,-0.43682,0.17418
-0.46729,-0.47637,0.14405
-0.52751,-0.44985,0.19301
-0.57883,-0.67805,0.15493
-0.61931,-1.04666,0.29435
-0.64786,-1.28138,0.30335
-0.66314,0.00046,0.12215
-0.66427,-0.30992,0.20972
-0.65134,-0.51826,0.18759
-0.62468,-1.00093,0.27589
-0.58513,-0.86923,0.15354
-0.42167,-0.60875,0.15068
-0.47607,-0.73476,0.11498
-0.53571,-0.74459,0.13890
-0.58571,-0.83257,0.17612
-0.47936,-0.59979,0.16570
-0.38541,-0.47780,0.12613
-0.28991,-0.43051,0.16264
-0.19233,-0.16446,0.12518
-0.09911,-0.16455,0.12308
-0.01192,0.04188,0.11931
