time_s,frame,cte_true,cte_pred,u_de,certified,fail_count,pass_count,mode,steer,throttle,speed,lap,hit
0.000,0,-4.49712,-0.49481,0.80324,1,0,0,MODEL,0.1851,0.100,0.0000,0,none
0.146,1,-4.49712,-0.49610,0.80108,1,0,0,MODEL,0.1863,0.100,0.0000,0,none
0.175,2,-4.49707,-0.48334,0.81386,1,0,0,MODEL,0.1742,0.100,0.0098,0,none
0.225,3,-4.49686,-0.41117,0.78177,1,0,0,MODEL,0.1056,0.100,0.0184,0,none
0.276,4,-4.49653,-0.55572,0.76223,1,0,0,MODEL,0.2429,0.100,0.0312,0,none
0.325,5,-4.49592,-0.76782,0.88846,1,0,0,MODEL,0.4444,0.100,0.0447,0,none
0.375,6,-4.49472,-0.64374,0.82285,1,0,0,MODEL,0.3266,0.100,0.0612,0,none
0.424,7,-4.49290,-0.89901,0.86556,1,0,0,MODEL,0.5691,0.100,0.0698,0,none
0.478,8,-4.49105,-1.18339,0.86308,1,0,0,MODEL,0.8392,0.100,0.0812,0,none
0.527,9,-4.48745,-1.03549,0.85016,1,0,0,MODEL,0.6987,0.100,0.0925,0,none
0.577,10,-4.48241,-0.99691,0.81306,1,0,0,MODEL,0.6621,0.100,0.1065,0,none
0.626,11,-4.47728,-0.81142,0.82234,1,0,0,MODEL,0.4859,0.100,0.1169,0,none
0.675,12,-4.47186,-0.74692,0.50612,1,0,0,MODEL,0.4246,0.100,0.1292,0,none
0.726,13,-4.46674,-0.82352,0.54094,1,0,0,MODEL,0.4973,0.100,0.1408,0,none
0.774,14,-4.46111,-0.79934,0.44225,1,0,0,MODEL,0.4744,0.100,0.1521,0,none
0.826,15,-4.45948,-0.72153,0.46948,1,0,0,MODEL,0.4005,0.100,0.1675,0,none
0.878,16,-4.44547,-0.51358,0.32182,1,0,0,MODEL,0.2029,0.100,0.1740,0,none
0.926,17,-4.44028,-0.52997,0.34660,1,0,0,MODEL,0.2185,0.100,0.1858,0,none
0.977,18,-4.43402,-0.57584,0.33957,1,0,0,MODEL,0.2621,0.100,0.1969,0,none
1.025,19,-4.42687,-0.62729,0.35591,1,0,0,MODEL,0.3109,0.100,0.2077,0,none
1.077,20,-4.41854,-0.63052,0.36335,1,0,0,MODEL,0.3140,0.100,0.2185,0,none
1.127,21,-4.40895,-0.57235,0.35363,1,0,0,MODEL,0.2587,0.100,0.2291,0,none
1.178,22,-4.39863,-0.57923,0.34067,1,0,0,MODEL,0.2653,0.100,0.2397,0,none
1.229,23,-4.38791,-0.52745,0.34945,1,0,0,MODEL,0.2161,0.100,0.2502,0,none
1.280,24,-4.37654,-0.56865,0.37255,1,0,0,MODEL,0.2552,0.100,0.2606,0,none
1.327,25,-4.35831,-0.62842,0.36128,1,0,0,MODEL,0.3120,0.100,0.2707,0,none
1.379,26,-4.35072,-0.56621,0.37035,1,0,0,MODEL,0.2529,0.100,0.2804,0,none
1.428,27,-4.33594,-0.65979,0.41738,1,0,0,MODEL,0.3418,0.100,0.2910,0,none
1.478,28,-4.31924,-0.64833,0.47476,1,0,0,MODEL,0.3309,0.100,0.3006,0,none
1.530,29,-4.30084,-0.66271,0.46872,1,0,0,MODEL,0.3446,0.100,0.3104,0,none
1.578,30,-4.28105,-0.63286,0.48133,1,0,0,MODEL,0.3162,0.100,0.3201,0,none
1.628,31,-4.26527,-0.73692,0.55670,1,0,0,MODEL,0.4151,0.100,0.3294,0,none
1.680,32,-4.23817,-0.82197,0.59909,1,0,0,MODEL,0.4959,0.100,0.3384,0,none
1.728,33,-4.20985,-0.76829,0.60433,1,0,0,MODEL,0.4449,0.100,0.3485,0,none
1.781,34,-4.18040,-0.86305,0.63100,1,0,0,MODEL,0.5349,0.100,0.3576,0,none
1.829,35,-4.14793,-0.80609,0.65173,1,0,0,MODEL,0.4808,0.100,0.3665,0,none
1.880,36,-4.11230,-0.87589,0.59438,1,0,0,MODEL,0.5471,0.100,0.3757,0,none
1.928,37,-4.06827,-0.86967,0.57182,1,0,0,MODEL,0.5412,0.100,0.3848,0,none
1.978,38,-4.02816,-0.72180,0.55472,1,0,0,MODEL,0.4007,0.100,0.3975,0,none
2.029,39,-3.98800,-0.77421,0.60649,1,0,0,MODEL,0.4505,0.100,0.4026,0,none
2.080,40,-3.94255,-0.78033,0.57667,1,0,0,MODEL,0.4563,0.100,0.4115,0,none
2.131,41,-3.89355,-0.86269,0.51680,1,0,0,MODEL,0.5346,0.100,0.4201,0,none
2.180,42,-3.84095,-0.88990,0.52885,1,0,0,MODEL,0.5604,0.100,0.4284,0,none
2.232,43,-3.78352,-0.75232,0.55210,1,0,0,MODEL,0.4297,0.100,0.4367,0,none
2.281,44,-3.72237,-0.75287,0.53044,1,0,0,MODEL,0.4302,0.100,0.4453,0,none
2.333,45,-3.65969,-1.01840,0.58667,1,0,0,MODEL,0.6825,0.100,0.4537,0,none
2.383,46,-3.59370,-1.06224,0.61299,1,0,0,MODEL,0.7241,0.100,0.4619,0,none
2.433,47,-3.52079,-1.01475,0.63124,1,0,0,MODEL,0.6790,0.100,0.4684,0,none
2.481,48,-3.43989,-1.11754,0.68105,1,0,0,MODEL,0.7767,0.100,0.4759,0,none
2.531,49,-3.35423,-0.95577,0.77039,1,0,0,MODEL,0.6230,0.100,0.4839,0,none
2.581,50,-3.26252,-1.32553,0.69742,1,0,0,MODEL,0.9743,0.100,0.4915,0,none
2.631,51,-3.16447,-1.08533,0.76489,1,0,0,MODEL,0.7461,0.100,0.4959,0,none
2.683,52,-3.05663,-1.27825,0.62930,1,0,0,MODEL,0.9293,0.100,0.5038,0,none
2.736,53,-2.94505,-1.35374,0.56124,1,0,0,MODEL,1.0000,0.100,0.5100,0,none
2.783,54,-2.82414,-1.33312,0.46564,1,0,0,MODEL,0.9815,0.100,0.5160,0,none
2.832,55,-2.69488,-1.41576,0.37409,1,0,0,MODEL,1.0000,0.100,0.5226,0,none
2.882,56,-2.55843,-1.52131,0.37476,1,0,0,MODEL,1.0000,0.100,0.5290,0,none
2.933,57,-2.41439,-1.73642,0.46447,1,0,0,MODEL,1.0000,0.100,0.5354,0,none
