time_s,frame,cte_true,cte_pred,u_de,certified,fail_count,pass_count,mode,steer,throttle,speed,lap,hit
0.000,0,0.00079,0.16323,0.61782,0,1,0,MODEL,0.0000,0.100,0.0000,0,none
0.050,1,0.00079,0.16429,0.61676,0,2,0,MODEL,0.0000,0.100,0.0000,0,none
0.072,2,0.00080,0.11390,0.63037,0,3,0,MODEL,0.0000,0.100,0.0058,0,none
0.123,3,0.00081,0.16018,0.60587,0,4,0,MODEL,0.0000,0.100,0.0195,0,none
0.175,4,0.00091,0.03081,0.70420,0,5,0,MODEL,0.0000,0.100,0.0326,0,none
0.225,5,0.00131,0.20722,0.65005,0,6,0,MODEL,0.0000,0.100,0.0434,0,none
0.273,6,0.00148,0.21873,0.73677,0,7,0,MODEL,0.0000,0.100,0.0582,0,none
0.326,7,0.00164,0.18859,0.64362,0,8,0,MODEL,0.0000,0.100,0.0684,0,none
0.374,8,0.00209,0.20012,0.75235,0,9,0,MODEL,0.0000,0.100,0.0800,0,none
0.424,9,0.00236,0.30438,0.56705,0,10,0,FALLBACK,-1.0000,0.100,0.0941,0,none
0.475,10,0.00074,0.03533,0.54563,0,10,0,FALLBACK,-1.0000,0.100,0.1014,0,none
0.525,11,-0.00536,0.06235,0.44124,0,10,0,FALLBACK,-1.0000,0.100,0.1139,0,none
0.576,12,-0.01241,-0.12222,0.43406,0,10,0,FALLBACK,-1.0000,0.100,0.1245,0,none
0.629,13,-0.02052,-0.06272,0.37446,0,10,0,FALLBACK,-1.0000,0.100,0.1356,0,none
0.676,14,-0.02985,-0.13269,0.37677,0,10,0,FALLBACK,-1.0000,0.100,0.1465,0,none
0.727,15,-0.03096,-0.10180,0.30918,0,10,0,FALLBACK,-1.0000,0.100,0.1575,0,none
0.776,16,-0.05541,-0.09809,0.31047,0,10,0,FALLBACK,-1.0000,0.100,0.1692,0,none
0.826,17,-0.06636,-0.03928,0.23459,0,10,0,FALLBACK,-1.0000,0.100,0.1783,0,none
0.877,18,-0.08124,0.00020,0.25418,0,10,0,FALLBACK,-1.0000,0.100,0.1892,0,none
0.928,19,-0.09858,-0.02100,0.30046,0,10,0,FALLBACK,-0.9204,0.100,0.1993,0,none
0.978,20,-0.11758,-0.07258,0.28824,0,10,0,FALLBACK,-0.8171,0.100,0.2097,0,none
1.027,21,-0.13765,-0.08788,0.28962,0,10,0,FALLBACK,-0.7114,0.100,0.2202,0,none
1.073,22,-0.15856,-0.09341,0.29429,0,10,0,FALLBACK,-0.6026,0.100,0.2308,0,none
1.126,23,-0.18019,-0.10210,0.23691,0,10,0,FALLBACK,-0.4909,0.100,0.2414,0,none
1.177,24,-0.20237,-0.08557,0.26866,0,10,0,FALLBACK,-0.3773,0.100,0.2519,0,none
1.227,25,-0.22975,-0.09884,0.25945,0,10,0,FALLBACK,-0.2143,0.100,0.2619,0,none
1.275,26,-0.25335,-0.09129,0.24957,0,10,0,FALLBACK,-0.1152,0.100,0.2726,0,none
1.326,27,-0.27058,-0.15726,0.27167,0,10,0,FALLBACK,-0.0610,0.100,0.2822,0,none
1.377,28,-0.28961,-0.20886,0.24876,0,10,0,FALLBACK,0.0432,0.100,0.2928,0,none
1.427,29,-0.31121,-0.18644,0.24478,0,10,0,FALLBACK,0.1640,0.100,0.3024,0,none
1.476,30,-0.33154,-0.25275,0.26163,0,10,0,FALLBACK,0.2594,0.100,0.3121,0,none
1.527,31,-0.34227,-0.19976,0.27787,0,10,0,FALLBACK,0.2650,0.100,0.3216,0,none
1.578,32,-0.36144,-0.19480,0.23862,0,10,0,FALLBACK,0.4031,0.100,0.3317,0,none
1.629,33,-0.38386,-0.25193,0.33394,0,10,0,FALLBACK,0.5314,0.100,0.3405,0,none
1.678,34,-0.39665,-0.31302,0.33517,0,10,0,FALLBACK,0.5472,0.100,0.3494,0,none
1.727,35,-0.40638,-0.28993,0.32119,0,10,0,FALLBACK,0.5805,0.100,0.3584,0,none
1.778,36,-0.41416,-0.30778,0.34223,0,10,0,FALLBACK,0.6097,0.100,0.3674,0,none
