time_s,frame,cte_true,cte_pred,u_de,certified,fail_count,pass_count,mode,steer,throttle,speed,lap,hit
0.000,0,0.00279,0.17213,0.64428,1,0,0,MODEL,-0.4485,0.100,0.0000,0,none
0.082,1,0.00279,0.15808,0.65115,1,0,0,MODEL,-0.4352,0.100,0.0000,0,none
0.103,2,0.00279,0.10898,0.63023,1,0,0,MODEL,-0.3885,0.100,0.0106,0,none
0.152,3,0.00247,0.14663,0.59420,1,0,0,MODEL,-0.4243,0.100,0.0122,0,none
0.206,4,0.00196,0.11473,0.61970,1,0,0,MODEL,-0.3940,0.100,0.0265,0,none
0.256,5,0.00146,-0.00228,0.75313,1,0,0,MODEL,-0.2828,0.100,0.0449,0,none
0.305,6,0.00081,0.22454,0.72286,1,0,0,MODEL,-0.4983,0.100,0.0558,0,none
0.354,7,-0.00024,0.17849,0.62540,1,0,0,MODEL,-0.4546,0.100,0.0627,0,none
0.406,8,-0.00232,0.14800,0.74101,1,0,0,MODEL,-0.4256,0.100,0.0772,0,none
0.456,9,-0.00448,0.03993,0.66129,1,0,0,MODEL,-0.3229,0.100,0.0878,0,none
0.504,10,-0.00635,0.07832,0.63275,1,0,0,MODEL,-0.3594,0.100,0.1018,0,none
0.558,11,-0.00834,-0.10348,0.47990,1,0,0,MODEL,-0.1867,0.100,0.1137,0,none
0.606,12,-0.01051,-0.01597,0.38113,1,0,0,MODEL,-0.2698,0.100,0.1255,0,none
0.656,13,-0.01232,0.04662,0.32085,1,0,0,MODEL,-0.3293,0.100,0.1370,0,none
0.705,14,-0.01505,0.00196,0.32649,1,0,0,MODEL,-0.2869,0.100,0.1485,0,none
0.756,15,-0.01035,-0.06080,0.32260,1,0,0,MODEL,-0.2272,0.100,0.1649,0,none
0.806,16,-0.02380,-0.00844,0.27941,1,0,0,MODEL,-0.2770,0.100,0.1724,0,none
0.854,17,-0.02569,-0.04221,0.26389,1,0,0,MODEL,-0.2449,0.100,0.1824,0,none
0.906,18,-0.03001,-0.05523,0.28780,1,0,0,MODEL,-0.2325,0.100,0.1934,0,none
0.956,19,-0.03474,-0.04306,0.25237,1,0,0,MODEL,-0.2441,0.100,0.2043,0,none
1.005,20,-0.03986,-0.06124,0.26413,1,0,0,MODEL,-0.2268,0.100,0.2151,0,none
1.055,21,-0.04562,-0.04597,0.27223,1,0,0,MODEL,-0.2413,0.100,0.2258,0,none
1.106,22,-0.05190,-0.01599,0.21404,1,0,0,MODEL,-0.2698,0.100,0.2364,0,none
1.156,23,-0.05908,-0.01056,0.23162,1,0,0,MODEL,-0.2750,0.100,0.2469,0,none
