cte_true,mc_mean,mc_std,m0,m1,m2,m3,m4,m5,m6,m7,m8,m9
-1.18963,-0.71167,0.11187,-0.56841,-0.73785,-0.89853,-0.65394,-0.62480,-0.80772,-0.74589,-0.54226,-0.77315,-0.76418
-1.04123,-0.67187,0.12815,-0.48502,-0.67828,-0.89325,-0.60452,-0.64800,-0.70471,-0.65920,-0.48778,-0.76072,-0.79720
-0.71678,-0.60440,0.11604,-0.46592,-0.51958,-0.72775,-0.59251,-0.72561,-0.71786,-0.48369,-0.44605,-0.67767,-0.68734
-0.65976,-0.34295,0.09670,-0.23578,-0.27289,-0.30050,-0.38064,-0.36637,-0.44562,-0.41547,-0.24902,-0.24671,-0.51646
-0.58585,-0.15221,0.08308,-0.07016,-0.10986,-0.07788,-0.19892,-0.17831,-0.23496,-0.31257,-0.08327,-0.18614,-0.07008
-0.49358,-0.24022,0.09126,-0.16089,-0.12199,-0.18970,-0.33335,-0.19571,-0.36218,-0.37655,-0.17087,-0.20581,-0.28511
-0.31635,-0.34713,0.13356,-0.24212,-0.29596,-0.20906,-0.43577,-0.24788,-0.49653,-0.46511,-0.23110,-0.26797,-0.57983
-0.36549,-0.21522,0.12129,-0.05422,-0.17711,-0.09486,-0.26465,-0.19445,-0.38944,-0.36777,-0.07742,-0.19592,-0.33635
-0.41193,-0.20385,0.10841,-0.09451,-0.14822,-0.08624,-0.20616,-0.21807,-0.33632,-0.38258,-0.06503,-0.20872,-0.29268
-0.45377,-0.32758,0.10666,-0.29488,-0.22906,-0.21966,-0.35388,-0.26680,-0.41472,-0.51453,-0.24932,-0.25720,-0.47577
-0.51716,-0.52724,0.10639,-0.32932,-0.52686,-0.64938,-0.55801,-0.52174,-0.49057,-0.63943,-0.37291,-0.61006,-0.57412
-0.71218,-0.63472,0.10842,-0.37611,-0.59320,-0.75033,-0.63209,-0.68779,-0.70047,-0.71585,-0.54864,-0.67320,-0.66953
-0.89435,-0.87891,0.08056,-0.85738,-0.89792,-0.98069,-0.82101,-0.80117,-1.01727,-0.82448,-0.85417,-0.78130,-0.95367
-1.05180,-1.00411,0.07619,-0.99061,-1.05042,-1.05386,-1.03058,-0.87370,-1.11623,-0.98217,-1.00692,-0.88428,-1.05229
-1.17447,-1.09501,0.10477,-1.10287,-1.25163,-1.22153,-1.05002,-0.94535,-1.17570,-1.14483,-1.03488,-0.95138,-1.07187
-1.25533,-1.15019,0.12134,-1.14898,-1.24361,-1.36875,-1.09426,-1.00503,-1.23987,-1.19507,-1.12721,-0.94804,-1.13112
-1.28687,-1.24405,0.10660,-1.22815,-1.38558,-1.44533,-1.12813,-1.14684,-1.29053,-1.24718,-1.21813,-1.11923,-1.23135
-1.26403,-1.17760,0.10781,-1.15772,-1.16154,-1.45973,-1.10038,-1.14572,-1.16566,-1.16818,-1.13901,-1.05937,-1.21867
-1.18665,-1.06544,0.11185,-0.93600,-1.02351,-1.23483,-1.10502,-1.12821,-1.03748,-1.23255,-0.89933,-1.00769,-1.04978
-1.05749,-0.99866,0.10442,-0.99529,-0.84986,-1.15341,-1.02466,-1.06355,-0.99492,-1.13492,-0.86543,-0.89520,-1.00941
