N,p_offroad
5,0.1392760260045
10,0.5444995075084076
15,0.7699831453054666
20,0.8841052246333267
25,0.9416122995396058
30,0.9705844734150109
35,0.9851805606321112
40,0.992534018390764
45,0.9962386646368369
50,0.9981050524292373
