replicate,p
0,0.8637128954
1,0.864434258
2,0.8960885391
3,0.8715563556
4,0.8763229948
5,0.8951508977
6,0.8529664672
7,0.8622973573
8,0.8489767529
9,0.8770383224
10,0.8384994972
11,0.8684492568
12,0.891944061
13,0.8815921936
14,0.8849196964
15,0.8477499602
16,0.8853056853
17,0.8686789765
18,0.8909006417
19,0.8710675196
20,0.8301897818
21,0.8677803301
22,0.8206362374
23,0.8812193575
24,0.8399483885
25,0.8416611544
26,0.8046317877
27,0.8157563101
28,0.8503467462
29,0.8604961538
30,0.8923753874
31,0.8549607176
32,0.8927526927
33,0.8956795227
34,0.8454808998
35,0.8377248896
36,0.8224725308
37,0.8345924582
38,0.8890677869
39,0.8375484203
40,0.8660641248
41,0.8609614955
42,0.8747513841
43,0.8896479412
44,0.875925505
45,0.8439685041
46,0.8453189197
47,0.8709156416
48,0.8792842191
49,0.8610005566
50,0.8820030807
51,0.8341861616
52,0.8869736907
53,0.8546295564
54,0.8812710951
55,0.8410171306
56,0.8648029197
57,0.8879230649
58,0.8794877645
59,0.8651337426
60,0.8706170894
61,0.8527034
62,0.8561728818
63,0.8664442587
64,0.8635614701
65,0.802331396
66,0.8664464118
67,0.8633567053
68,0.8282673004
69,0.908287571
70,0.8565389786
71,0.8300783853
72,0.8784890827
73,0.8714094695
74,0.8703529832
75,0.8479339939
76,0.8346385761
77,0.8925611694
78,0.8725146883
79,0.8727930305
80,0.7860703976
81,0.8712848178
82,0.8728925179
83,0.8275486532
84,0.8167589918
85,0.8910331498
86,0.8006823695
87,0.8913422594
88,0.8696969634
89,0.8478146018
90,0.8586505815
91,0.8379120015
92,0.8611589058
93,0.8363368336
94,0.8872156953
95,0.8967162755
96,0.8639209955
97,0.8268840406
98,0.9079917604
99,0.8591248343
100,0.8524772608
101,0.870112415
102,0.8609240637
103,0.8643691918
104,0.8805510499
105,0.8103249093
106,0.8091089721
107,0.8340259084
108,0.8348529541
109,0.8750081149
110,0.8633060091
111,0.8248810314
112,0.8643717612
113,0.8584549204
114,0.8736898535
115,0.875764945
116,0.8567622207
117,0.9063658213
118,0.8616539385
119,0.8903453437
120,0.872556572
121,0.8855906533
122,0.8627013443
123,0.8470278242
124,0.875552818
125,0.8835405027
126,0.8794983277
127,0.8929363179
128,0.8631768373
129,0.8732808446
130,0.9066399348
131,0.8219802262
132,0.8694044082
133,0.8575228665
134,0.857293073
135,0.8424439619
136,0.8662301272
137,0.8834473926
138,0.878407453
139,0.8360381389
140,0.8671894011
141,0.8535600145
142,0.8768748377
143,0.8748531649
144,0.8374620688
145,0.8768064281
146,0.8002395947
147,0.8783717011
148,0.8683756471
149,0.8463315353
150,0.8359222245
151,0.8324338654
152,0.8554550975
153,0.832382398
154,0.8613772806
155,0.8554643357
156,0.8819417228
157,0.8688052523
158,0.893315103
159,0.851088211
160,0.8791424804
161,0.8559455119
162,0.8608268006
163,0.8596186318
164,0.8756162919
165,0.8648724396
166,0.8758587389
167,0.8901617231
168,0.892973093
169,0.922680279
170,0.8995905261
171,0.9046022781
172,0.9135924218
173,0.8644197532
174,0.9164232823
175,0.8656539667
176,0.866183207
177,0.8362160361
178,0.7759971995
179,0.7937876166
180,0.8935532833
181,0.882531697
182,0.8581088381
183,0.8482420216
184,0.8309203079
185,0.8822964449
186,0.8164872407
187,0.8306632381
188,0.8752341891
189,0.8601188413
190,0.8838456098
191,0.8606965921
192,0.8703413206
193,0.8571382951
194,0.8369505515
195,0.8772388863
196,0.8164073229
197,0.8589275
198,0.8688353544
199,0.7948905519
