cte_true,mc_mean,mc_std,m0,m1,m2,m3,m4,m5,m6,m7,m8,m9
-1.69334,-0.58999,0.93997,-1.08288,-1.11427,-0.29876,0.52716,-0.11604,-0.57749,-1.40864,-1.69589,1.24401,-1.37716
-1.69031,-0.62398,0.81658,-0.92741,-1.02034,-0.47316,0.30937,-0.06884,-0.68406,-1.22887,-1.74864,0.93117,-1.32901
-1.66426,-0.83238,0.77086,-0.95056,-1.55950,-0.49450,-0.19462,-0.09615,-0.97149,-1.52065,-1.80727,0.60011,-1.32923
-1.48119,-0.92815,0.76140,-1.02640,-1.66035,-1.01622,-0.20450,-0.14553,-0.96430,-1.50974,-1.83265,0.52234,-1.44412
-1.50859,-1.00783,0.67315,-1.08313,-1.50913,-1.09177,-1.04289,-0.42863,-1.10387,-1.49998,-1.64102,0.64346,-1.32137
-1.51285,-1.03636,0.72018,-1.22392,-1.51939,-1.25201,-1.00723,-0.70071,-1.14776,-1.55244,-1.54020,0.87193,-1.29189
-1.49384,-0.91917,0.63653,-1.16462,-1.21440,-1.16143,-0.59206,-0.45285,-1.00250,-1.49232,-1.50743,0.61250,-1.21657
-1.45157,-0.70744,0.54102,-0.62737,-1.01253,-0.95245,-0.13018,-0.03886,-0.83525,-1.33612,-1.40456,0.16404,-0.90115
-1.38613,-0.87671,0.55026,-0.65099,-1.28274,-1.05313,-0.22667,-0.20382,-1.06768,-1.46805,-1.47451,-0.04780,-1.29168
-1.11627,-1.01738,0.44279,-0.66554,-1.44664,-1.11733,-0.66165,-0.33369,-1.05157,-1.50731,-1.61013,-0.55268,-1.22730
-1.10588,-1.06903,0.32509,-0.66803,-1.40791,-1.22173,-0.91013,-0.63843,-1.10429,-1.51032,-1.39911,-0.70392,-1.12647
-1.08274,-0.96388,0.27422,-0.72688,-1.16872,-1.11166,-0.94320,-0.34712,-1.02003,-1.30959,-1.15394,-1.01457,-0.84306
-1.04249,-0.65364,0.25156,-0.33008,-0.89834,-0.67938,-0.62508,-0.21195,-0.77976,-1.01943,-0.85176,-0.51756,-0.62305
-0.98541,-0.52548,0.25543,-0.36808,-0.91528,-0.13730,-0.55926,-0.16391,-0.71692,-0.70552,-0.71466,-0.38668,-0.58719
