time_s,frame,cte_true,cte_pred,mc_std,certified,fail_count,pass_count,mode,steer,throttle,speed,lap,hit
0.000,0,0.00070,0.06032,0.16111,1,0,0,MODEL,-0.3423,0.100,0.0000,0,none
0.033,1,0.00070,0.00339,0.11560,1,0,0,MODEL,-0.2882,0.100,0.0000,0,none
0.073,2,0.00064,0.11374,0.12857,1,0,0,MODEL,-0.3931,0.100,0.0109,0,none
0.123,3,0.00064,0.01314,0.11108,1,0,0,MODEL,-0.2975,0.100,0.0229,0,none
0.174,4,0.00008,-0.00574,0.10379,1,0,0,MODEL,-0.2795,0.100,0.0365,0,none
0.225,5,-0.00055,0.08966,0.09811,1,0,0,MODEL,-0.3702,0.100,0.0510,0,none
0.274,6,-0.00133,0.04562,0.12361,1,0,0,MODEL,-0.3283,0.100,0.0597,0,none
0.326,7,-0.00257,0.03926,0.14909,1,0,0,MODEL,-0.3223,0.100,0.0723,0,none
0.372,8,-0.00422,0.05972,0.21329,1,0,0,MODEL,-0.3417,0.100,0.0842,0,none
0.424,9,-0.00576,0.12185,0.14804,1,0,0,MODEL,-0.4008,0.100,0.0970,0,none
0.475,10,-0.00770,0.03747,0.10453,1,0,0,MODEL,-0.3206,0.100,0.1089,0,none
0.522,11,-0.01005,-0.05285,0.14239,1,0,0,MODEL,-0.2348,0.100,0.1207,0,none
0.575,12,-0.01225,-0.06185,0.11524,1,0,0,MODEL,-0.2262,0.100,0.1324,0,none
0.625,13,-0.01432,-0.00598,0.11150,1,0,0,MODEL,-0.2793,0.100,0.1440,0,none
0.676,14,-0.01352,0.01594,0.08695,1,0,0,MODEL,-0.3001,0.100,0.1684,0,none
0.725,15,-0.02095,0.00417,0.09120,1,0,0,MODEL,-0.2890,0.100,0.1674,0,none
0.774,16,-0.02447,-0.00511,0.12837,1,0,0,MODEL,-0.2801,0.100,0.1779,0,none
0.825,17,-0.02836,-0.02696,0.10285,1,0,0,MODEL,-0.2594,0.100,0.1893,0,none
0.875,18,-0.03309,0.01420,0.08554,1,0,0,MODEL,-0.2985,0.100,0.2000,0,none
0.927,19,-0.03833,-0.00592,0.08857,1,0,0,MODEL,-0.2794,0.100,0.2109,0,none
0.976,20,-0.04447,-0.03316,0.08662,1,0,0,MODEL,-0.2535,0.100,0.2216,0,none
1.026,21,-0.05106,-0.01971,0.13475,1,0,0,MODEL,-0.2663,0.100,0.2323,0,none
1.076,22,-0.05816,-0.09878,0.08327,1,0,0,MODEL,-0.1912,0.100,0.2428,0,none
1.126,23,-0.06588,-0.14245,0.10744,1,0,0,MODEL,-0.1497,0.100,0.2533,0,none
1.176,24,-0.07339,-0.16675,0.13574,1,0,0,MODEL,-0.1266,0.100,0.2636,0,none
1.226,25,-0.08316,-0.10863,0.07655,1,0,0,MODEL,-0.1818,0.100,0.2732,0,none
1.278,26,-0.08880,-0.04763,0.09286,1,0,0,MODEL,-0.2397,0.100,0.2842,0,none
1.326,27,-0.09859,-0.01415,0.08955,1,0,0,MODEL,-0.2716,0.100,0.2937,0,none
1.376,28,-0.10997,-0.09588,0.13057,1,0,0,MODEL,-0.1939,0.100,0.3035,0,none
1.427,29,-0.12245,-0.12343,0.09612,1,0,0,MODEL,-0.1677,0.100,0.3134,0,none
1.477,30,-0.13485,-0.08588,0.12147,1,0,0,MODEL,-0.2034,0.100,0.3231,0,none
1.526,31,-0.14444,0.17048,0.16239,1,0,0,MODEL,-0.4470,0.100,0.3315,0,none
1.577,32,-0.16445,-0.02562,0.10847,1,0,0,MODEL,-0.2607,0.100,0.3427,0,none
1.628,33,-0.18318,-0.05513,0.12100,1,0,0,MODEL,-0.2326,0.100,0.3510,0,none
1.678,34,-0.20188,-0.19274,0.18600,1,0,0,MODEL,-0.1019,0.100,0.3605,0,none
1.728,35,-0.22083,-0.11898,0.11541,1,0,0,MODEL,-0.1720,0.100,0.3697,0,none
1.776,36,-0.23925,-0.18705,0.15834,1,0,0,MODEL,-0.1073,0.100,0.3788,0,none
1.826,37,-0.26562,-0.35139,0.13409,1,0,0,MODEL,0.0488,0.100,0.3878,0,none
1.878,38,-0.28028,-0.24712,0.16509,1,0,0,MODEL,-0.0502,0.100,0.3974,0,none
1.928,39,-0.29758,-0.26114,0.14996,1,0,0,MODEL,-0.0369,0.100,0.4057,0,none
1.976,40,-0.31746,-0.24868,0.11208,1,0,0,MODEL,-0.0488,0.100,0.4145,0,none
2.027,41,-0.33791,-0.32923,0.15014,1,0,0,MODEL,0.0278,0.100,0.4232,0,none
2.078,42,-0.35899,-0.30612,0.13759,1,0,0,MODEL,0.0058,0.100,0.4318,0,none
2.128,43,-0.37923,-0.32423,0.13942,1,0,0,MODEL,0.0230,0.100,0.4403,0,none
2.178,44,-0.39994,-0.50957,0.14298,1,0,0,MODEL,0.1991,0.100,0.4487,0,none
2.228,45,-0.42038,-0.45165,0.12542,1,0,0,MODEL,0.1441,0.100,0.4568,0,none
2.277,46,-0.43722,-0.56557,0.13869,1,0,0,MODEL,0.2523,0.100,0.4649,0,none
2.329,47,-0.45369,-0.52060,0.14276,1,0,0,MODEL,0.2096,0.100,0.4730,0,none
2.377,48,-0.46737,-0.50123,0.13867,1,0,0,MODEL,0.1912,0.100,0.4810,0,none
2.428,49,-0.48034,-0.60529,0.18042,1,0,0,MODEL,0.2900,0.100,0.4890,0,none
2.477,50,-0.49252,-0.58918,0.12172,1,0,0,MODEL,0.2747,0.100,0.4968,0,none
2.529,51,-0.50132,-0.71911,0.16758,1,0,0,MODEL,0.3982,0.100,0.5045,0,none
2.581,52,-0.50798,-0.51207,0.14377,1,0,0,MODEL,0.2015,0.100,0.5120,0,none
2.627,53,-0.51016,-0.52336,0.14534,1,0,0,MODEL,0.2122,0.100,0.5195,0,none
2.679,54,-0.51383,-0.51072,0.16299,1,0,0,MODEL,0.2002,0.100,0.5273,0,none
2.729,55,-0.51647,-0.46452,0.13049,1,0,0,MODEL,0.1563,0.100,0.5348,0,none
2.779,56,-0.51778,-0.61957,0.12526,1,0,0,MODEL,0.3036,0.100,0.5423,0,none
2.831,57,-0.51831,-0.53334,0.14521,1,0,0,MODEL,0.2217,0.100,0.5494,0,none
2.881,58,-0.51404,-0.44255,0.11450,1,0,0,MODEL,0.1354,0.100,0.5566,0,none
2.932,59,-0.50883,-0.36975,0.13879,1,0,0,MODEL,0.0663,0.100,0.5639,0,none
2.980,60,-0.50437,-0.44834,0.17741,1,0,0,MODEL,0.1409,0.100,0.5711,0,none
3.014,61,-0.50066,-0.52396,0.16075,1,0,0,MODEL,0.2128,0.100,0.5782,0,none
3.064,62,-0.49376,-0.42250,0.14487,1,0,0,MODEL,0.1164,0.100,0.5850,0,none
3.115,63,-0.48436,-0.47425,0.17017,1,0,0,MODEL,0.1655,0.100,0.5920,0,none
3.165,64,-0.47462,-0.47041,0.16960,1,0,0,MODEL,0.1619,0.100,0.5988,0,none
3.217,65,-0.46249,-0.53298,0.14073,1,0,0,MODEL,0.2213,0.100,0.6056,0,none
3.266,66,-0.44790,-0.54006,0.14630,1,0,0,MODEL,0.2281,0.100,0.6122,0,none
3.316,67,-0.42982,-0.56450,0.15928,1,0,0,MODEL,0.2513,0.100,0.6188,0,none
3.366,68,-0.40869,-0.55612,0.15290,1,0,0,MODEL,0.2433,0.100,0.6253,0,none
3.416,69,-0.38433,-0.52670,0.14285,1,0,0,MODEL,0.2154,0.100,0.6318,0,none
3.467,70,-0.35756,-0.47569,0.15917,1,0,0,MODEL,0.1669,0.100,0.6382,0,none
3.518,71,-0.32925,-0.32003,0.16263,1,0,0,MODEL,0.0190,0.100,0.6449,0,none
3.568,72,-0.30158,-0.43318,0.14527,1,0,0,MODEL,0.1265,0.100,0.6512,0,none
3.619,73,-0.27531,-0.28313,0.17256,1,0,0,MODEL,-0.0160,0.100,0.6571,0,none
3.669,74,-0.24601,-0.17710,0.11118,1,0,0,MODEL,-0.1168,0.100,0.6633,0,none
3.718,75,-0.22023,-0.30168,0.16940,1,0,0,MODEL,0.0016,0.100,0.6694,0,none
3.769,76,-0.19708,-0.18171,0.16361,1,0,0,MODEL,-0.1124,0.100,0.6753,0,none
3.819,77,-0.17212,-0.13345,0.14487,1,0,0,MODEL,-0.1582,0.100,0.6811,0,none
3.869,78,-0.15097,-0.39441,0.16350,1,0,0,MODEL,0.0897,0.100,0.6871,0,none
3.921,79,-0.13090,-0.16987,0.15351,1,0,0,MODEL,-0.1236,0.100,0.6922,0,none
3.970,80,-0.10588,-0.22405,0.14566,1,0,0,MODEL,-0.0722,0.100,0.6975,0,none
4.019,81,-0.08627,-0.22001,0.19531,1,0,0,MODEL,-0.0760,0.100,0.7038,0,none
4.071,82,-0.06672,-0.03965,0.10666,1,0,0,MODEL,-0.2473,0.100,0.7093,0,none
4.120,83,-0.04931,-0.04358,0.11046,1,0,0,MODEL,-0.2436,0.100,0.7144,0,none
4.172,84,-0.03901,0.01459,0.08990,1,0,0,MODEL,-0.2989,0.100,0.7200,0,none
4.220,85,-0.03265,-0.02362,0.07756,1,0,0,MODEL,-0.2626,0.100,0.7253,0,none
4.270,86,-0.03150,-0.01618,0.08532,1,0,0,MODEL,-0.2696,0.100,0.7308,0,none
4.322,87,-0.03356,0.00379,0.13357,1,0,0,MODEL,-0.2886,0.100,0.7362,0,none
4.371,88,-0.03989,-0.06747,0.14177,1,0,0,MODEL,-0.2209,0.100,0.7415,0,none
4.421,89,-0.05060,-0.06551,0.11753,1,0,0,MODEL,-0.2228,0.100,0.7469,0,none
4.474,90,-0.06336,-0.03210,0.09509,1,0,0,MODEL,-0.2545,0.100,0.7522,0,none
4.521,91,-0.07983,-0.19570,0.14106,1,0,0,MODEL,-0.0991,0.100,0.7573,0,none
4.571,92,-0.09998,-0.19824,0.11568,1,0,0,MODEL,-0.0967,0.100,0.7624,0,none
4.622,93,-0.11850,-0.08007,0.11389,1,0,0,MODEL,-0.2089,0.100,0.7677,0,none
4.674,94,-0.13924,-0.16674,0.11992,1,0,0,MODEL,-0.1266,0.100,0.7725,0,none
4.723,95,-0.16545,-0.22492,0.12272,1,0,0,MODEL,-0.0713,0.100,0.7775,0,none
4.773,96,-0.19194,-0.33780,0.18502,1,0,0,MODEL,0.0359,0.100,0.7825,0,none
4.824,97,-0.21759,-0.36903,0.13923,1,0,0,MODEL,0.0656,0.100,0.7874,0,none
4.874,98,-0.24014,-0.29187,0.17113,1,0,0,MODEL,-0.0077,0.100,0.7922,0,none
4.925,99,-0.26138,-0.33072,0.14332,1,0,0,MODEL,0.0292,0.100,0.7970,0,none
4.976,100,-0.28414,-0.31045,0.13753,1,0,0,MODEL,0.0099,0.100,0.8018,0,none
5.026,101,-0.30603,-0.24794,0.15973,1,0,0,MODEL,-0.0495,0.100,0.8065,0,none
5.075,102,-0.32861,-0.38784,0.17533,1,0,0,MODEL,0.0834,0.100,0.8112,0,none
5.126,103,-0.35251,-0.37324,0.12710,1,0,0,MODEL,0.0696,0.100,0.8156,0,none
5.176,104,-0.37233,-0.25495,0.10397,1,0,0,MODEL,-0.0428,0.100,0.8202,0,none
5.228,105,-0.39185,-0.34604,0.12704,1,0,0,MODEL,0.0437,0.100,0.8246,0,none
5.276,106,-0.41410,-0.24970,0.12940,1,0,0,MODEL,-0.0478,0.100,0.8291,0,none
5.327,107,-0.43470,-0.21256,0.10025,1,0,0,MODEL,-0.0831,0.100,0.8334,0,none
5.376,108,-0.45834,-0.30989,0.12840,1,0,0,MODEL,0.0094,0.100,0.8378,0,none
5.426,109,-0.48398,-0.47088,0.12006,1,0,0,MODEL,0.1623,0.100,0.8421,0,none
5.478,110,-0.50641,-0.31147,0.20096,1,0,0,MODEL,0.0109,0.100,0.8460,0,none
5.527,111,-0.52333,-0.24294,0.13591,1,0,0,MODEL,-0.0542,0.100,0.8501,0,none
5.577,112,-0.54357,-0.25507,0.14137,1,0,0,MODEL,-0.0427,0.100,0.8544,0,none
5.628,113,-0.56669,-0.19031,0.12535,1,0,0,MODEL,-0.1042,0.100,0.8586,0,none
5.677,114,-0.59114,-0.32911,0.15051,1,0,0,MODEL,0.0277,0.100,0.8627,0,none
5.727,115,-0.42750,-0.45514,0.13084,1,0,0,MODEL,0.1474,0.100,0.8667,0,none
5.779,116,-0.54368,-0.63607,0.23957,1,0,0,MODEL,0.3193,0.100,0.8705,0,none
5.829,117,-0.65405,-0.77093,0.17008,1,0,0,MODEL,0.4474,0.100,0.8738,0,none
