replicate,p
0,7.496067069e-06
1,3.747659184e-06
2,2.326541725e-05
3,9.116216288e-06
4,1.423574409e-05
5,1.412562978e-05
6,1.652979221e-05
7,1.281613515e-05
8,2.377466478e-06
9,2.666688888e-05
10,1.54037314e-05
11,5.975331572e-06
12,5.036157735e-06
13,3.248633819e-06
14,7.203677838e-06
15,1.177693459e-05
16,7.284992021e-06
17,5.675648992e-06
18,1.129483712e-06
19,9.333483089e-06
20,8.584292517e-06
21,3.645485868e-06
22,1.66457463e-05
23,4.034220395e-05
24,0.0001334333885
25,6.70272986e-06
26,1.839601539e-05
27,3.18514705e-06
28,1.491921361e-05
29,5.178955653e-05
30,4.877248555e-06
31,7.299389665e-06
32,5.741567415e-05
33,3.76230127e-06
34,7.884663169e-06
35,3.816289805e-05
36,4.481913375e-05
37,3.192724851e-06
38,2.625224278e-06
39,5.012633327e-06
40,6.903066413e-06
41,5.380948143e-06
42,1.071678796e-06
43,6.094493409e-06
44,7.30657552e-06
45,3.359835903e-05
46,1.620433253e-06
47,1.138492697e-05
48,3.974040137e-06
49,3.137742118e-05
50,7.354574861e-07
51,8.723264111e-06
52,3.95303735e-06
53,1.437543362e-05
54,6.985345393e-07
55,1.706563758e-06
56,1.108354629e-06
57,7.298177181e-06
58,3.056452956e-05
59,2.443821877e-06
60,2.011682789e-07
61,0.0001417361436
62,4.713241671e-07
63,2.855515029e-06
64,4.344001192e-05
65,2.748478267e-05
66,6.475317026e-06
67,3.2969065e-05
68,2.225883423e-05
69,0.0001326675853
70,2.855394961e-05
71,4.417881396e-05
72,1.511743085e-05
73,1.224244464e-05
74,1.539548091e-06
75,4.628381864e-05
76,1.477302331e-05
77,1.141593726e-05
78,1.534880635e-06
79,2.953321258e-06
80,5.664028621e-06
81,5.275816029e-05
82,6.441066614e-07
83,4.812985585e-06
84,6.483716564e-07
85,3.121773745e-06
86,7.416334276e-06
87,1.047906866e-06
88,1.72397878e-06
89,2.450924646e-05
90,3.090360878e-06
91,1.037224343e-05
92,3.71163425e-06
93,6.587818056e-06
94,2.383661604e-07
95,9.79474273e-06
96,1.224318709e-06
97,9.353138256e-07
98,8.110105211e-06
99,1.73980612e-07
100,1.818463246e-05
101,8.024588518e-06
102,4.172187241e-05
103,5.613103063e-06
104,6.365809346e-06
105,9.310448428e-06
106,1.380876328e-05
107,8.26548038e-05
108,1.804675766e-05
109,6.990505604e-07
110,2.237606402e-05
111,6.604813227e-06
112,3.892696956e-07
113,9.689683705e-06
114,9.280777363e-06
115,2.464956423e-06
116,3.498180068e-05
117,3.51516445e-06
118,4.883691498e-06
119,1.287599186e-05
120,1.36883738e-05
121,1.358357552e-05
122,2.138302715e-05
123,1.057705129e-06
124,2.511338179e-05
125,1.087083323e-06
126,3.933227673e-06
127,2.11989367e-05
128,6.836176866e-06
129,3.102733269e-06
130,3.580957813e-05
131,7.800027865e-06
132,5.168258958e-06
133,1.693975968e-06
134,1.467019534e-06
135,3.550483708e-05
136,1.006996859e-05
137,1.77211089e-06
138,3.185203401e-05
139,2.688131827e-05
140,7.07670045e-06
141,3.501222667e-05
142,9.136275574e-06
143,1.479469075e-05
144,4.035495372e-05
145,1.25230629e-05
146,9.900657526e-07
147,1.097585811e-05
148,4.506734577e-05
149,1.754053247e-05
150,9.779688726e-06
151,1.214591767e-05
152,1.336437713e-05
153,4.672396388e-05
154,1.025806443e-05
155,3.544639239e-06
156,8.259123256e-05
157,1.228951534e-05
158,4.242797441e-05
159,7.422220521e-05
160,2.912156609e-05
161,1.110790288e-05
162,6.463065452e-08
163,2.946603937e-06
164,3.450140748e-06
165,1.67197401e-05
166,5.23499364e-05
167,2.829858338e-06
168,1.581033669e-05
169,4.352153428e-06
170,3.440901045e-07
171,5.124041383e-07
172,8.743211015e-05
173,2.052584628e-05
174,1.354696967e-06
175,1.962306065e-05
176,4.480345325e-05
177,1.318261209e-08
178,5.318841122e-06
179,1.062851683e-05
180,4.522781228e-06
181,7.262009326e-06
182,1.746525363e-06
183,3.082690736e-07
184,1.89467315e-06
185,3.413129337e-06
186,1.69333156e-05
187,2.215770121e-05
188,8.917726475e-07
189,5.574862306e-05
190,3.434005192e-06
191,8.099160409e-06
192,5.812694266e-05
193,4.004020335e-05
194,3.299844478e-06
195,3.823973674e-05
196,2.711168527e-05
197,1.35399623e-05
198,4.661430418e-06
199,4.313392248e-05
