time_s,frame,cte_true,cte_pred,u_de,certified,fail_count,pass_count,mode,steer,throttle,speed,lap,hit
0.000,0,0.00242,-3.30563,0.66278,0,0,0,MODEL,1.0000,0.100,0.0000,0,none
0.030,1,0.00242,-3.30289,0.66113,0,0,0,MODEL,1.0000,0.100,0.0000,0,none
0.079,2,0.00282,-3.29213,0.67766,0,0,0,MODEL,1.0000,0.100,0.0095,0,none
0.129,3,0.00369,-3.30089,0.66661,0,0,0,MODEL,1.0000,0.100,0.0216,0,none
0.179,4,0.00547,-3.31818,0.68144,0,0,0,MODEL,1.0000,0.100,0.0403,0,none
0.229,5,0.00805,-3.38708,0.68297,0,0,0,MODEL,1.0000,0.100,0.0504,0,none
0.279,6,0.01141,-3.39038,0.66960,0,0,0,MODEL,1.0000,0.100,0.0616,0,none
0.313,7,0.01569,-3.38596,0.67191,0,0,0,MODEL,1.0000,0.100,0.0725,0,none
0.364,8,0.02093,-3.38251,0.65365,0,0,0,MODEL,1.0000,0.100,0.0857,0,none
0.412,9,0.02675,-3.42146,0.65123,0,0,0,MODEL,1.0000,0.100,0.0951,0,none
0.462,10,0.03343,-3.52714,0.68594,0,0,0,MODEL,1.0000,0.100,0.1089,0,none
0.514,11,0.04111,-3.46572,0.68485,0,0,0,MODEL,1.0000,0.100,0.1188,0,none
0.564,12,0.04996,-3.40292,0.71853,0,0,0,MODEL,1.0000,0.100,0.1304,0,none
0.616,13,0.06006,-3.53404,0.73052,0,0,0,MODEL,1.0000,0.100,0.1414,0,none
0.665,14,0.07149,-3.55918,0.72135,0,0,0,MODEL,1.0000,0.100,0.1523,0,none
0.716,15,0.08439,-3.44738,0.71680,0,0,0,MODEL,1.0000,0.100,0.1631,0,none
0.764,16,0.09888,-3.75483,0.74631,0,0,0,MODEL,1.0000,0.100,0.1737,0,none
0.817,17,0.11507,-3.80793,0.79268,0,0,0,MODEL,1.0000,0.100,0.1842,0,none
0.867,18,0.13313,-3.87248,0.79939,0,0,0,MODEL,1.0000,0.100,0.1945,0,none
0.916,19,0.16164,-3.77418,0.78528,0,0,0,MODEL,1.0000,0.100,0.2061,0,none
0.968,20,0.18366,-3.70471,0.74372,0,0,0,MODEL,1.0000,0.100,0.2153,0,none
1.018,21,0.20035,-4.04709,0.67986,0,0,0,MODEL,1.0000,0.100,0.2286,0,none
1.065,22,0.22580,-4.10022,0.68802,0,0,0,MODEL,1.0000,0.100,0.2350,0,none
1.119,23,0.25253,-4.03899,0.70211,0,0,0,MODEL,1.0000,0.100,0.2450,0,none
1.167,24,0.28514,-4.16186,0.72230,0,0,0,MODEL,1.0000,0.100,0.2546,0,none
1.216,25,0.32069,-4.31677,0.73075,0,0,0,MODEL,1.0000,0.100,0.2642,0,none
1.267,26,0.35933,-4.15852,0.72026,0,0,0,MODEL,1.0000,0.100,0.2736,0,none
1.316,27,0.40123,-4.20839,0.73455,0,0,0,MODEL,1.0000,0.100,0.2829,0,none
1.368,28,0.44655,-4.31824,0.75078,0,0,0,MODEL,1.0000,0.100,0.2922,0,none
1.419,29,0.49545,-4.44849,0.75753,0,0,0,MODEL,1.0000,0.100,0.3013,0,none
1.471,30,0.54809,-4.39767,0.79317,0,0,0,MODEL,1.0000,0.100,0.3103,0,none
1.519,31,0.60464,-4.43066,0.81593,0,0,0,MODEL,1.0000,0.100,0.3193,0,none
1.567,32,0.66527,-4.49551,0.81588,0,0,0,MODEL,1.0000,0.100,0.3281,0,none
1.620,33,0.73012,-4.68012,0.88459,0,0,0,MODEL,1.0000,0.100,0.3368,0,none
1.668,34,0.79935,-4.45243,0.80619,0,0,0,MODEL,1.0000,0.100,0.3455,0,none
1.718,35,0.87310,-4.29653,0.78698,0,0,0,MODEL,1.0000,0.100,0.3540,0,none
1.771,36,0.95153,-4.37148,0.76082,0,0,0,MODEL,1.0000,0.100,0.3624,0,none
1.819,37,1.03477,-4.17769,0.79632,0,0,0,MODEL,1.0000,0.100,0.3708,0,none
1.870,38,1.12295,-4.07245,0.86201,0,0,0,MODEL,1.0000,0.100,0.3790,0,none
1.921,39,1.21619,-3.96190,0.83502,0,0,0,MODEL,1.0000,0.100,0.3872,0,none
1.968,40,1.31462,-3.85095,0.83797,0,0,0,MODEL,1.0000,0.100,0.3952,0,none
2.021,41,1.42590,-3.76067,0.78411,0,0,0,MODEL,1.0000,0.100,0.4032,0,none
2.071,42,1.53396,-3.50209,0.76570,0,0,0,MODEL,1.0000,0.100,0.4111,0,none
2.119,43,1.64748,-3.08781,0.64446,0,0,0,MODEL,1.0000,0.100,0.4189,0,none
2.172,44,1.76657,-2.54633,0.50396,0,0,0,MODEL,1.0000,0.100,0.4266,0,none
2.222,45,1.90002,-2.22064,0.46860,0,0,0,MODEL,1.0000,0.100,0.4347,0,none
2.270,46,2.03046,-1.37074,0.40028,0,0,0,MODEL,1.0000,0.100,0.4416,0,none
2.318,47,2.16704,-1.20733,0.43352,0,0,0,MODEL,0.8620,0.100,0.4492,0,none
2.370,48,2.30839,-0.99855,0.36480,0,0,0,MODEL,0.6636,0.100,0.4576,0,none
2.420,49,2.45279,-0.72780,0.33988,0,0,0,MODEL,0.4064,0.100,0.4664,0,none
2.471,50,2.59872,-0.48727,0.29336,0,0,0,MODEL,0.1779,0.100,0.4751,0,none
2.523,51,2.74346,-0.26894,0.27947,0,0,0,MODEL,-0.0295,0.100,0.4887,0,none
2.571,52,2.88696,-0.16953,0.24859,0,0,0,MODEL,-0.1239,0.100,0.4915,0,none
2.621,53,3.03450,-0.15846,0.23855,0,0,0,MODEL,-0.1345,0.100,0.4984,0,none
2.671,54,3.18280,-0.11280,0.22712,0,0,0,MODEL,-0.1778,0.100,0.5074,0,none
2.721,55,3.33021,-0.13910,0.20673,0,0,0,MODEL,-0.1529,0.100,0.5148,0,none
2.770,56,3.47899,-0.18596,0.23759,0,0,0,MODEL,-0.1083,0.100,0.5225,0,none
2.821,57,3.62559,-0.15629,0.22611,0,0,0,MODEL,-0.1365,0.100,0.5301,0,none
2.873,58,3.77882,-0.18076,0.25397,0,0,0,MODEL,-0.1133,0.100,0.5376,0,none
2.923,59,3.92769,-0.20304,0.30589,0,0,0,MODEL,-0.0921,0.100,0.5431,0,none
2.973,60,4.08130,-0.24187,0.33187,0,0,0,MODEL,-0.0552,0.100,0.5527,0,none
3.022,61,4.24011,-0.15821,0.26532,0,0,0,MODEL,-0.1347,0.100,0.5596,0,none
3.074,62,4.39988,-0.22214,0.31446,0,0,0,MODEL,-0.0740,0.100,0.5668,0,none
3.121,63,4.56085,-0.11163,0.23172,0,0,0,MODEL,-0.1789,0.100,0.5739,0,none
3.172,64,4.72252,-0.15991,0.24803,0,0,0,MODEL,-0.1331,0.100,0.5808,0,none
3.223,65,4.88461,-0.14589,0.24423,0,0,0,MODEL,-0.1464,0.100,0.5878,0,none
3.274,66,5.04792,-0.15852,0.30578,0,0,0,MODEL,-0.1344,0.100,0.5947,0,none
3.323,67,5.21213,-0.16566,0.25048,0,0,0,MODEL,-0.1276,0.100,0.6015,0,none
3.373,68,5.37741,-0.17759,0.27111,0,0,0,MODEL,-0.1163,0.100,0.6083,0,none
3.422,69,5.54380,-0.20509,0.31179,0,0,0,MODEL,-0.0902,0.100,0.6150,0,none
3.472,70,5.71734,-0.08974,0.28208,0,0,0,MODEL,-0.1998,0.100,0.6217,0,none
3.523,71,5.88336,-0.18260,0.32307,0,0,0,MODEL,-0.1115,0.100,0.6285,0,none
3.573,72,6.04937,-0.16549,0.28871,0,0,0,MODEL,-0.1278,0.100,0.6346,0,none
3.623,73,6.21682,-0.19035,0.31299,0,0,0,MODEL,-0.1042,0.100,0.6410,0,none
3.673,74,6.38506,-0.20120,0.30714,0,0,0,MODEL,-0.0939,0.100,0.6474,0,none
3.725,75,6.55442,-0.16440,0.25102,0,0,0,MODEL,-0.1288,0.100,0.6537,0,none
3.774,76,6.72432,-0.16567,0.26524,0,0,0,MODEL,-0.1276,0.100,0.6600,0,none
3.822,77,6.89410,-0.15528,0.25122,0,0,0,MODEL,-0.1375,0.100,0.6660,0,none
3.873,78,7.06422,-0.24474,0.31378,0,0,0,MODEL,-0.0525,0.100,0.6722,0,none
3.927,79,7.23526,-0.27736,0.33640,0,0,0,MODEL,-0.0215,0.100,0.6782,0,none
3.976,80,7.41827,-0.23789,0.29410,0,0,0,MODEL,-0.0590,0.100,0.6843,0,none
4.025,81,7.58993,-0.28002,0.33691,0,0,0,MODEL,-0.0190,0.100,0.6901,0,none
4.075,82,7.76233,-0.25819,0.29326,0,0,0,MODEL,-0.0397,0.100,0.6960,0,none
4.127,83,7.93635,-0.31567,0.34126,0,0,0,MODEL,0.0149,0.100,0.7018,0,none
