N,p_offroad
5,0.0003198513247019999
10,0.0010884033352443572
15,0.0018517790065635696
20,0.002614637831967123
25,0.003376912894833836
30,0.004138605379520843
35,0.004899715722831439
40,0.005660244369776707
45,0.006420191764930598
50,0.007179558352528386
